county,precinct,office,district,party,candidate,total,poll,absentee,vbm
Kittias,10-ELLENSBURG 3,,,,Ballots,75,45,30,
Kittias,11-ELLENSBURG 4,,,,Ballots,120,70,50,
Kittias,12-ELLENSBURG 5,,,,Ballots,178,98,80,
Kittias,13-ELLENSBURG 6,,,,Ballots,127,71,56,
Kittias,14-ELLENSBURG 7,,,,Ballots,124,67,57,
Kittias,15-ELLENSBURG 8,,,,Ballots,146,87,59,
Kittias,16-ELLENSBURG 9,,,,Ballots,146,80,66,
Kittias,17-ELLENSBURG 10,,,,Ballots,207,112,95,
Kittias,18-ELLENSBURG 11,,,,Ballots,229,126,103,
Kittias,19-ELLENSBURG 12,,,,Ballots,191,97,94,
Kittias,20-ELLENSBURG 13,,,,Ballots,166,104,62,
Kittias,21-ELLENSBURG 14,,,,Ballots,162,84,78,
Kittias,22-ELLENSBURG 15,,,,Ballots,303,188,115,
Kittias,23-ELLENSBURG 16,,,,Ballots,254,153,101,
Kittias,24-ELLENSBURG 17,,,,Ballots,427,244,183,
Kittias,25-ELLENSBURG 18,,,,Ballots,155,91,64,
Kittias,26-ELLENSBURG 19,,,,Ballots,858,460,398,
Kittias,27-ELLENSBURG 20,,,,Ballots,151,86,65,
Kittias,28-ELLENSBURG 21,,,,Ballots,215,108,107,
Kittias,29-ELLENSBURG 22,,,,Ballots,268,153,115,
Kittias,30-ELLENSBURG 23,,,,Ballots,319,111,208,
Kittias,31-ELLENSBURG 24,,,,Ballots,418,176,242,
Kittias,54-FAIRVIEW,,,,Ballots,257,133,124,
Kittias,32-HYAK,,,,Ballots,148,148,0,TRUE
Kittias,59-KACHESS,,,,Ballots,202,202,0,TRUE
Kittias,33-KITTITAS 1,,,,Ballots,193,121,72,
Kittias,60-KITTITAS 2,,,,Ballots,272,168,104,
Kittias,34-MANASTASH,,,,Ballots,345,167,178,
Kittias,35-MOUNTAIN,,,,Ballots,360,128,232,
Kittias,36-NORTH CENTRAL,,,,Ballots,410,199,211,
Kittias,37-NORTH ELLENSBURG,,,,Ballots,357,160,197,
Kittias,55-NORTH EAST FAIRVIEW,,,,Ballots,377,199,178,
Kittias,38-PARK,,,,Ballots,380,204,176,
Kittias,39-PEOH POINT,,,,Ballots,615,212,403,
Kittias,40-RIDGEWAY,,,,Ballots,558,265,293,
Kittias,41-ROSLYN 1,,,,Ballots,284,155,129,
Kittias,42-ROSLYN 2,,,,Ballots,267,138,129,
Kittias,45-ROSLYN OUTLYING,,,,Ballots,203,203,0,TRUE
Kittias,46-SANDERS,,,,Ballots,207,112,95,
Kittias,47-SOUTH CLE ELUM,,,,Ballots,269,121,148,
Kittias,48-SOUTH ELLENSBURG,,,,Ballots,478,263,215,
Kittias,50-SWAUK,,,,Ballots,230,230,0,
Kittias,51-TEANAWAY,,,,Ballots,335,148,187,
Kittias,52-THORP,,,,Ballots,435,234,201,
Kittias,56-THRALL,,,,Ballots,392,190,202,
Kittias,53-VANTAGE,,,,Ballots,46,46,0,TRUE
Kittias,999-absentee,,,,Ballots,7614,,,
Kittias,,,,,Ballots,16220,8606,7634,
Kittias,49-CANYON,President,,D,John Kerry,46,25,21,
Kittias,1-CLE ELUM 1,President,,D,John Kerry,88,37,51,
Kittias,2-CLE ELUM 2,President,,D,John Kerry,78,42,36,
Kittias,3-CLE ELUM 3,President,,D,John Kerry,48,26,22,
Kittias,4-CLE ELUM 4,President,,D,John Kerry,116,66,50,
Kittias,57-CLIFFDELL,President,,D,John Kerry,0,,,TRUE
Kittias,58-DAMMAN,President,,D,John Kerry,129,73,56,
Kittias,5-DENMARK,President,,D,John Kerry,118,52,66,
Kittias,43-DRY CREEK,President,,D,John Kerry,147,67,80,
Kittias,6-EAST SANDERS,President,,D,John Kerry,137,75,62,
Kittias,7-EASTON,President,,D,John Kerry,160,72,88,
Kittias,8-ELLENSBURG 1,President,,D,John Kerry,85,39,46,
Kittias,9-ELLENSBURG 2,President,,D,John Kerry,100,53,47,
Kittias,10-ELLENSBURG 3,President,,D,John Kerry,46,26,20,
Kittias,11-ELLENSBURG 4,President,,D,John Kerry,73,47,26,
Kittias,12-ELLENSBURG 5,President,,D,John Kerry,94,52,42,
Kittias,13-ELLENSBURG 6,President,,D,John Kerry,74,42,32,
Kittias,14-ELLENSBURG 7,President,,D,John Kerry,81,46,35,
Kittias,15-ELLENSBURG 8,President,,D,John Kerry,81,51,30,
Kittias,16-ELLENSBURG 9,President,,D,John Kerry,81,36,45,
Kittias,17-ELLENSBURG 10,President,,D,John Kerry,115,58,57,
Kittias,18-ELLENSBURG 11,President,,D,John Kerry,114,61,53,
Kittias,19-ELLENSBURG 12,President,,D,John Kerry,113,66,47,
Kittias,20-ELLENSBURG 13,President,,D,John Kerry,87,57,30,
Kittias,21-ELLENSBURG 14,President,,D,John Kerry,86,48,38,
Kittias,22-ELLENSBURG 15,President,,D,John Kerry,136,82,54,
Kittias,23-ELLENSBURG 16,President,,D,John Kerry,142,81,61,
Kittias,24-ELLENSBURG 17,President,,D,John Kerry,210,129,81,
Kittias,25-ELLENSBURG 18,President,,D,John Kerry,93,55,38,
Kittias,26-ELLENSBURG 19,President,,D,John Kerry,423,226,197,
Kittias,27-ELLENSBURG 20,President,,D,John Kerry,89,45,44,
Kittias,28-ELLENSBURG 21,President,,D,John Kerry,117,49,68,
Kittias,29-ELLENSBURG 22,President,,D,John Kerry,109,62,47,
Kittias,30-ELLENSBURG 23,President,,D,John Kerry,152,50,102,
Kittias,31-ELLENSBURG 24,President,,D,John Kerry,178,84,94,
Kittias,54-FAIRVIEW,President,,D,John Kerry,80,39,41,
Kittias,32-HYAK,President,,D,John Kerry,74,74,,TRUE
Kittias,59-KACHESS,President,,D,John Kerry,71,71,,TRUE
Kittias,33-KITTITAS 1,President,,D,John Kerry,69,39,30,
Kittias,60-KITTITAS 2,President,,D,John Kerry,82,44,38,
Kittias,34-MANASTASH,President,,D,John Kerry,138,74,64,
Kittias,35-MOUNTAIN,President,,D,John Kerry,172,49,123,
Kittias,36-NORTH CENTRAL,President,,D,John Kerry,134,63,71,
Kittias,37-NORTH ELLENSBURG,President,,D,John Kerry,126,56,70,
Kittias,55-NORTH EAST FAIRVIEW,President,,D,John Kerry,108,63,45,
Kittias,38-PARK,President,,D,John Kerry,97,48,49,
Kittias,39-PEOH POINT,President,,D,John Kerry,230,79,151,
Kittias,40-RIDGEWAY,President,,D,John Kerry,179,85,94,
Kittias,41-ROSLYN 1,President,,D,John Kerry,172,98,74,
Kittias,42-ROSLYN 2,President,,D,John Kerry,162,84,78,
Kittias,45-ROSLYN OUTLYING,President,,D,John Kerry,85,85,,TRUE
Kittias,46-SANDERS,President,,D,John Kerry,70,35,35,
Kittias,47-SOUTH CLE ELUM,President,,D,John Kerry,91,42,49,
Kittias,48-SOUTH ELLENSBURG,President,,D,John Kerry,197,107,90,
Kittias,50-SWAUK,President,,D,John Kerry,69,69,,
Kittias,51-TEANAWAY,President,,D,John Kerry,121,49,72,
Kittias,52-THORP,President,,D,John Kerry,141,73,68,
Kittias,56-THRALL,President,,D,John Kerry,115,54,61,
Kittias,53-VANTAGE,President,,D,John Kerry,13,13,,TRUE
Kittias,999-ABSENTEE,President,,D,John Kerry,0,3158,0,
Kittias,,President,,D,John Kerry,6742,6731,3169,
Kittias,49-CANYON,President,,R,George Bush,78,38,40,
Kittias,1-CLE ELUM 1,President,,R,George Bush,147,74,73,
Kittias,2-CLE ELUM 2,President,,R,George Bush,92,53,39,
Kittias,3-CLE ELUM 3,President,,R,George Bush,60,29,31,
Kittias,4-CLE ELUM 4,President,,R,George Bush,176,98,78,
Kittias,57-CLIFFDELL,President,,R,George Bush,0,,,TRUE
Kittias,58-DAMMAN,President,,R,George Bush,256,145,111,
Kittias,5-DENMARK,President,,R,George Bush,336,167,169,
Kittias,43-DRY CREEK,President,,R,George Bush,293,134,159,
Kittias,6-EAST SANDERS,President,,R,George Bush,246,100,146,
Kittias,7-EASTON,President,,R,George Bush,240,93,147,
Kittias,8-ELLENSBURG 1,President,,R,George Bush,55,31,24,
Kittias,9-ELLENSBURG 2,President,,R,George Bush,47,19,28,
Kittias,10-ELLENSBURG 3,President,,R,George Bush,28,18,10,
Kittias,11-ELLENSBURG 4,President,,R,George Bush,42,22,20,
Kittias,12-ELLENSBURG 5,President,,R,George Bush,79,43,36,
Kittias,13-ELLENSBURG 6,President,,R,George Bush,44,24,20,
Kittias,14-ELLENSBURG 7,President,,R,George Bush,41,19,22,
Kittias,15-ELLENSBURG 8,President,,R,George Bush,59,36,23,
Kittias,16-ELLENSBURG 9,President,,R,George Bush,56,39,17,
Kittias,17-ELLENSBURG 10,President,,R,George Bush,81,46,35,
Kittias,18-ELLENSBURG 11,President,,R,George Bush,109,61,48,
Kittias,19-ELLENSBURG 12,President,,R,George Bush,69,25,44,
Kittias,20-ELLENSBURG 13,President,,R,George Bush,75,44,31,
Kittias,21-ELLENSBURG 14,President,,R,George Bush,74,34,40,
Kittias,22-ELLENSBURG 15,President,,R,George Bush,165,105,60,
Kittias,23-ELLENSBURG 16,President,,R,George Bush,106,67,39,
Kittias,24-ELLENSBURG 17,President,,R,George Bush,209,112,97,
Kittias,25-ELLENSBURG 18,President,,R,George Bush,58,32,26,
Kittias,26-ELLENSBURG 19,President,,R,George Bush,416,223,193,
Kittias,27-ELLENSBURG 20,President,,R,George Bush,57,39,18,
Kittias,28-ELLENSBURG 21,President,,R,George Bush,87,53,34,
Kittias,29-ELLENSBURG 22,President,,R,George Bush,148,85,63,
Kittias,30-ELLENSBURG 23,President,,R,George Bush,152,55,97,
Kittias,31-ELLENSBURG 24,President,,R,George Bush,233,91,142,
Kittias,54-FAIRVIEW,President,,R,George Bush,165,85,80,
Kittias,32-HYAK,President,,R,George Bush,71,71,,TRUE
Kittias,59-KACHESS,President,,R,George Bush,127,127,,TRUE
Kittias,33-KITTITAS 1,President,,R,George Bush,119,79,40,
Kittias,60-KITTITAS 2,President,,R,George Bush,184,120,64,
Kittias,34-MANASTASH,President,,R,George Bush,194,86,108,
Kittias,35-MOUNTAIN,President,,R,George Bush,183,76,107,
Kittias,36-NORTH CENTRAL,President,,R,George Bush,273,134,139,
Kittias,37-NORTH ELLENSBURG,President,,R,George Bush,223,100,123,
Kittias,55-NORTH EAST FAIRVIEW,President,,R,George Bush,261,132,129,
Kittias,38-PARK,President,,R,George Bush,274,152,122,
Kittias,39-PEOH POINT,President,,R,George Bush,369,126,243,
Kittias,40-RIDGEWAY,President,,R,George Bush,364,170,194,
Kittias,41-ROSLYN 1,President,,R,George Bush,105,54,51,
Kittias,42-ROSLYN 2,President,,R,George Bush,101,52,49,
Kittias,45-ROSLYN OUTLYING,President,,R,George Bush,115,115,,TRUE
Kittias,46-SANDERS,President,,R,George Bush,130,71,59,
Kittias,47-SOUTH CLE ELUM,President,,R,George Bush,167,72,95,
Kittias,48-SOUTH ELLENSBURG,President,,R,George Bush,275,152,123,
Kittias,50-SWAUK,President,,R,George Bush,156,156,,
Kittias,51-TEANAWAY,President,,R,George Bush,209,97,112,
Kittias,52-THORP,President,,R,George Bush,286,156,130,
Kittias,56-THRALL,President,,R,George Bush,268,132,136,
Kittias,53-VANTAGE,President,,R,George Bush,32,32,,TRUE
Kittias,999-ABSENTEE,President,,R,George Bush,0,4251,0,
Kittias,,President,,R,George Bush,9065,9052,4264,
Kittias,49-CANYON,President,,L,Michael Badnarik,1,0,1,
Kittias,1-CLE ELUM 1,President,,L,Michael Badnarik,1,0,1,
Kittias,2-CLE ELUM 2,President,,L,Michael Badnarik,1,0,1,
Kittias,3-CLE ELUM 3,President,,L,Michael Badnarik,1,1,0,
Kittias,4-CLE ELUM 4,President,,L,Michael Badnarik,3,1,2,
Kittias,57-CLIFFDELL,President,,L,Michael Badnarik,0,,,TRUE
Kittias,58-DAMMAN,President,,L,Michael Badnarik,1,0,1,
Kittias,5-DENMARK,President,,L,Michael Badnarik,4,3,1,
Kittias,43-DRY CREEK,President,,L,Michael Badnarik,2,1,1,
Kittias,6-EAST SANDERS,President,,L,Michael Badnarik,1,1,0,
Kittias,7-EASTON,President,,L,Michael Badnarik,0,0,0,
Kittias,8-ELLENSBURG 1,President,,L,Michael Badnarik,0,0,0,
Kittias,9-ELLENSBURG 2,President,,L,Michael Badnarik,2,1,1,
Kittias,10-ELLENSBURG 3,President,,L,Michael Badnarik,1,1,0,
Kittias,11-ELLENSBURG 4,President,,L,Michael Badnarik,1,1,0,
Kittias,12-ELLENSBURG 5,President,,L,Michael Badnarik,0,0,0,
Kittias,13-ELLENSBURG 6,President,,L,Michael Badnarik,1,0,1,
Kittias,14-ELLENSBURG 7,President,,L,Michael Badnarik,1,1,0,
Kittias,15-ELLENSBURG 8,President,,L,Michael Badnarik,0,0,0,
Kittias,16-ELLENSBURG 9,President,,L,Michael Badnarik,0,0,0,
Kittias,17-ELLENSBURG 10,President,,L,Michael Badnarik,2,1,1,
Kittias,18-ELLENSBURG 11,President,,L,Michael Badnarik,0,0,0,
Kittias,19-ELLENSBURG 12,President,,L,Michael Badnarik,0,0,0,
Kittias,20-ELLENSBURG 13,President,,L,Michael Badnarik,0,0,0,
Kittias,21-ELLENSBURG 14,President,,L,Michael Badnarik,0,0,0,
Kittias,22-ELLENSBURG 15,President,,L,Michael Badnarik,0,0,0,
Kittias,23-ELLENSBURG 16,President,,L,Michael Badnarik,3,3,0,
Kittias,24-ELLENSBURG 17,President,,L,Michael Badnarik,2,0,2,
Kittias,25-ELLENSBURG 18,President,,L,Michael Badnarik,0,0,0,
Kittias,26-ELLENSBURG 19,President,,L,Michael Badnarik,3,1,2,
Kittias,27-ELLENSBURG 20,President,,L,Michael Badnarik,0,0,0,
Kittias,28-ELLENSBURG 21,President,,L,Michael Badnarik,1,1,0,
Kittias,29-ELLENSBURG 22,President,,L,Michael Badnarik,1,1,0,
Kittias,30-ELLENSBURG 23,President,,L,Michael Badnarik,5,4,1,
Kittias,31-ELLENSBURG 24,President,,L,Michael Badnarik,1,0,1,
Kittias,54-FAIRVIEW,President,,L,Michael Badnarik,1,1,0,
Kittias,32-HYAK,President,,L,Michael Badnarik,1,1,,TRUE
Kittias,59-KACHESS,President,,L,Michael Badnarik,2,2,,TRUE
Kittias,33-KITTITAS 1,President,,L,Michael Badnarik,1,1,0,
Kittias,60-KITTITAS 2,President,,L,Michael Badnarik,1,1,0,
Kittias,34-MANASTASH,President,,L,Michael Badnarik,4,3,1,
Kittias,35-MOUNTAIN,President,,L,Michael Badnarik,1,1,0,
Kittias,36-NORTH CENTRAL,President,,L,Michael Badnarik,1,1,0,
Kittias,37-NORTH ELLENSBURG,President,,L,Michael Badnarik,1,0,1,
Kittias,55-NORTH EAST FAIRVIEW,President,,L,Michael Badnarik,0,0,0,
Kittias,38-PARK,President,,L,Michael Badnarik,2,0,2,
Kittias,39-PEOH POINT,President,,L,Michael Badnarik,2,0,2,
Kittias,40-RIDGEWAY,President,,L,Michael Badnarik,4,1,3,
Kittias,41-ROSLYN 1,President,,L,Michael Badnarik,1,1,0,
Kittias,42-ROSLYN 2,President,,L,Michael Badnarik,0,0,0,
Kittias,45-ROSLYN OUTLYING,President,,L,Michael Badnarik,0,0,,TRUE
Kittias,46-SANDERS,President,,L,Michael Badnarik,1,1,0,
Kittias,47-SOUTH CLE ELUM,President,,L,Michael Badnarik,4,3,1,
Kittias,48-SOUTH ELLENSBURG,President,,L,Michael Badnarik,1,1,0,
Kittias,50-SWAUK,President,,L,Michael Badnarik,0,0,,
Kittias,51-TEANAWAY,President,,L,Michael Badnarik,2,1,1,
Kittias,52-THORP,President,,L,Michael Badnarik,0,0,0,
Kittias,56-THRALL,President,,L,Michael Badnarik,0,0,0,
Kittias,53-VANTAGE,President,,L,Michael Badnarik,0,0,,TRUE
Kittias,10247-ABSENTEE- 10247,President,,L,Michael Badnarik,0,28,0,
Kittias,,President,,L,Michael Badnarik,69,69,28,
Kittias,49-CANYON,President,,WW,John Parker,0,0,0,
Kittias,1-CLE ELUM 1,President,,WW,John Parker,1,0,1,
Kittias,2-CLE ELUM 2,President,,WW,John Parker,0,0,0,
Kittias,3-CLE ELUM 3,President,,WW,John Parker,0,0,0,
Kittias,4-CLE ELUM 4,President,,WW,John Parker,0,0,0,
Kittias,57-CLIFFDELL,President,,WW,John Parker,0,,,TRUE
Kittias,58-DAMMAN,President,,WW,John Parker,0,0,0,
Kittias,5-DENMARK,President,,WW,John Parker,0,0,0,
Kittias,43-DRY CREEK,President,,WW,John Parker,0,0,0,
Kittias,6-EAST SANDERS,President,,WW,John Parker,0,0,0,
Kittias,7-EASTON,President,,WW,John Parker,0,0,0,
Kittias,8-ELLENSBURG 1,President,,WW,John Parker,1,1,0,
Kittias,9-ELLENSBURG 2,President,,WW,John Parker,0,0,0,
Kittias,10-ELLENSBURG 3,President,,WW,John Parker,0,0,0,
Kittias,11-ELLENSBURG 4,President,,WW,John Parker,0,0,0,
Kittias,12-ELLENSBURG 5,President,,WW,John Parker,1,1,0,
Kittias,13-ELLENSBURG 6,President,,WW,John Parker,0,0,0,
Kittias,14-ELLENSBURG 7,President,,WW,John Parker,0,0,0,
Kittias,15-ELLENSBURG 8,President,,WW,John Parker,0,0,0,
Kittias,16-ELLENSBURG 9,President,,WW,John Parker,1,1,0,
Kittias,17-ELLENSBURG 10,President,,WW,John Parker,3,3,0,
Kittias,18-ELLENSBURG 11,President,,WW,John Parker,0,0,0,
Kittias,19-ELLENSBURG 12,President,,WW,John Parker,0,0,0,
Kittias,20-ELLENSBURG 13,President,,WW,John Parker,0,0,0,
Kittias,21-ELLENSBURG 14,President,,WW,John Parker,0,0,0,
Kittias,22-ELLENSBURG 15,President,,WW,John Parker,0,0,0,
Kittias,23-ELLENSBURG 16,President,,WW,John Parker,0,0,0,
Kittias,24-ELLENSBURG 17,President,,WW,John Parker,0,0,0,
Kittias,25-ELLENSBURG 18,President,,WW,John Parker,0,0,0,
Kittias,26-ELLENSBURG 19,President,,WW,John Parker,0,0,0,
Kittias,27-ELLENSBURG 20,President,,WW,John Parker,0,0,0,
Kittias,28-ELLENSBURG 21,President,,WW,John Parker,0,0,0,
Kittias,29-ELLENSBURG 22,President,,WW,John Parker,1,0,1,
Kittias,30-ELLENSBURG 23,President,,WW,John Parker,0,0,0,
Kittias,31-ELLENSBURG 24,President,,WW,John Parker,0,0,0,
Kittias,54-FAIRVIEW,President,,WW,John Parker,0,0,0,
Kittias,32-HYAK,President,,WW,John Parker,0,0,,TRUE
Kittias,59-KACHESS,President,,WW,John Parker,0,0,,TRUE
Kittias,33-KITTITAS 1,President,,WW,John Parker,0,0,0,
Kittias,60-KITTITAS 2,President,,WW,John Parker,0,0,0,
Kittias,34-MANASTASH,President,,WW,John Parker,0,0,0,
Kittias,35-MOUNTAIN,President,,WW,John Parker,0,0,0,
Kittias,36-NORTH CENTRAL,President,,WW,John Parker,0,0,0,
Kittias,37-NORTH ELLENSBURG,President,,WW,John Parker,0,0,0,
Kittias,55-NORTH EAST FAIRVIEW,President,,WW,John Parker,0,0,0,
Kittias,38-PARK,President,,WW,John Parker,0,0,0,
Kittias,39-PEOH POINT,President,,WW,John Parker,0,0,0,
Kittias,40-RIDGEWAY,President,,WW,John Parker,0,0,0,
Kittias,41-ROSLYN 1,President,,WW,John Parker,1,0,1,
Kittias,42-ROSLYN 2,President,,WW,John Parker,0,0,0,
Kittias,45-ROSLYN OUTLYING,President,,WW,John Parker,0,0,,TRUE
Kittias,46-SANDERS,President,,WW,John Parker,0,0,0,
Kittias,47-SOUTH CLE ELUM,President,,WW,John Parker,1,0,1,
Kittias,48-SOUTH ELLENSBURG,President,,WW,John Parker,0,0,0,
Kittias,50-SWAUK,President,,WW,John Parker,0,0,,
Kittias,51-TEANAWAY,President,,WW,John Parker,0,0,0,
Kittias,52-THORP,President,,WW,John Parker,0,0,0,
Kittias,56-THRALL,President,,WW,John Parker,0,0,0,
Kittias,53-VANTAGE,President,,WW,John Parker,0,0,,TRUE
Kittias,999-ABSENTEE- 10247,President,,WW,John Parker,0,4,0,
Kittias,,President,,WW,John Parker,10,10,4,
Kittias,49-CANYON,President,,G,David Cobb,1,0,1,
Kittias,1-CLE ELUM 1,President,,G,David Cobb,0,0,0,
Kittias,2-CLE ELUM 2,President,,G,David Cobb,0,0,0,
Kittias,3-CLE ELUM 3,President,,G,David Cobb,0,0,0,
Kittias,4-CLE ELUM 4,President,,G,David Cobb,1,0,1,
Kittias,57-CLIFFDELL,President,,G,David Cobb,0,,,TRUE
Kittias,58-DAMMAN,President,,G,David Cobb,0,0,0,
Kittias,5-DENMARK,President,,G,David Cobb,1,0,1,
Kittias,43-DRY CREEK,President,,G,David Cobb,1,1,0,
Kittias,6-EAST SANDERS,President,,G,David Cobb,1,0,1,
Kittias,7-EASTON,President,,G,David Cobb,0,0,0,
Kittias,8-ELLENSBURG 1,President,,G,David Cobb,0,0,0,
Kittias,9-ELLENSBURG 2,President,,G,David Cobb,0,0,0,
Kittias,10-ELLENSBURG 3,President,,G,David Cobb,0,0,0,
Kittias,11-ELLENSBURG 4,President,,G,David Cobb,0,0,0,
Kittias,12-ELLENSBURG 5,President,,G,David Cobb,1,0,1,
Kittias,13-ELLENSBURG 6,President,,G,David Cobb,0,0,0,
Kittias,14-ELLENSBURG 7,President,,G,David Cobb,0,0,0,
Kittias,15-ELLENSBURG 8,President,,G,David Cobb,0,0,0,
Kittias,16-ELLENSBURG 9,President,,G,David Cobb,1,0,1,
Kittias,17-ELLENSBURG 10,President,,G,David Cobb,0,0,0,
Kittias,18-ELLENSBURG 11,President,,G,David Cobb,0,0,0,
Kittias,19-ELLENSBURG 12,President,,G,David Cobb,0,0,0,
Kittias,20-ELLENSBURG 13,President,,G,David Cobb,0,0,0,
Kittias,21-ELLENSBURG 14,President,,G,David Cobb,0,0,0,
Kittias,22-ELLENSBURG 15,President,,G,David Cobb,0,0,0,
Kittias,23-ELLENSBURG 16,President,,G,David Cobb,0,0,0,
Kittias,24-ELLENSBURG 17,President,,G,David Cobb,0,0,0,
Kittias,25-ELLENSBURG 18,President,,G,David Cobb,0,0,0,
Kittias,26-ELLENSBURG 19,President,,G,David Cobb,2,1,1,
Kittias,27-ELLENSBURG 20,President,,G,David Cobb,0,0,0,
Kittias,28-ELLENSBURG 21,President,,G,David Cobb,2,0,2,
Kittias,29-ELLENSBURG 22,President,,G,David Cobb,0,0,0,
Kittias,30-ELLENSBURG 23,President,,G,David Cobb,0,0,0,
Kittias,31-ELLENSBURG 24,President,,G,David Cobb,0,0,0,
Kittias,54-FAIRVIEW,President,,G,David Cobb,0,0,0,
Kittias,32-HYAK,President,,G,David Cobb,0,0,,TRUE
Kittias,59-KACHESS,President,,G,David Cobb,0,0,,TRUE
Kittias,33-KITTITAS 1,President,,G,David Cobb,1,0,1,
Kittias,60-KITTITAS 2,President,,G,David Cobb,1,1,0,
Kittias,34-MANASTASH,President,,G,David Cobb,0,0,0,
Kittias,35-MOUNTAIN,President,,G,David Cobb,0,0,0,
Kittias,36-NORTH CENTRAL,President,,G,David Cobb,0,0,0,
Kittias,37-NORTH ELLENSBURG,President,,G,David Cobb,1,0,1,
Kittias,55-NORTH EAST FAIRVIEW,President,,G,David Cobb,1,0,1,
Kittias,38-PARK,President,,G,David Cobb,1,0,1,
Kittias,39-PEOH POINT,President,,G,David Cobb,0,0,0,
Kittias,40-RIDGEWAY,President,,G,David Cobb,1,1,0,
Kittias,41-ROSLYN 1,President,,G,David Cobb,1,0,1,
Kittias,42-ROSLYN 2,President,,G,David Cobb,0,0,0,
Kittias,45-ROSLYN OUTLYING,President,,G,David Cobb,0,0,,TRUE
