county,precinct,office,district,party,candidate,total,poll,absentee
Franklin,1,U.S. House,4,D,Sandy Matheson,286,63,223
Franklin,2,U.S. House,4,D,Sandy Matheson,136,43,93
Franklin,3,U.S. House,4,D,Sandy Matheson,162,57,105
Franklin,4,U.S. House,4,D,Sandy Matheson,120,52,68
Franklin,5,U.S. House,4,D,Sandy Matheson,81,35,46
Franklin,6,U.S. House,4,D,Sandy Matheson,140,41,99
Franklin,7,U.S. House,4,D,Sandy Matheson,97,28,69
Franklin,8,U.S. House,4,D,Sandy Matheson,75,75,
Franklin,9,U.S. House,4,D,Sandy Matheson,35,35,
Franklin,10,U.S. House,4,D,Sandy Matheson,149,58,91
Franklin,11,U.S. House,4,D,Sandy Matheson,229,99,130
Franklin,12,U.S. House,4,D,Sandy Matheson,235,104,131
Franklin,13,U.S. House,4,D,Sandy Matheson,104,104,
Franklin,14,U.S. House,4,D,Sandy Matheson,136,52,84
Franklin,15,U.S. House,4,D,Sandy Matheson,88,88,
Franklin,16,U.S. House,4,D,Sandy Matheson,29,29,
Franklin,17,U.S. House,4,D,Sandy Matheson,79,79,
Franklin,18,U.S. House,4,D,Sandy Matheson,32,32,
Franklin,19,U.S. House,4,D,Sandy Matheson,58,58,
Franklin,20,U.S. House,4,D,Sandy Matheson,49,49,
Franklin,21,U.S. House,4,D,Sandy Matheson,46,46,
Franklin,22,U.S. House,4,D,Sandy Matheson,62,62,
Franklin,23,U.S. House,4,D,Sandy Matheson,173,66,107
Franklin,24,U.S. House,4,D,Sandy Matheson,222,79,143
Franklin,25,U.S. House,4,D,Sandy Matheson,53,53,
Franklin,26,U.S. House,4,D,Sandy Matheson,32,32,
Franklin,27,U.S. House,4,D,Sandy Matheson,39,39,
Franklin,28,U.S. House,4,D,Sandy Matheson,39,39,
Franklin,29,U.S. House,4,D,Sandy Matheson,323,84,239
Franklin,30,U.S. House,4,D,Sandy Matheson,97,19,78
Franklin,31,U.S. House,4,D,Sandy Matheson,233,48,185
Franklin,32,U.S. House,4,D,Sandy Matheson,228,84,144
Franklin,33,U.S. House,4,D,Sandy Matheson,187,55,132
Franklin,34,U.S. House,4,D,Sandy Matheson,2,2,
Franklin,35,U.S. House,4,D,Sandy Matheson,16,16,
Franklin,36,U.S. House,4,D,Sandy Matheson,63,63,
Franklin,37,U.S. House,4,D,Sandy Matheson,80,80,
Franklin,38,U.S. House,4,D,Sandy Matheson,58,18,40
Franklin,39,U.S. House,4,D,Sandy Matheson,35,9,26
Franklin,40,U.S. House,4,D,Sandy Matheson,71,27,44
Franklin,41,U.S. House,4,D,Sandy Matheson,128,53,75
Franklin,42,U.S. House,4,D,Sandy Matheson,87,29,58
Franklin,43,U.S. House,4,D,Sandy Matheson,55,17,38
Franklin,44,U.S. House,4,D,Sandy Matheson,41,41,
Franklin,45,U.S. House,4,D,Sandy Matheson,40,40,
Franklin,46,U.S. House,4,D,Sandy Matheson,56,56,
Franklin,47,U.S. House,4,D,Sandy Matheson,70,70,
Franklin,48,U.S. House,4,D,Sandy Matheson,54,54,
Franklin,49,U.S. House,4,D,Sandy Matheson,15,15,
Franklin,50,U.S. House,4,D,Sandy Matheson,14,14,
Franklin,51,U.S. House,4,D,Sandy Matheson,13,13,
Franklin,52,U.S. House,4,D,Sandy Matheson,18,18,
Franklin,53,U.S. House,4,D,Sandy Matheson,11,11,
Franklin,54,U.S. House,4,D,Sandy Matheson,56,56,
Franklin,55,U.S. House,4,D,Sandy Matheson,9,9,
Franklin,56,U.S. House,4,D,Sandy Matheson,24,24,
Franklin,57,U.S. House,4,D,Sandy Matheson,31,31,
Franklin,58,U.S. House,4,D,Sandy Matheson,22,22,
Franklin,59,U.S. House,4,D,Sandy Matheson,16,16,
Franklin,60,U.S. House,4,D,Sandy Matheson,13,13,
Franklin,61,U.S. House,4,D,Sandy Matheson,17,17,
Franklin,62,U.S. House,4,D,Sandy Matheson,30,30,
Franklin,63,U.S. House,4,D,Sandy Matheson,17,17,
Franklin,64,U.S. House,4,D,Sandy Matheson,80,41,39
Franklin,65,U.S. House,4,D,Sandy Matheson,12,11,1
Franklin,66,U.S. House,4,D,Sandy Matheson,49,25,24
Franklin,67,U.S. House,4,D,Sandy Matheson,67,27,40
Franklin,68,U.S. House,4,D,Sandy Matheson,17,17,
Franklin,69,U.S. House,4,D,Sandy Matheson,21,21,
Franklin,70,U.S. House,4,D,Sandy Matheson,18,18,
Franklin,71,U.S. House,4,D,Sandy Matheson,5,5,
Franklin,72,U.S. House,4,D,Sandy Matheson,15,15,
Franklin,73,U.S. House,4,D,Sandy Matheson,39,39,
Franklin,74,U.S. House,4,D,Sandy Matheson,13,13,
Franklin,75,U.S. House,4,D,Sandy Matheson,0,0,
Franklin,,U.S. House,4,D,Sandy Matheson,5552,3000,2552
Franklin,1,U.S. House,4,R,Doc Hastings,188,41,147
Franklin,2,U.S. House,4,R,Doc Hastings,86,17,69
Franklin,3,U.S. House,4,R,Doc Hastings,108,35,73
Franklin,4,U.S. House,4,R,Doc Hastings,102,39,63
Franklin,5,U.S. House,4,R,Doc Hastings,65,22,43
Franklin,6,U.S. House,4,R,Doc Hastings,97,24,73
Franklin,7,U.S. House,4,R,Doc Hastings,68,17,51
Franklin,8,U.S. House,4,R,Doc Hastings,136,136,
Franklin,9,U.S. House,4,R,Doc Hastings,61,61,
Franklin,10,U.S. House,4,R,Doc Hastings,166,72,94
Franklin,11,U.S. House,4,R,Doc Hastings,201,78,123
Franklin,12,U.S. House,4,R,Doc Hastings,223,76,147
Franklin,13,U.S. House,4,R,Doc Hastings,103,103,
Franklin,14,U.S. House,4,R,Doc Hastings,197,81,116
Franklin,15,U.S. House,4,R,Doc Hastings,73,73,
Franklin,16,U.S. House,4,R,Doc Hastings,41,41,
Franklin,17,U.S. House,4,R,Doc Hastings,103,103,
Franklin,18,U.S. House,4,R,Doc Hastings,73,73,
Franklin,19,U.S. House,4,R,Doc Hastings,80,80,
Franklin,20,U.S. House,4,R,Doc Hastings,58,58,
Franklin,21,U.S. House,4,R,Doc Hastings,68,68,
Franklin,22,U.S. House,4,R,Doc Hastings,114,114,
Franklin,23,U.S. House,4,R,Doc Hastings,300,104,196
Franklin,24,U.S. House,4,R,Doc Hastings,394,111,283
Franklin,25,U.S. House,4,R,Doc Hastings,89,89,
Franklin,26,U.S. House,4,R,Doc Hastings,103,103,
Franklin,27,U.S. House,4,R,Doc Hastings,76,76,
Franklin,28,U.S. House,4,R,Doc Hastings,74,74,
Franklin,29,U.S. House,4,R,Doc Hastings,796,219,577
Franklin,30,U.S. House,4,R,Doc Hastings,171,36,135
Franklin,31,U.S. House,4,R,Doc Hastings,461,112,349
Franklin,32,U.S. House,4,R,Doc Hastings,390,168,222
Franklin,33,U.S. House,4,R,Doc Hastings,399,134,265
Franklin,34,U.S. House,4,R,Doc Hastings,8,8,
Franklin,35,U.S. House,4,R,Doc Hastings,47,47,
Franklin,36,U.S. House,4,R,Doc Hastings,161,161,
Franklin,37,U.S. House,4,R,Doc Hastings,156,156,
Franklin,38,U.S. House,4,R,Doc Hastings,93,12,81
Franklin,39,U.S. House,4,R,Doc Hastings,111,38,73
Franklin,40,U.S. House,4,R,Doc Hastings,165,68,97
Franklin,41,U.S. House,4,R,Doc Hastings,269,108,161
Franklin,42,U.S. House,4,R,Doc Hastings,184,61,123
Franklin,43,U.S. House,4,R,Doc Hastings,94,31,63
Franklin,44,U.S. House,4,R,Doc Hastings,132,132,
Franklin,45,U.S. House,4,R,Doc Hastings,90,90,
Franklin,46,U.S. House,4,R,Doc Hastings,157,157,
Franklin,47,U.S. House,4,R,Doc Hastings,158,158,
Franklin,48,U.S. House,4,R,Doc Hastings,220,220,
Franklin,49,U.S. House,4,R,Doc Hastings,41,41,
Franklin,50,U.S. House,4,R,Doc Hastings,80,80,
Franklin,51,U.S. House,4,R,Doc Hastings,88,88,
Franklin,52,U.S. House,4,R,Doc Hastings,100,100,
Franklin,53,U.S. House,4,R,Doc Hastings,129,129,
Franklin,54,U.S. House,4,R,Doc Hastings,208,208,
Franklin,55,U.S. House,4,R,Doc Hastings,87,87,
Franklin,56,U.S. House,4,R,Doc Hastings,127,127,
Franklin,57,U.S. House,4,R,Doc Hastings,69,69,
Franklin,58,U.S. House,4,R,Doc Hastings,123,123,
Franklin,59,U.S. House,4,R,Doc Hastings,80,80,
Franklin,60,U.S. House,4,R,Doc Hastings,47,47,
Franklin,61,U.S. House,4,R,Doc Hastings,104,104,
Franklin,62,U.S. House,4,R,Doc Hastings,52,52,
Franklin,63,U.S. House,4,R,Doc Hastings,153,153,
Franklin,64,U.S. House,4,R,Doc Hastings,112,60,52
Franklin,65,U.S. House,4,R,Doc Hastings,9,6,3
Franklin,66,U.S. House,4,R,Doc Hastings,127,55,72
Franklin,67,U.S. House,4,R,Doc Hastings,148,70,78
Franklin,68,U.S. House,4,R,Doc Hastings,73,73,
Franklin,69,U.S. House,4,R,Doc Hastings,116,116,
Franklin,70,U.S. House,4,R,Doc Hastings,40,40,
Franklin,71,U.S. House,4,R,Doc Hastings,21,21,
Franklin,72,U.S. House,4,R,Doc Hastings,110,110,
Franklin,73,U.S. House,4,R,Doc Hastings,129,129,
Franklin,74,U.S. House,4,R,Doc Hastings,41,41,
Franklin,75,U.S. House,4,R,Doc Hastings,0,0,
Franklin,,U.S. House,4,R,Doc Hastings,10123,6294,3829
Franklin,1,U.S. House,4,,Write-ins,4,0,4
Franklin,2,U.S. House,4,,Write-ins,0,0,0
Franklin,3,U.S. House,4,,Write-ins,1,1,0
Franklin,4,U.S. House,4,,Write-ins,1,0,1
Franklin,5,U.S. House,4,,Write-ins,0,0,0
Franklin,6,U.S. House,4,,Write-ins,1,1,0
Franklin,7,U.S. House,4,,Write-ins,0,0,0
Franklin,8,U.S. House,4,,Write-ins,0,0,
Franklin,9,U.S. House,4,,Write-ins,0,0,
Franklin,10,U.S. House,4,,Write-ins,1,0,1
Franklin,11,U.S. House,4,,Write-ins,0,0,0
Franklin,12,U.S. House,4,,Write-ins,0,0,0
Franklin,13,U.S. House,4,,Write-ins,0,0,
Franklin,14,U.S. House,4,,Write-ins,0,0,0
Franklin,15,U.S. House,4,,Write-ins,1,1,
Franklin,16,U.S. House,4,,Write-ins,0,0,
Franklin,17,U.S. House,4,,Write-ins,1,1,
Franklin,18,U.S. House,4,,Write-ins,0,0,
Franklin,19,U.S. House,4,,Write-ins,0,0,
Franklin,20,U.S. House,4,,Write-ins,0,0,
Franklin,21,U.S. House,4,,Write-ins,0,0,
Franklin,22,U.S. House,4,,Write-ins,1,1,
Franklin,23,U.S. House,4,,Write-ins,0,0,0
Franklin,24,U.S. House,4,,Write-ins,1,0,1
Franklin,25,U.S. House,4,,Write-ins,0,0,
Franklin,26,U.S. House,4,,Write-ins,0,0,
Franklin,27,U.S. House,4,,Write-ins,0,0,
Franklin,28,U.S. House,4,,Write-ins,0,0,
Franklin,29,U.S. House,4,,Write-ins,0,0,0
Franklin,30,U.S. House,4,,Write-ins,0,0,0
Franklin,31,U.S. House,4,,Write-ins,1,0,1
Franklin,32,U.S. House,4,,Write-ins,0,0,0
Franklin,33,U.S. House,4,,Write-ins,1,0,1
Franklin,34,U.S. House,4,,Write-ins,0,0,
Franklin,35,U.S. House,4,,Write-ins,0,0,
Franklin,36,U.S. House,4,,Write-ins,0,0,
Franklin,37,U.S. House,4,,Write-ins,1,1,
Franklin,38,U.S. House,4,,Write-ins,0,0,0
Franklin,39,U.S. House,4,,Write-ins,0,0,0
Franklin,40,U.S. House,4,,Write-ins,0,0,0
Franklin,41,U.S. House,4,,Write-ins,0,0,0
Franklin,42,U.S. House,4,,Write-ins,0,0,0
Franklin,43,U.S. House,4,,Write-ins,0,0,0
Franklin,44,U.S. House,4,,Write-ins,0,0,
Franklin,45,U.S. House,4,,Write-ins,0,0,
Franklin,46,U.S. House,4,,Write-ins,2,2,
Franklin,47,U.S. House,4,,Write-ins,0,0,
Franklin,48,U.S. House,4,,Write-ins,0,0,
Franklin,49,U.S. House,4,,Write-ins,0,0,
Franklin,50,U.S. House,4,,Write-ins,0,0,
Franklin,51,U.S. House,4,,Write-ins,0,0,
Franklin,52,U.S. House,4,,Write-ins,0,0,
Franklin,53,U.S. House,4,,Write-ins,0,0,
Franklin,54,U.S. House,4,,Write-ins,0,0,
Franklin,55,U.S. House,4,,Write-ins,0,0,
Franklin,56,U.S. House,4,,Write-ins,0,0,
Franklin,57,U.S. House,4,,Write-ins,0,0,
Franklin,58,U.S. House,4,,Write-ins,0,0,
Franklin,59,U.S. House,4,,Write-ins,0,0,
Franklin,60,U.S. House,4,,Write-ins,0,0,
Franklin,61,U.S. House,4,,Write-ins,0,0,
Franklin,62,U.S. House,4,,Write-ins,0,0,
Franklin,63,U.S. House,4,,Write-ins,0,0,
Franklin,64,U.S. House,4,,Write-ins,0,0,0
Franklin,65,U.S. House,4,,Write-ins,0,0,0
Franklin,66,U.S. House,4,,Write-ins,1,0,1
Franklin,67,U.S. House,4,,Write-ins,0,0,0
Franklin,68,U.S. House,4,,Write-ins,0,0,
Franklin,69,U.S. House,4,,Write-ins,0,0,
Franklin,70,U.S. House,4,,Write-ins,0,0,
Franklin,71,U.S. House,4,,Write-ins,0,0,
Franklin,72,U.S. House,4,,Write-ins,0,0,
Franklin,73,U.S. House,4,,Write-ins,0,0,
Franklin,74,U.S. House,4,,Write-ins,0,0,
Franklin,75,U.S. House,4,,Write-ins,0,0,
Franklin,,U.S. House,4,,Write-ins,18,8,10
Franklin,1,Governor,,D,Christine Gregoire,268,58,210
Franklin,2,Governor,,D,Christine Gregoire,130,36,94
Franklin,3,Governor,,D,Christine Gregoire,146,48,98
Franklin,4,Governor,,D,Christine Gregoire,112,38,74
Franklin,5,Governor,,D,Christine Gregoire,82,32,50
Franklin,6,Governor,,D,Christine Gregoire,130,38,92
Franklin,7,Governor,,D,Christine Gregoire,98,29,69
Franklin,8,Governor,,D,Christine Gregoire,74,74,
Franklin,9,Governor,,D,Christine Gregoire,36,36,
Franklin,10,Governor,,D,Christine Gregoire,138,48,90
Franklin,11,Governor,,D,Christine Gregoire,202,86,116
Franklin,12,Governor,,D,Christine Gregoire,207,80,127
Franklin,13,Governor,,D,Christine Gregoire,101,101,
Franklin,14,Governor,,D,Christine Gregoire,115,37,78
Franklin,15,Governor,,D,Christine Gregoire,88,88,
Franklin,16,Governor,,D,Christine Gregoire,24,24,
Franklin,17,Governor,,D,Christine Gregoire,68,68,
Franklin,18,Governor,,D,Christine Gregoire,33,33,
Franklin,19,Governor,,D,Christine Gregoire,49,49,
Franklin,20,Governor,,D,Christine Gregoire,43,43,
Franklin,21,Governor,,D,Christine Gregoire,46,46,
Franklin,22,Governor,,D,Christine Gregoire,65,65,
Franklin,23,Governor,,D,Christine Gregoire,162,54,108
Franklin,24,Governor,,D,Christine Gregoire,194,64,130
Franklin,25,Governor,,D,Christine Gregoire,42,42,
Franklin,26,Governor,,D,Christine Gregoire,28,28,
Franklin,27,Governor,,D,Christine Gregoire,34,34,
Franklin,28,Governor,,D,Christine Gregoire,36,36,
Franklin,29,Governor,,D,Christine Gregoire,280,66,214
Franklin,30,Governor,,D,Christine Gregoire,81,15,66
Franklin,31,Governor,,D,Christine Gregoire,211,38,173
Franklin,32,Governor,,D,Christine Gregoire,201,70,131
Franklin,33,Governor,,D,Christine Gregoire,156,49,107
Franklin,34,Governor,,D,Christine Gregoire,2,2,
Franklin,35,Governor,,D,Christine Gregoire,17,17,
Franklin,36,Governor,,D,Christine Gregoire,71,71,
Franklin,37,Governor,,D,Christine Gregoire,61,61,
Franklin,38,Governor,,D,Christine Gregoire,39,10,29
Franklin,39,Governor,,D,Christine Gregoire,35,7,28
Franklin,40,Governor,,D,Christine Gregoire,63,21,42
Franklin,41,Governor,,D,Christine Gregoire,109,38,71
Franklin,42,Governor,,D,Christine Gregoire,66,16,50
Franklin,43,Governor,,D,Christine Gregoire,47,14,33
Franklin,44,Governor,,D,Christine Gregoire,35,35,
Franklin,45,Governor,,D,Christine Gregoire,35,35,
Franklin,46,Governor,,D,Christine Gregoire,38,38,
Franklin,47,Governor,,D,Christine Gregoire,70,70,
Franklin,48,Governor,,D,Christine Gregoire,40,40,
Franklin,49,Governor,,D,Christine Gregoire,7,7,
Franklin,50,Governor,,D,Christine Gregoire,13,13,
Franklin,51,Governor,,D,Christine Gregoire,12,12,
Franklin,52,Governor,,D,Christine Gregoire,5,5,
Franklin,53,Governor,,D,Christine Gregoire,11,11,
Franklin,54,Governor,,D,Christine Gregoire,52,52,
Franklin,55,Governor,,D,Christine Gregoire,11,11,
Franklin,56,Governor,,D,Christine Gregoire,17,17,
Franklin,57,Governor,,D,Christine Gregoire,30,30,
Franklin,58,Governor,,D,Christine Gregoire,22,22,
Franklin,59,Governor,,D,Christine Gregoire,12,12,
Franklin,60,Governor,,D,Christine Gregoire,18,18,
Franklin,61,Governor,,D,Christine Gregoire,7,7,
Franklin,62,Governor,,D,Christine Gregoire,28,28,
Franklin,63,Governor,,D,Christine Gregoire,18,18,
Franklin,64,Governor,,D,Christine Gregoire,65,35,30
Franklin,65,Governor,,D,Christine Gregoire,11,9,2
Franklin,66,Governor,,D,Christine Gregoire,45,19,26
Franklin,67,Governor,,D,Christine Gregoire,73,26,47
Franklin,68,Governor,,D,Christine Gregoire,20,20,
Franklin,69,Governor,,D,Christine Gregoire,21,21,
Franklin,70,Governor,,D,Christine Gregoire,18,18,
Franklin,71,Governor,,D,Christine Gregoire,5,5,
Franklin,72,Governor,,D,Christine Gregoire,10,10,
Franklin,73,Governor,,D,Christine Gregoire,21,21,
Franklin,74,Governor,,D,Christine Gregoire,8,8,
Franklin,75,Governor,,D,Christine Gregoire,0,0,
Franklin,,Governor,,D,Christine Gregoire,4968,2583,2385
Franklin,1,Governor,,R,Dino Rossi,187,41,146
Franklin,2,Governor,,R,Dino Rossi,90,22,68
Franklin,3,Governor,,R,Dino Rossi,113,44,69
Franklin,4,Governor,,R,Dino Rossi,114,57,57
Franklin,5,Governor,,R,Dino Rossi,65,26,39
Franklin,6,Governor,,R,Dino Rossi,99,24,75
Franklin,7,Governor,,R,Dino Rossi,67,16,51
Franklin,8,Governor,,R,Dino Rossi,139,139,
Franklin,9,Governor,,R,Dino Rossi,61,61,
Franklin,10,Governor,,R,Dino Rossi,178,82,96
Franklin,11,Governor,,R,Dino Rossi,223,90,133
Franklin,12,Governor,,R,Dino Rossi,241,96,145
Franklin,13,Governor,,R,Dino Rossi,107,107,
Franklin,14,Governor,,R,Dino Rossi,216,95,121
Franklin,15,Governor,,R,Dino Rossi,78,78,
Franklin,16,Governor,,R,Dino Rossi,43,43,
Franklin,17,Governor,,R,Dino Rossi,113,113,
Franklin,18,Governor,,R,Dino Rossi,75,75,
Franklin,19,Governor,,R,Dino Rossi,86,86,
Franklin,20,Governor,,R,Dino Rossi,62,62,
Franklin,21,Governor,,R,Dino Rossi,65,65,
Franklin,22,Governor,,R,Dino Rossi,113,113,
Franklin,23,Governor,,R,Dino Rossi,308,115,193
Franklin,24,Governor,,R,Dino Rossi,423,128,295
Franklin,25,Governor,,R,Dino Rossi,102,102,
Franklin,26,Governor,,R,Dino Rossi,106,106,
Franklin,27,Governor,,R,Dino Rossi,81,81,
Franklin,28,Governor,,R,Dino Rossi,74,74,
Franklin,29,Governor,,R,Dino Rossi,836,239,597
Franklin,30,Governor,,R,Dino Rossi,186,39,147
Franklin,31,Governor,,R,Dino Rossi,489,123,366
Franklin,32,Governor,,R,Dino Rossi,409,179,230
Franklin,33,Governor,,R,Dino Rossi,427,139,288
Franklin,34,Governor,,R,Dino Rossi,8,8,
Franklin,35,Governor,,R,Dino Rossi,44,44,
Franklin,36,Governor,,R,Dino Rossi,154,154,
Franklin,37,Governor,,R,Dino Rossi,173,173,
Franklin,38,Governor,,R,Dino Rossi,109,20,89
Franklin,39,Governor,,R,Dino Rossi,111,40,71
Franklin,40,Governor,,R,Dino Rossi,174,74,100
Franklin,41,Governor,,R,Dino Rossi,284,123,161
Franklin,42,Governor,,R,Dino Rossi,204,71,133
Franklin,43,Governor,,R,Dino Rossi,100,35,65
Franklin,44,Governor,,R,Dino Rossi,138,138,
Franklin,45,Governor,,R,Dino Rossi,98,98,
Franklin,46,Governor,,R,Dino Rossi,174,174,
Franklin,47,Governor,,R,Dino Rossi,152,152,
Franklin,48,Governor,,R,Dino Rossi,231,231,
Franklin,49,Governor,,R,Dino Rossi,47,47,
Franklin,50,Governor,,R,Dino Rossi,82,82,
Franklin,51,Governor,,R,Dino Rossi,91,91,
Franklin,52,Governor,,R,Dino Rossi,109,109,
Franklin,53,Governor,,R,Dino Rossi,129,129,
Franklin,54,Governor,,R,Dino Rossi,213,213,
Franklin,55,Governor,,R,Dino Rossi,83,83,
Franklin,56,Governor,,R,Dino Rossi,130,130,
Franklin,57,Governor,,R,Dino Rossi,72,72,
Franklin,58,Governor,,R,Dino Rossi,125,125,
Franklin,59,Governor,,R,Dino Rossi,83,83,
Franklin,60,Governor,,R,Dino Rossi,42,42,
Franklin,61,Governor,,R,Dino Rossi,111,111,
Franklin,62,Governor,,R,Dino Rossi,50,50,
Franklin,63,Governor,,R,Dino Rossi,149,149,
Franklin,64,Governor,,R,Dino Rossi,133,70,63
Franklin,65,Governor,,R,Dino Rossi,9,7,2
Franklin,66,Governor,,R,Dino Rossi,133,60,73
Franklin,67,Governor,,R,Dino Rossi,146,74,72
Franklin,68,Governor,,R,Dino Rossi,70,70,
Franklin,69,Governor,,R,Dino Rossi,117,117,
Franklin,70,Governor,,R,Dino Rossi,39,39,
Franklin,71,Governor,,R,Dino Rossi,21,21,
Franklin,72,Governor,,R,Dino Rossi,112,112,
Franklin,73,Governor,,R,Dino Rossi,144,144,
Franklin,74,Governor,,R,Dino Rossi,48,48,
Franklin,75,Governor,,R,Dino Rossi,0,0,
Franklin,,Governor,,R,Dino Rossi,10618,6673,3945
Franklin,1,Governor,,L,Ruth Bennett,21,7,14
Franklin,2,Governor,,L,Ruth Bennett,6,2,4
Franklin,3,Governor,,L,Ruth Bennett,13,6,7
Franklin,4,Governor,,L,Ruth Bennett,1,0,1
Franklin,5,Governor,,L,Ruth Bennett,3,2,1
Franklin,6,Governor,,L,Ruth Bennett,8,5,3
Franklin,7,Governor,,L,Ruth Bennett,7,3,4
Franklin,8,Governor,,L,Ruth Bennett,1,1,
Franklin,9,Governor,,L,Ruth Bennett,0,0,
Franklin,10,Governor,,L,Ruth Bennett,5,3,2
Franklin,11,Governor,,L,Ruth Bennett,10,4,6
Franklin,12,Governor,,L,Ruth Bennett,11,5,6
Franklin,13,Governor,,L,Ruth Bennett,3,3,
Franklin,14,Governor,,L,Ruth Bennett,2,0,2
Franklin,15,Governor,,L,Ruth Bennett,3,3,
Franklin,16,Governor,,L,Ruth Bennett,2,2,
Franklin,17,Governor,,L,Ruth Bennett,0,0,
Franklin,18,Governor,,L,Ruth Bennett,1,1,
Franklin,19,Governor,,L,Ruth Bennett,0,0,
Franklin,20,Governor,,L,Ruth Bennett,1,1,
Franklin,21,Governor,,L,Ruth Bennett,3,3,
Franklin,22,Governor,,L,Ruth Bennett,2,2,
Franklin,23,Governor,,L,Ruth Bennett,5,0,5
Franklin,24,Governor,,L,Ruth Bennett,4,1,3
Franklin,25,Governor,,L,Ruth Bennett,2,2,
Franklin,26,Governor,,L,Ruth Bennett,2,2,
Franklin,27,Governor,,L,Ruth Bennett,0,0,
Franklin,28,Governor,,L,Ruth Bennett,3,3,
Franklin,29,Governor,,L,Ruth Bennett,16,7,9
Franklin,30,Governor,,L,Ruth Bennett,5,0,5
Franklin,31,Governor,,L,Ruth Bennett,8,4,4
Franklin,32,Governor,,L,Ruth Bennett,12,5,7
Franklin,33,Governor,,L,Ruth Bennett,5,3,2
Franklin,34,Governor,,L,Ruth Bennett,0,0,
Franklin,35,Governor,,L,Ruth Bennett,1,1,
Franklin,36,Governor,,L,Ruth Bennett,2,2,
Franklin,37,Governor,,L,Ruth Bennett,3,3,
Franklin,38,Governor,,L,Ruth Bennett,3,1,2
Franklin,39,Governor,,L,Ruth Bennett,2,0,2
Franklin,40,Governor,,L,Ruth Bennett,0,0,0
Franklin,41,Governor,,L,Ruth Bennett,4,3,1
Franklin,42,Governor,,L,Ruth Bennett,4,2,2
Franklin,43,Governor,,L,Ruth Bennett,0,0,0
Franklin,44,Governor,,L,Ruth Bennett,3,3,
Franklin,45,Governor,,L,Ruth Bennett,0,0,
Franklin,46,Governor,,L,Ruth Bennett,3,3,
Franklin,47,Governor,,L,Ruth Bennett,7,7,
Franklin,48,Governor,,L,Ruth Bennett,1,1,
Franklin,49,Governor,,L,Ruth Bennett,1,1,
Franklin,50,Governor,,L,Ruth Bennett,0,0,
Franklin,51,Governor,,L,Ruth Bennett,0,0,
Franklin,52,Governor,,L,Ruth Bennett,1,1,
Franklin,53,Governor,,L,Ruth Bennett,1,1,
Franklin,54,Governor,,L,Ruth Bennett,1,1,
Franklin,55,Governor,,L,Ruth Bennett,0,0,
Franklin,56,Governor,,L,Ruth Bennett,2,2,
Franklin,57,Governor,,L,Ruth Bennett,0,0,
Franklin,58,Governor,,L,Ruth Bennett,1,1,
Franklin,59,Governor,,L,Ruth Bennett,0,0,
Franklin,60,Governor,,L,Ruth Bennett,1,1,
Franklin,61,Governor,,L,Ruth Bennett,2,2,
Franklin,62,Governor,,L,Ruth Bennett,1,1,
Franklin,63,Governor,,L,Ruth Bennett,1,1,
Franklin,64,Governor,,L,Ruth Bennett,4,4,0
Franklin,65,Governor,,L,Ruth Bennett,1,1,0
Franklin,66,Governor,,L,Ruth Bennett,1,0,1
Franklin,67,Governor,,L,Ruth Bennett,0,0,0
Franklin,68,Governor,,L,Ruth Bennett,0,0,
Franklin,69,Governor,,L,Ruth Bennett,0,0,
Franklin,70,Governor,,L,Ruth Bennett,1,1,
Franklin,71,Governor,,L,Ruth Bennett,0,0,
Franklin,72,Governor,,L,Ruth Bennett,2,2,
Franklin,73,Governor,,L,Ruth Bennett,7,7,
Franklin,74,Governor,,L,Ruth Bennett,0,0,
Franklin,75,Governor,,L,Ruth Bennett,0,0,
Franklin,,Governor,,L,Ruth Bennett,226,133,93
Franklin,1,Governor,,,Write-ins,1,0,1
Franklin,2,Governor,,,Write-ins,0,0,0
Franklin,3,Governor,,,Write-ins,1,0,1
Franklin,4,Governor,,,Write-ins,0,0,0
Franklin,5,Governor,,,Write-ins,1,1,0
Franklin,6,Governor,,,Write-ins,0,0,0
Franklin,7,Governor,,,Write-ins,0,0,0
Franklin,8,Governor,,,Write-ins,0,0,
Franklin,9,Governor,,,Write-ins,0,0,
Franklin,10,Governor,,,Write-ins,1,0,1
Franklin,11,Governor,,,Write-ins,1,1,0
Franklin,12,Governor,,,Write-ins,0,0,0
Franklin,13,Governor,,,Write-ins,0,0,
Franklin,14,Governor,,,Write-ins,0,0,0
Franklin,15,Governor,,,Write-ins,0,0,
Franklin,16,Governor,,,Write-ins,0,0,
Franklin,17,Governor,,,Write-ins,0,0,
Franklin,18,Governor,,,Write-ins,0,0,
Franklin,19,Governor,,,Write-ins,0,0,
Franklin,20,Governor,,,Write-ins,0,0,
Franklin,21,Governor,,,Write-ins,0,0,
Franklin,22,Governor,,,Write-ins,1,1,
Franklin,23,Governor,,,Write-ins,0,0,0
Franklin,24,Governor,,,Write-ins,0,0,0
Franklin,25,Governor,,,Write-ins,0,0,
Franklin,26,Governor,,,Write-ins,0,0,
Franklin,27,Governor,,,Write-ins,0,0,
Franklin,28,Governor,,,Write-ins,0,0,
Franklin,29,Governor,,,Write-ins,1,0,1
Franklin,30,Governor,,,Write-ins,0,0,0
Franklin,31,Governor,,,Write-ins,1,0,1
Franklin,32,Governor,,,Write-ins,0,0,0
