county,precinct,office,district,party,candidate,total,poll,absentee
Franklin,5,President,,WW,John Parker,0,0,0
Franklin,6,President,,WW,John Parker,0,0,0
Franklin,7,President,,WW,John Parker,0,0,0
Franklin,8,President,,WW,John Parker,0,0,
Franklin,9,President,,WW,John Parker,0,0,
Franklin,10,President,,WW,John Parker,0,0,0
Franklin,11,President,,WW,John Parker,0,0,0
Franklin,12,President,,WW,John Parker,1,1,0
Franklin,13,President,,WW,John Parker,0,0,
Franklin,14,President,,WW,John Parker,0,0,0
Franklin,15,President,,WW,John Parker,0,0,
Franklin,16,President,,WW,John Parker,0,0,
Franklin,17,President,,WW,John Parker,0,0,
Franklin,18,President,,WW,John Parker,0,0,
Franklin,19,President,,WW,John Parker,1,1,
Franklin,20,President,,WW,John Parker,0,0,
Franklin,21,President,,WW,John Parker,0,0,
Franklin,22,President,,WW,John Parker,0,0,
Franklin,23,President,,WW,John Parker,0,0,0
Franklin,24,President,,WW,John Parker,0,0,0
Franklin,25,President,,WW,John Parker,0,0,
Franklin,26,President,,WW,John Parker,0,0,
Franklin,27,President,,WW,John Parker,0,0,
Franklin,28,President,,WW,John Parker,0,0,
Franklin,29,President,,WW,John Parker,0,0,0
Franklin,30,President,,WW,John Parker,0,0,0
Franklin,31,President,,WW,John Parker,1,0,1
Franklin,32,President,,WW,John Parker,0,0,0
Franklin,33,President,,WW,John Parker,0,0,0
Franklin,34,President,,WW,John Parker,0,0,
Franklin,35,President,,WW,John Parker,0,0,
Franklin,36,President,,WW,John Parker,0,0,
Franklin,37,President,,WW,John Parker,0,0,
Franklin,38,President,,WW,John Parker,0,0,0
Franklin,39,President,,WW,John Parker,0,0,0
Franklin,40,President,,WW,John Parker,0,0,0
Franklin,41,President,,WW,John Parker,0,0,0
Franklin,42,President,,WW,John Parker,1,1,0
Franklin,43,President,,WW,John Parker,0,0,0
Franklin,44,President,,WW,John Parker,0,0,
Franklin,45,President,,WW,John Parker,0,0,
Franklin,46,President,,WW,John Parker,0,0,
Franklin,47,President,,WW,John Parker,0,0,
Franklin,48,President,,WW,John Parker,0,0,
Franklin,49,President,,WW,John Parker,0,0,
Franklin,50,President,,WW,John Parker,0,0,
Franklin,51,President,,WW,John Parker,0,0,
Franklin,52,President,,WW,John Parker,0,0,
Franklin,53,President,,WW,John Parker,0,0,
Franklin,54,President,,WW,John Parker,0,0,
Franklin,55,President,,WW,John Parker,0,0,
Franklin,56,President,,WW,John Parker,0,0,
Franklin,57,President,,WW,John Parker,0,0,
Franklin,58,President,,WW,John Parker,0,0,
Franklin,59,President,,WW,John Parker,0,0,
Franklin,60,President,,WW,John Parker,0,0,
Franklin,61,President,,WW,John Parker,1,1,
Franklin,62,President,,WW,John Parker,0,0,
Franklin,63,President,,WW,John Parker,0,0,
Franklin,64,President,,WW,John Parker,0,0,0
Franklin,65,President,,WW,John Parker,0,0,0
Franklin,66,President,,WW,John Parker,0,0,0
Franklin,67,President,,WW,John Parker,0,0,0
Franklin,68,President,,WW,John Parker,0,0,
Franklin,69,President,,WW,John Parker,0,0,
Franklin,70,President,,WW,John Parker,0,0,
Franklin,71,President,,WW,John Parker,0,0,
Franklin,72,President,,WW,John Parker,0,0,
Franklin,73,President,,WW,John Parker,0,0,
Franklin,74,President,,WW,John Parker,0,0,
Franklin,75,President,,WW,John Parker,0,0,
Franklin,,President,,WW,John Parker,6,5,1
Franklin,1,President,,G,David Cobb,0,0,0
Franklin,2,President,,G,David Cobb,0,0,0
Franklin,3,President,,G,David Cobb,0,0,0
Franklin,4,President,,G,David Cobb,0,0,0
Franklin,5,President,,G,David Cobb,1,1,0
Franklin,6,President,,G,David Cobb,0,0,0
Franklin,7,President,,G,David Cobb,0,0,0
Franklin,8,President,,G,David Cobb,0,0,
Franklin,9,President,,G,David Cobb,0,0,
Franklin,10,President,,G,David Cobb,0,0,0
Franklin,11,President,,G,David Cobb,0,0,0
Franklin,12,President,,G,David Cobb,1,0,1
Franklin,13,President,,G,David Cobb,0,0,
Franklin,14,President,,G,David Cobb,0,0,0
Franklin,15,President,,G,David Cobb,0,0,
Franklin,16,President,,G,David Cobb,0,0,
Franklin,17,President,,G,David Cobb,0,0,
Franklin,18,President,,G,David Cobb,0,0,
Franklin,19,President,,G,David Cobb,1,1,
Franklin,20,President,,G,David Cobb,0,0,
Franklin,21,President,,G,David Cobb,0,0,
Franklin,22,President,,G,David Cobb,0,0,
Franklin,23,President,,G,David Cobb,0,0,0
Franklin,24,President,,G,David Cobb,1,1,0
Franklin,25,President,,G,David Cobb,0,0,
Franklin,26,President,,G,David Cobb,0,0,
Franklin,27,President,,G,David Cobb,0,0,
Franklin,28,President,,G,David Cobb,0,0,
Franklin,29,President,,G,David Cobb,0,0,0
Franklin,30,President,,G,David Cobb,1,0,1
Franklin,31,President,,G,David Cobb,0,0,0
Franklin,32,President,,G,David Cobb,0,0,0
Franklin,33,President,,G,David Cobb,0,0,0
Franklin,34,President,,G,David Cobb,0,0,
Franklin,35,President,,G,David Cobb,0,0,
Franklin,36,President,,G,David Cobb,0,0,
Franklin,37,President,,G,David Cobb,0,0,
Franklin,38,President,,G,David Cobb,0,0,0
Franklin,39,President,,G,David Cobb,0,0,0
Franklin,40,President,,G,David Cobb,0,0,0
Franklin,41,President,,G,David Cobb,0,0,0
Franklin,42,President,,G,David Cobb,0,0,0
Franklin,43,President,,G,David Cobb,0,0,0
Franklin,44,President,,G,David Cobb,0,0,
Franklin,45,President,,G,David Cobb,0,0,
Franklin,46,President,,G,David Cobb,1,1,
Franklin,47,President,,G,David Cobb,0,0,
Franklin,48,President,,G,David Cobb,0,0,
Franklin,49,President,,G,David Cobb,0,0,
Franklin,50,President,,G,David Cobb,0,0,
Franklin,51,President,,G,David Cobb,0,0,
Franklin,52,President,,G,David Cobb,0,0,
Franklin,53,President,,G,David Cobb,0,0,
Franklin,54,President,,G,David Cobb,0,0,
Franklin,55,President,,G,David Cobb,0,0,
Franklin,56,President,,G,David Cobb,0,0,
Franklin,57,President,,G,David Cobb,0,0,
Franklin,58,President,,G,David Cobb,0,0,
Franklin,59,President,,G,David Cobb,0,0,
Franklin,60,President,,G,David Cobb,0,0,
Franklin,61,President,,G,David Cobb,0,0,
Franklin,62,President,,G,David Cobb,0,0,
Franklin,63,President,,G,David Cobb,0,0,
Franklin,64,President,,G,David Cobb,1,0,1
Franklin,65,President,,G,David Cobb,0,0,0
Franklin,66,President,,G,David Cobb,0,0,0
Franklin,67,President,,G,David Cobb,0,0,0
Franklin,68,President,,G,David Cobb,0,0,
Franklin,69,President,,G,David Cobb,0,0,
Franklin,70,President,,G,David Cobb,1,1,
Franklin,71,President,,G,David Cobb,0,0,
Franklin,72,President,,G,David Cobb,0,0,
Franklin,73,President,,G,David Cobb,0,0,
Franklin,74,President,,G,David Cobb,0,0,
Franklin,75,President,,G,David Cobb,0,0,
Franklin,,President,,G,David Cobb,8,5,3
Franklin,1,President,,C,Michael Peroutka,2,0,2
Franklin,2,President,,C,Michael Peroutka,0,0,0
Franklin,3,President,,C,Michael Peroutka,2,1,1
Franklin,4,President,,C,Michael Peroutka,0,0,0
Franklin,5,President,,C,Michael Peroutka,0,0,0
Franklin,6,President,,C,Michael Peroutka,1,0,1
Franklin,7,President,,C,Michael Peroutka,0,0,0
Franklin,8,President,,C,Michael Peroutka,0,0,
Franklin,9,President,,C,Michael Peroutka,2,2,
Franklin,10,President,,C,Michael Peroutka,0,0,0
Franklin,11,President,,C,Michael Peroutka,1,0,1
Franklin,12,President,,C,Michael Peroutka,1,0,1
Franklin,13,President,,C,Michael Peroutka,0,0,
Franklin,14,President,,C,Michael Peroutka,1,0,1
Franklin,15,President,,C,Michael Peroutka,0,0,
Franklin,16,President,,C,Michael Peroutka,0,0,
Franklin,17,President,,C,Michael Peroutka,0,0,
Franklin,18,President,,C,Michael Peroutka,0,0,
Franklin,19,President,,C,Michael Peroutka,0,0,
Franklin,20,President,,C,Michael Peroutka,0,0,
Franklin,21,President,,C,Michael Peroutka,0,0,
Franklin,22,President,,C,Michael Peroutka,0,0,
Franklin,23,President,,C,Michael Peroutka,2,1,1
Franklin,24,President,,C,Michael Peroutka,1,1,0
Franklin,25,President,,C,Michael Peroutka,0,0,
Franklin,26,President,,C,Michael Peroutka,0,0,
Franklin,27,President,,C,Michael Peroutka,2,2,
Franklin,28,President,,C,Michael Peroutka,0,0,
Franklin,29,President,,C,Michael Peroutka,5,1,4
Franklin,30,President,,C,Michael Peroutka,0,0,0
Franklin,31,President,,C,Michael Peroutka,1,0,1
Franklin,32,President,,C,Michael Peroutka,0,0,0
Franklin,33,President,,C,Michael Peroutka,0,0,0
Franklin,34,President,,C,Michael Peroutka,0,0,
Franklin,35,President,,C,Michael Peroutka,0,0,
Franklin,36,President,,C,Michael Peroutka,1,1,
Franklin,37,President,,C,Michael Peroutka,1,1,
Franklin,38,President,,C,Michael Peroutka,0,0,0
Franklin,39,President,,C,Michael Peroutka,0,0,0
Franklin,40,President,,C,Michael Peroutka,0,0,0
Franklin,41,President,,C,Michael Peroutka,1,0,1
Franklin,42,President,,C,Michael Peroutka,1,0,1
Franklin,43,President,,C,Michael Peroutka,0,0,0
Franklin,44,President,,C,Michael Peroutka,0,0,
Franklin,45,President,,C,Michael Peroutka,0,0,
Franklin,46,President,,C,Michael Peroutka,0,0,
Franklin,47,President,,C,Michael Peroutka,0,0,
Franklin,48,President,,C,Michael Peroutka,1,1,
Franklin,49,President,,C,Michael Peroutka,0,0,
Franklin,50,President,,C,Michael Peroutka,0,0,
Franklin,51,President,,C,Michael Peroutka,0,0,
Franklin,52,President,,C,Michael Peroutka,2,2,
Franklin,53,President,,C,Michael Peroutka,1,1,
Franklin,54,President,,C,Michael Peroutka,0,0,
Franklin,55,President,,C,Michael Peroutka,0,0,
Franklin,56,President,,C,Michael Peroutka,1,1,
Franklin,57,President,,C,Michael Peroutka,2,2,
Franklin,58,President,,C,Michael Peroutka,1,1,
Franklin,59,President,,C,Michael Peroutka,0,0,
Franklin,60,President,,C,Michael Peroutka,1,1,
Franklin,61,President,,C,Michael Peroutka,0,0,
Franklin,62,President,,C,Michael Peroutka,1,1,
Franklin,63,President,,C,Michael Peroutka,0,0,
Franklin,64,President,,C,Michael Peroutka,0,0,0
Franklin,65,President,,C,Michael Peroutka,0,0,0
Franklin,66,President,,C,Michael Peroutka,0,0,0
Franklin,67,President,,C,Michael Peroutka,0,0,0
Franklin,68,President,,C,Michael Peroutka,0,0,
Franklin,69,President,,C,Michael Peroutka,0,0,
Franklin,70,President,,C,Michael Peroutka,0,0,
Franklin,71,President,,C,Michael Peroutka,0,0,
Franklin,72,President,,C,Michael Peroutka,0,0,
Franklin,73,President,,C,Michael Peroutka,0,0,
Franklin,74,President,,C,Michael Peroutka,0,0,
Franklin,75,President,,C,Michael Peroutka,0,0,
Franklin,,President,,C,Michael Peroutka,35,20,15
Franklin,1,President,,SE,Bill Van Auken,0,0,0
Franklin,2,President,,SE,Bill Van Auken,0,0,0
Franklin,3,President,,SE,Bill Van Auken,0,0,0
Franklin,4,President,,SE,Bill Van Auken,0,0,0
Franklin,5,President,,SE,Bill Van Auken,0,0,0
Franklin,6,President,,SE,Bill Van Auken,0,0,0
Franklin,7,President,,SE,Bill Van Auken,0,0,0
Franklin,8,President,,SE,Bill Van Auken,0,0,
Franklin,9,President,,SE,Bill Van Auken,0,0,
Franklin,10,President,,SE,Bill Van Auken,0,0,0
Franklin,11,President,,SE,Bill Van Auken,0,0,0
Franklin,12,President,,SE,Bill Van Auken,0,0,0
Franklin,13,President,,SE,Bill Van Auken,0,0,
Franklin,14,President,,SE,Bill Van Auken,0,0,0
Franklin,15,President,,SE,Bill Van Auken,0,0,
Franklin,16,President,,SE,Bill Van Auken,0,0,
Franklin,17,President,,SE,Bill Van Auken,0,0,
Franklin,18,President,,SE,Bill Van Auken,0,0,
Franklin,19,President,,SE,Bill Van Auken,0,0,
Franklin,20,President,,SE,Bill Van Auken,0,0,
Franklin,21,President,,SE,Bill Van Auken,1,1,
Franklin,22,President,,SE,Bill Van Auken,0,0,
Franklin,23,President,,SE,Bill Van Auken,0,0,0
Franklin,24,President,,SE,Bill Van Auken,0,0,0
Franklin,25,President,,SE,Bill Van Auken,0,0,
Franklin,26,President,,SE,Bill Van Auken,0,0,
Franklin,27,President,,SE,Bill Van Auken,0,0,
Franklin,28,President,,SE,Bill Van Auken,0,0,
Franklin,29,President,,SE,Bill Van Auken,1,0,1
Franklin,30,President,,SE,Bill Van Auken,0,0,0
Franklin,31,President,,SE,Bill Van Auken,0,0,0
Franklin,32,President,,SE,Bill Van Auken,0,0,0
Franklin,33,President,,SE,Bill Van Auken,0,0,0
Franklin,34,President,,SE,Bill Van Auken,0,0,
Franklin,35,President,,SE,Bill Van Auken,0,0,
Franklin,36,President,,SE,Bill Van Auken,0,0,
Franklin,37,President,,SE,Bill Van Auken,0,0,
Franklin,38,President,,SE,Bill Van Auken,0,0,0
Franklin,39,President,,SE,Bill Van Auken,0,0,0
Franklin,40,President,,SE,Bill Van Auken,0,0,0
Franklin,41,President,,SE,Bill Van Auken,0,0,0
Franklin,42,President,,SE,Bill Van Auken,0,0,0
Franklin,43,President,,SE,Bill Van Auken,0,0,0
Franklin,44,President,,SE,Bill Van Auken,0,0,
Franklin,45,President,,SE,Bill Van Auken,0,0,
Franklin,46,President,,SE,Bill Van Auken,0,0,
Franklin,47,President,,SE,Bill Van Auken,0,0,
Franklin,48,President,,SE,Bill Van Auken,0,0,
Franklin,49,President,,SE,Bill Van Auken,0,0,
Franklin,50,President,,SE,Bill Van Auken,0,0,
Franklin,51,President,,SE,Bill Van Auken,0,0,
Franklin,52,President,,SE,Bill Van Auken,0,0,
Franklin,53,President,,SE,Bill Van Auken,0,0,
Franklin,54,President,,SE,Bill Van Auken,0,0,
Franklin,55,President,,SE,Bill Van Auken,0,0,
Franklin,56,President,,SE,Bill Van Auken,0,0,
Franklin,57,President,,SE,Bill Van Auken,0,0,
Franklin,58,President,,SE,Bill Van Auken,0,0,
Franklin,59,President,,SE,Bill Van Auken,0,0,
Franklin,60,President,,SE,Bill Van Auken,0,0,
Franklin,61,President,,SE,Bill Van Auken,0,0,
Franklin,62,President,,SE,Bill Van Auken,0,0,
Franklin,63,President,,SE,Bill Van Auken,0,0,
Franklin,64,President,,SE,Bill Van Auken,0,0,0
Franklin,65,President,,SE,Bill Van Auken,0,0,0
Franklin,66,President,,SE,Bill Van Auken,0,0,0
Franklin,67,President,,SE,Bill Van Auken,0,0,0
Franklin,68,President,,SE,Bill Van Auken,0,0,
Franklin,69,President,,SE,Bill Van Auken,1,1,
Franklin,70,President,,SE,Bill Van Auken,0,0,
Franklin,71,President,,SE,Bill Van Auken,0,0,
Franklin,72,President,,SE,Bill Van Auken,0,0,
Franklin,73,President,,SE,Bill Van Auken,0,0,
Franklin,74,President,,SE,Bill Van Auken,0,0,
Franklin,75,President,,SE,Bill Van Auken,0,0,
Franklin,,President,,SE,Bill Van Auken,3,2,1
Franklin,1,President,,I,Ralph Nader,1,1,0
Franklin,2,President,,I,Ralph Nader,3,0,3
Franklin,3,President,,I,Ralph Nader,5,3,2
Franklin,4,President,,I,Ralph Nader,1,1,0
Franklin,5,President,,I,Ralph Nader,1,0,1
Franklin,6,President,,I,Ralph Nader,1,0,1
Franklin,7,President,,I,Ralph Nader,1,1,0
Franklin,8,President,,I,Ralph Nader,2,2,
Franklin,9,President,,I,Ralph Nader,0,0,
Franklin,10,President,,I,Ralph Nader,1,1,0
Franklin,11,President,,I,Ralph Nader,3,1,2
Franklin,12,President,,I,Ralph Nader,5,1,4
Franklin,13,President,,I,Ralph Nader,0,0,
Franklin,14,President,,I,Ralph Nader,3,1,2
Franklin,15,President,,I,Ralph Nader,5,5,
Franklin,16,President,,I,Ralph Nader,0,0,
Franklin,17,President,,I,Ralph Nader,1,1,
Franklin,18,President,,I,Ralph Nader,0,0,
Franklin,19,President,,I,Ralph Nader,0,0,
Franklin,20,President,,I,Ralph Nader,0,0,
Franklin,21,President,,I,Ralph Nader,0,0,
Franklin,22,President,,I,Ralph Nader,0,0,
Franklin,23,President,,I,Ralph Nader,2,1,1
Franklin,24,President,,I,Ralph Nader,2,0,2
Franklin,25,President,,I,Ralph Nader,1,1,
Franklin,26,President,,I,Ralph Nader,1,1,
Franklin,27,President,,I,Ralph Nader,1,1,
Franklin,28,President,,I,Ralph Nader,1,1,
Franklin,29,President,,I,Ralph Nader,8,1,7
Franklin,30,President,,I,Ralph Nader,2,0,2
Franklin,31,President,,I,Ralph Nader,8,0,8
Franklin,32,President,,I,Ralph Nader,4,2,2
Franklin,33,President,,I,Ralph Nader,5,2,3
Franklin,34,President,,I,Ralph Nader,0,0,
Franklin,35,President,,I,Ralph Nader,0,0,
Franklin,36,President,,I,Ralph Nader,0,0,
Franklin,37,President,,I,Ralph Nader,0,0,
Franklin,38,President,,I,Ralph Nader,0,0,0
Franklin,39,President,,I,Ralph Nader,0,0,0
Franklin,40,President,,I,Ralph Nader,1,0,1
Franklin,41,President,,I,Ralph Nader,2,1,1
