"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Clark","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","65028","40.4245","Washington State"
"Clark","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","93382","48.9411","United States"
"Clark","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","92951","48.7152","United States"
"Clark","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","2523","1.3223","United States"
"Clark","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","591","0.3097","United States"
"Clark","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","984","0.5157","United States"
"Clark","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","58","0.0304","United States"
"Clark","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","61","0.032","United States"
"Clark","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","255","0.1336","United States"
"Clark","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","98457","53.046","United States"
"Clark","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","87150","46.954","United States"
"Clark","Congressional District 3 U.S. Representative","Jaime Herrera Beutler","(Prefers Republican Party)","109652","59.4478","Congressional District 3"
"Clark","Congressional District 3 U.S. Representative","Jon T. Haugen","(Prefers Democratic Party)","74799","40.5522","Congressional District 3"
"Clark","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","86732","46.9169","Washington State"
"Clark","Washington State Governor","Rob McKenna","(Prefers Republican Party)","98131","53.0831","Washington State"
"Clark","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","87537","48.7723","Washington State"
"Clark","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","91944","51.2277","Washington State"
"Clark","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","98251","55.0639","Washington State"
"Clark","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","80180","44.9361","Washington State"
"Clark","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","93410","52.5987","Washington State"
"Clark","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","84180","47.4013","Washington State"
"Clark","Washington State State Auditor","James Watkins","(Prefers Republican Party)","93481","53.1486","Washington State"
"Clark","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","82405","46.8514","Washington State"
"Clark","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","82101","46.5787","Washington State"
"Clark","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","94162","53.4213","Washington State"
"Clark","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","92716","52.6745","Washington State"
"Clark","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","83301","47.3255","Washington State"
"Clark","Washington State Superintendent of Public Instruction","Randy I. Dorn","","129494","100","Washington State"
"Clark","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","87743","50.4659","Washington State"
"Clark","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","86123","49.5341","Washington State"
"Clark","Legislative District 14 State Senator","Curtis King","(Prefers Republican Party)","1316","100","Legislative District 14"
"Clark","Legislative District 14 State Representative Pos. 1","Norm Johnson","(Prefers Republican Party)","1074","60.9535","Legislative District 14"
"Clark","Legislative District 14 State Representative Pos. 1","Paul Spencer","(Prefers Democratic Party)","688","39.0465","Legislative District 14"
"Clark","Legislative District 14 State Representative Pos. 2","Charles Ross","(Prefers Republican Party)","1096","63.1336","Legislative District 14"
"Clark","Legislative District 14 State Representative Pos. 2","Mathew K.M. Tomaskin","(Prefers Democratic Party)","640","36.8664","Legislative District 14"
"Clark","Legislative District 17 State Senator","Don Benton","(Prefers Republican Party)","27538","50.0709","Legislative District 17"
"Clark","Legislative District 17 State Senator","Tim Probst","(Prefers Democratic Party)","27460","49.9291","Legislative District 17"
"Clark","Legislative District 17 State Representative Pos. 1","Monica Stonier","(Prefers Democratic Party)","27448","50.1269","Legislative District 17"
"Clark","Legislative District 17 State Representative Pos. 1","Julie Olson","(Prefers Republican Party)","27309","49.8731","Legislative District 17"
"Clark","Legislative District 17 State Representative Pos. 2","Paul Harris","(Prefers Republican Party)","30095","55.8577","Legislative District 17"
"Clark","Legislative District 17 State Representative Pos. 2","Jim Gizzi","(Prefers Democratic Party)","23783","44.1423","Legislative District 17"
"Clark","Legislative District 18 State Senator","Ann Rivers","(Prefers Republican Party)","42924","67.8597","Legislative District 18"
"Clark","Legislative District 18 State Senator","Ralph Schmidt","(Prefers Democratic Party)","20330","32.1403","Legislative District 18"
"Clark","Legislative District 18 State Representative Pos. 1","Brandon Vick","(Prefers Republican Party)","36587","67.8416","Legislative District 18"
"Clark","Legislative District 18 State Representative Pos. 1","Adrian E. Cortes","(Prefers Republican Party)","17343","32.1584","Legislative District 18"
"Clark","Legislative District 18 State Representative Pos. 2","Liz Pike","(Prefers Republican Party)","38224","60.4561","Legislative District 18"
"Clark","Legislative District 18 State Representative Pos. 2","David Shehorn","(Prefers Democratic Party)","25002","39.5439","Legislative District 18"
"Clark","Legislative District 20 State Senator","Dan Swecker","(Prefers Republican Party)","1745","41.927","Legislative District 20"
"Clark","Legislative District 20 State Senator","John E. Braun","(Prefers Republican Party)","2417","58.073","Legislative District 20"
"Clark","Legislative District 20 State Representative Pos. 1","Richard DeBolt","(Prefers Republican Party)","3777","100","Legislative District 20"
"Clark","Legislative District 20 State Representative Pos. 2","Ed Orcutt","(Prefers Republican Party)","3399","80.1084","Legislative District 20"
"Clark","Legislative District 20 State Representative Pos. 2","John Morgan","(Prefers Republican Party)","844","19.8916","Legislative District 20"
"Clark","Legislative District 49 State Senator","Annette Cleveland","(Prefers Democratic Party)","30390","58.4153","Legislative District 49"
"Clark","Legislative District 49 State Senator","Eileen Qutub","(Prefers G.O.P. Party)","21634","41.5847","Legislative District 49"
"Clark","Legislative District 49 State Representative Pos. 1","Sharon Wylie","(Prefers Democratic Party)","31658","60.1623","Legislative District 49"
"Clark","Legislative District 49 State Representative Pos. 1","Debbie Peterson","(Prefers Republican Party)","20963","39.8377","Legislative District 49"
"Clark","Legislative District 49 State Representative Pos. 2","Jim Moeller","(Prefers Democratic Party)","31858","60.5723","Legislative District 49"
"Clark","Legislative District 49 State Representative Pos. 2","Carolyn Crain","(Prefers Republican Party)","20737","39.4277","Legislative District 49"
"Clark","CLARK COUNTY COMMISSIONER, DISTRICT NO. 1","Tom Mielke","(Prefers Republican Party)","91139","51.7841","CLARK COUNTY"
"Clark","CLARK COUNTY COMMISSIONER, DISTRICT NO. 1","Joe Tanner","(Prefers Democrat Party)","84859","48.2159","CLARK COUNTY"
"Clark","CLARK COUNTY COMMISSIONER, DISTRICT NO. 2","David Madore","(Prefers Republican Party)","84382","54.4741","CLARK COUNTY"
"Clark","CLARK COUNTY COMMISSIONER, DISTRICT NO. 2","Marc Boldt","(Prefers Republican Party)","70521","45.5259","CLARK COUNTY"
"Clark","Supreme Court Justice Position 2","Susan Owens","","128615","100","Supreme Court"
"Clark","Supreme Court Justice Position 8","Steve Gonzalez","","127848","100","Supreme Court"
"Clark","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","77282","52.0561","Supreme Court"
"Clark","Supreme Court Justice Position 9","Richard B. Sanders","","71177","47.9439","Supreme Court"
"Clark","Court of Appeals, Division 2, District 3 Judge Position 1","Joel Penoyar","","124948","100","Court of Appeals, Division 2, District 3"
"Clark","CITY OF VANCOUVER City of Vancouver Proposition No. 1 Metropolitan Park District","For the formation of the Metropolitan Park District","","20355","33.8365","CITY OF VANCOUVER"
"Clark","CITY OF VANCOUVER City of Vancouver Proposition No. 1 Metropolitan Park District","Against the formation of the Metropolitan Park District","","39802","66.1635","CITY OF VANCOUVER"
"Clark","TOWN OF YACOLT Town of Yacolt Proposition No. 1 Levy for Operations and Maintenance Expenses","Yes","","195","35.1351","TOWN OF YACOLT"
"Clark","TOWN OF YACOLT Town of Yacolt Proposition No. 1 Levy for Operations and Maintenance Expenses","No","","360","64.8649","TOWN OF YACOLT"
"Clark","C-TRAN TRANSPORTATION DISTRICT C-TRAN Proposition No. 1 Clark County Public Transportation Benefit Area Authority (C-TRAN)","Approved","","64310","43.488","C-TRAN TRANSPORTATION DISTRICT"
"Clark","C-TRAN TRANSPORTATION DISTRICT C-TRAN Proposition No. 1 Clark County Public Transportation Benefit Area Authority (C-TRAN)","Rejected","","83570","56.512","C-TRAN TRANSPORTATION DISTRICT"
"Clark","CLARK PUBLIC UTILITY DISTRICT COMMISSIONER, DISTRICT NO. 1","Jim Malinowski","","82327","54.6225","CLARK PUBLIC UTILITY DISTRICT"
"Clark","CLARK PUBLIC UTILITY DISTRICT COMMISSIONER, DISTRICT NO. 1","Julia Anderson","","68393","45.3775","CLARK PUBLIC UTILITY DISTRICT"
"Columbia","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","1573","71.7937","Statewide"
"Columbia","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","618","28.2063","Statewide"
"Columbia","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","1080","49.2926","Statewide"
"Columbia","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","1111","50.7074","Statewide"
"Columbia","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","726","32.1523","Statewide"
"Columbia","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","1532","67.8477","Statewide"
"Columbia","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","1032","45.6839","Statewide"
"Columbia","Statewide Initiative Measure No. 502 Concerns marijuana","No","","1227","54.3161","Statewide"
"Columbia","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","1183","58.5644","Statewide"
"Columbia","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","837","41.4356","Statewide"
"Columbia","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","723","35.1141","Statewide"
"Columbia","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Rejected","","1336","64.8859","Statewide"
"Columbia","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Repealed","","1415","70.8918","Washington State"
"Columbia","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Maintained","","581","29.1082","Washington State"
"Columbia","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","1335","67.8699","Washington State"
"Columbia","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","632","32.1301","Washington State"
"Columbia","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","645","28.5525","United States"
"Columbia","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","1568","69.4112","United States"
"Columbia","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","26","1.151","United States"
"Columbia","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","6","0.2656","United States"
"Columbia","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","7","0.3099","United States"
"Columbia","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","0","0","United States"
"Columbia","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","2","0.0885","United States"
"Columbia","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","5","0.2213","United States"
"Columbia","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","827","36.9692","United States"
"Columbia","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","1410","63.0308","United States"
"Columbia","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","1627","72.6988","Congressional District 5"
"Columbia","Congressional District 5 U.S. Representative","Rich Cowan","(Prefers Democratic Party)","611","27.3012","Congressional District 5"
"Columbia","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","656","29.5362","Washington State"
"Columbia","Washington State Governor","Rob McKenna","(Prefers Republican Party)","1565","70.4638","Washington State"
"Columbia","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","752","35.6906","Washington State"
"Columbia","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","1355","64.3094","Washington State"
"Columbia","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","1536","73.2824","Washington State"
"Columbia","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","560","26.7176","Washington State"
"Columbia","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","749","36.43","Washington State"
"Columbia","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","1307","63.57","Washington State"
"Columbia","Washington State State Auditor","James Watkins","(Prefers Republican Party)","1460","71.674","Washington State"
"Columbia","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","577","28.326","Washington State"
"Columbia","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","607","28.8635","Washington State"
"Columbia","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","1496","71.1365","Washington State"
"Columbia","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","728","34.0984","Washington State"
"Columbia","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","1407","65.9016","Washington State"
"Columbia","Washington State Superintendent of Public Instruction","Randy I. Dorn","","1580","100","Washington State"
"Columbia","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","677","33.4983","Washington State"
"Columbia","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","1344","66.5017","Washington State"
"Columbia","Legislative District 16 State Senator","Mike Hewitt","(Prefers Republican Party)","1686","77.9833","Legislative District 16"
"Columbia","Legislative District 16 State Senator","Scott Nettles","(Prefers Democratic Party)","476","22.0167","Legislative District 16"
"Columbia","Legislative District 16 State Representative Pos. 1","Maureen Walsh","(Prefers Republican Party)","1234","59.1847","Legislative District 16"
"Columbia","Legislative District 16 State Representative Pos. 1","Mary Ruth Edwards","(Prefers Republican Party)","851","40.8153","Legislative District 16"
"Columbia","Legislative District 16 State Representative Pos. 2","Terry R. Nealey","(Prefers Republican Party)","1901","100","Legislative District 16"
"Columbia","COUNTY WIDE DISTRICT 01 Columbia County Commissioner #1","Dwight Robanske","(Prefers Republican Party)","1680","100","COUNTY WIDE DISTRICT 01"
"Columbia","COUNTY WIDE DISTRICT 01 Columbia County Commissioner #2","Mike Talbott","(Prefers Republican Party)","1132","53.1206","COUNTY WIDE DISTRICT 01"
"Columbia","COUNTY WIDE DISTRICT 01 Columbia County Commissioner #2","Tom E. Bensel","(Prefers Republican Party)","999","46.8794","COUNTY WIDE DISTRICT 01"
"Columbia","Supreme Court Justice Position 2","Susan Owens","","1530","100","Supreme Court"
"Columbia","Supreme Court Justice Position 8","Steve Gonzalez","","1497","100","Supreme Court"
"Columbia","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","764","44.7307","Supreme Court"
"Columbia","Supreme Court Justice Position 9","Richard B. Sanders","","944","55.2693","Supreme Court"
"Columbia","Asotin, Columbia, Garfield Superior Court Judge Position 1","William D. (Bill) Acey","","1777","100","Asotin, Columbia, Garfield Superior Court"
"Columbia","PRESCOTT JOINT PARK AND REC DIST Prescott Joint Park & Recreation District - Proposition 1 Maintenance & Operation Excess Levy","Levy  Yes  ","","1","16.6667","PRESCOTT JOINT PARK AND REC DIST"
"Columbia","PRESCOTT JOINT PARK AND REC DIST Prescott Joint Park & Recreation District - Proposition 1 Maintenance & Operation Excess Levy","Levy  No","","5","83.3333","PRESCOTT JOINT PARK AND REC DIST"
"Cowlitz","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","30383","70.9966","Statewide"
"Cowlitz","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","12412","29.0034","Statewide"
"Cowlitz","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","20426","47.4394","Statewide"
"Cowlitz","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","22631","52.5606","Statewide"
"Cowlitz","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","18576","41.9816","Statewide"
"Cowlitz","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","25672","58.0184","Statewide"
"Cowlitz","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","20593","46.3451","Statewide"
"Cowlitz","Statewide Initiative Measure No. 502 Concerns marijuana","No","","23841","53.6549","Statewide"
"Cowlitz","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","23948","59.3772","Statewide"
"Cowlitz","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","16384","40.6228","Statewide"
"Cowlitz","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","14006","33.8776","Statewide"
"Cowlitz","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Rejected","","27337","66.1224","Statewide"
"Cowlitz","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Repealed","","26624","67.2323","Washington State"
"Cowlitz","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Maintained","","12976","32.7677","Washington State"
"Cowlitz","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","25140","64.1736","Washington State"
"Cowlitz","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","14035","35.8264","Washington State"
"Cowlitz","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","22726","50.9323","United States"
"Cowlitz","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","20746","46.4948","United States"
"Cowlitz","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","553","1.2394","United States"
"Cowlitz","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","221","0.4953","United States"
"Cowlitz","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","261","0.5849","United States"
"Cowlitz","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","15","0.0336","United States"
"Cowlitz","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","26","0.0583","United States"
"Cowlitz","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","72","0.1614","United States"
"Cowlitz","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","24820","56.4219","United States"
"Cowlitz","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","19170","43.5781","United States"
"Cowlitz","Congressional District 3 U.S. Representative","Jaime Herrera Beutler","(Prefers Republican Party)","25187","57.7538","Congressional District 3"
"Cowlitz","Congressional District 3 U.S. Representative","Jon T. Haugen","(Prefers Democratic Party)","18424","42.2462","Congressional District 3"
"Cowlitz","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","21051","48.2124","Washington State"
"Cowlitz","Washington State Governor","Rob McKenna","(Prefers Republican Party)","22612","51.7876","Washington State"
"Cowlitz","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","22299","52.963","Washington State"
"Cowlitz","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","19804","47.037","Washington State"
"Cowlitz","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","21886","52.2065","Washington State"
"Cowlitz","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","20036","47.7935","Washington State"
"Cowlitz","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","22732","54.7574","Washington State"
"Cowlitz","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","18782","45.2426","Washington State"
"Cowlitz","Washington State State Auditor","James Watkins","(Prefers Republican Party)","20486","49.6354","Washington State"
"Cowlitz","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","20787","50.3646","Washington State"
"Cowlitz","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","21056","50.6702","Washington State"
"Cowlitz","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","20499","49.3298","Washington State"
"Cowlitz","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","22326","54.0594","Washington State"
"Cowlitz","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","18973","45.9406","Washington State"
"Cowlitz","Washington State Superintendent of Public Instruction","Randy I. Dorn","","29422","100","Washington State"
"Cowlitz","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","21727","53.1482","Washington State"
"Cowlitz","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","19153","46.8518","Washington State"
"Cowlitz","Legislative District 19 State Senator","Brian Hatfield","(Prefers Democratic Party)","16733","61.6158","Legislative District 19"
"Cowlitz","Legislative District 19 State Senator","Rick Winsman","(Prefers Republican Party)","10424","38.3842","Legislative District 19"
"Cowlitz","Legislative District 19 State Representative Pos. 1","Dean Takko","(Prefers Democratic Party)","17044","62.7841","Legislative District 19"
"Cowlitz","Legislative District 19 State Representative Pos. 1","Dixie Kolditz","(Prefers Republican Party)","10103","37.2159","Legislative District 19"
"Cowlitz","Legislative District 19 State Representative Pos. 2","Brian E. Blake","(Prefers Democratic Party)","14818","55.2478","Legislative District 19"
"Cowlitz","Legislative District 19 State Representative Pos. 2","Tim Sutinen","(Prefers Independent Party)","12003","44.7522","Legislative District 19"
"Cowlitz","Legislative District 20 State Senator","Dan Swecker","(Prefers Republican Party)","5628","43.8762","Legislative District 20"
"Cowlitz","Legislative District 20 State Senator","John E. Braun","(Prefers Republican Party)","7199","56.1238","Legislative District 20"
"Cowlitz","Legislative District 20 State Representative Pos. 1","Richard DeBolt","(Prefers Republican Party)","10758","100","Legislative District 20"
"Cowlitz","Legislative District 20 State Representative Pos. 2","Ed Orcutt","(Prefers Republican Party)","9951","75.7421","Legislative District 20"
"Cowlitz","Legislative District 20 State Representative Pos. 2","John Morgan","(Prefers Republican Party)","3187","24.2579","Legislative District 20"
"Cowlitz","COWLITZ Commissioner District  #1","Michael A. Karnofski","(Prefers Democratic Party)","23115","54.8933","COWLITZ"
"Cowlitz","COWLITZ Commissioner District  #1","Steve Rader","(Prefers Republican Party)","18994","45.1067","COWLITZ"
"Cowlitz","COWLITZ Commissioner District  #2","Terry McLaughlin","(Prefers Democratic Party)","20699","49.388","COWLITZ"
"Cowlitz","COWLITZ Commissioner District  #2","Dennis Weber","(Prefers Republican Party)","21212","50.612","COWLITZ"
"Cowlitz","COWLITZ Judge #3","Ronald S. Marshall","","29134","100","COWLITZ"
"Cowlitz","Supreme Court Justice Position 2","Susan Owens","","29355","100","Supreme Court"
"Cowlitz","Supreme Court Justice Position 8","Steve Gonzalez","","28954","100","Supreme Court"
"Cowlitz","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","18250","52.3192","Supreme Court"
"Cowlitz","Supreme Court Justice Position 9","Richard B. Sanders","","16632","47.6808","Supreme Court"
"Cowlitz","Court of Appeals, Division 2, District 3 Judge Position 1","Joel Penoyar","","28911","100","Court of Appeals, Division 2, District 3"
"Cowlitz","PUD ALL Commissioner 2","Mark McCrady","","17475","46.4106","PUD ALL"
"Cowlitz","PUD ALL Commissioner 2","Kurt Anagnostou","","20178","53.5894","PUD ALL"
"Cowlitz","CITY OF CASTLE ROCK Castle Rock Proposition No. 1 Sales and Use Tax for Transportation Improvements","Yes","","511","59.2807","CITY OF CASTLE ROCK"
"Cowlitz","CITY OF CASTLE ROCK Castle Rock Proposition No. 1 Sales and Use Tax for Transportation Improvements","No","","351","40.7193","CITY OF CASTLE ROCK"
"Cowlitz","CITY OF LONGVIEW Longview Proposition No. 1 Advisory Vote on Continuation of Automated Traffic Safety Cameras in School Zones","Yes","","8673","60.0499","CITY OF LONGVIEW"
"Cowlitz","CITY OF LONGVIEW Longview Proposition No. 1 Advisory Vote on Continuation of Automated Traffic Safety Cameras in School Zones","No","","5770","39.9501","CITY OF LONGVIEW"
"Cowlitz","CITY OF LONGVIEW Longview Proposition No. 2 Advisory Vote on the Creation of a Transportation Benefit District for the City of Longview","Yes","","3920","27.3514","CITY OF LONGVIEW"
"Cowlitz","CITY OF LONGVIEW Longview Proposition No. 2 Advisory Vote on the Creation of a Transportation Benefit District for the City of Longview","No","","10412","72.6486","CITY OF LONGVIEW"
"Douglas","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","10746","75.3471","Statewide"
"Douglas","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","3516","24.6529","Statewide"
"Douglas","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","7347","50.6899","Statewide"
"Douglas","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","7147","49.3101","Statewide"
"Douglas","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","5336","35.8241","Statewide"
"Douglas","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","9559","64.1759","Statewide"
"Douglas","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","7301","48.8655","Statewide"
"Douglas","Statewide Initiative Measure No. 502 Concerns marijuana","No","","7640","51.1345","Statewide"
"Douglas","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","9039","67.03","Statewide"
"Douglas","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","4446","32.97","Statewide"
"Douglas","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","5230","37.7454","Statewide"
"Douglas","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Rejected","","8626","62.2546","Statewide"
"Douglas","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Repealed","","8994","67.7463","Washington State"
"Douglas","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Maintained","","4282","32.2537","Washington State"
"Douglas","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","8238","65.4589","Washington State"
"Douglas","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","4347","34.5411","Washington State"
"Douglas","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","5166","34.5737","United States"
"Douglas","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","9425","63.0772","United States"
"Douglas","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","204","1.3653","United States"
"Douglas","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","60","0.4016","United States"
