"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Spokane","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","121465","61.5574","Washington State"
"Spokane","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","75855","38.4426","Washington State"
"Spokane","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","102295","45.7021","United States"
"Spokane","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","115285","51.5056","United States"
"Spokane","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","3257","1.4551","United States"
"Spokane","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","1086","0.4852","United States"
"Spokane","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","1361","0.6081","United States"
"Spokane","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","118","0.0527","United States"
"Spokane","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","84","0.0375","United States"
"Spokane","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","344","0.1537","United States"
"Spokane","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","110033","49.9231","United States"
"Spokane","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","110372","50.0769","United States"
"Spokane","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","132859","60.672","Congressional District 5"
"Spokane","Congressional District 5 U.S. Representative","Rich Cowan","(Prefers Democratic Party)","86120","39.328","Congressional District 5"
"Spokane","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","95354","43.4914","Washington State"
"Spokane","Washington State Governor","Rob McKenna","(Prefers Republican Party)","123894","56.5086","Washington State"
"Spokane","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","99673","47.3167","Washington State"
"Spokane","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","110978","52.6833","Washington State"
"Spokane","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","121352","58.1046","Washington State"
"Spokane","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","87499","41.8954","Washington State"
"Spokane","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","102991","49.5494","Washington State"
"Spokane","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","104864","50.4506","Washington State"
"Spokane","Washington State State Auditor","James Watkins","(Prefers Republican Party)","115340","55.9373","Washington State"
"Spokane","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","90855","44.0627","Washington State"
"Spokane","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","91030","43.402","Washington State"
"Spokane","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","118707","56.598","Washington State"
"Spokane","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","108255","51.674","Washington State"
"Spokane","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","101241","48.326","Washington State"
"Spokane","Washington State Superintendent of Public Instruction","Randy I. Dorn","","153810","100","Washington State"
"Spokane","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","98790","48.143","Washington State"
"Spokane","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","106411","51.857","Washington State"
"Spokane","Legislative District 3 State Senator","Andy Billig","(Prefers Democratic Party)","29609","57.847","Legislative District 3"
"Spokane","Legislative District 3 State Senator","Nancy McLaughlin","(Prefers G.O.P. Party)","21576","42.153","Legislative District 3"
"Spokane","Legislative District 3 State Representative Pos. 1","Marcus Riccelli","(Prefers Democratic Party)","31303","62.6762","Legislative District 3"
"Spokane","Legislative District 3 State Representative Pos. 1","Tim Benn","(Prefers G.O.P. Party)","18641","37.3238","Legislative District 3"
"Spokane","Legislative District 3 State Representative Pos. 2","Timm Ormsby","(Prefers Democratic Party)","31261","62.0098","Legislative District 3"
"Spokane","Legislative District 3 State Representative Pos. 2","Dave White","(Prefers Republican Party)","19152","37.9902","Legislative District 3"
"Spokane","Legislative District 4 State Senator","Mike Padden","(Prefers Republican  Party)","49593","100","Legislative District 4"
"Spokane","Legislative District 4 State Representative Pos. 1","Larry Crouse","(Prefers Republican Party)","48609","100","Legislative District 4"
"Spokane","Legislative District 4 State Representative Pos. 2","Matt Shea","(Prefers Republican Party)","36578","56.7066","Legislative District 4"
"Spokane","Legislative District 4 State Representative Pos. 2","Amy C. Biviano","(Prefers Democratic Party)","27926","43.2934","Legislative District 4"
"Spokane","Legislative District 6 State Representative Pos. 1","Kevin Parker","(Prefers Republican Party)","47730","100","Legislative District 6"
"Spokane","Legislative District 6 State Representative Pos. 2","Dennis Dellwo","(Prefers Democratic Party)","29099","45.1616","Legislative District 6"
"Spokane","Legislative District 6 State Representative Pos. 2","Jeff Holy","(Prefers Republican Party)","35334","54.8384","Legislative District 6"
"Spokane","Legislative District 7 State Representative Pos. 1","Shelly Short","(Prefers Republican Party)","20045","100","Legislative District 7"
"Spokane","Legislative District 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","13059","58.6789","Legislative District 7"
"Spokane","Legislative District 7 State Representative Pos. 2","Robert (Bob) Wilson","(Prefers Republican Party)","9196","41.3211","Legislative District 7"
"Spokane","Legislative District 9 State Senator","Mark G. Schoesler","(Prefers G.O.P. Party)","3489","100","Legislative District 9"
"Spokane","Legislative District 9 State Representative Pos. 1","Susan Fagan","(Prefers Republican Party)","3481","100","Legislative District 9"
"Spokane","Legislative District 9 State Representative Pos. 2","Joe Schmick","(Prefers Republican  Party)","3478","100","Legislative District 9"
"Spokane","COUNTY WIDE COMMISSIONER DISTRICT 1","Todd Mielke","(Prefers Republican Party)","114181","54.4593","COUNTY WIDE"
"Spokane","COUNTY WIDE COMMISSIONER DISTRICT 1","John Roskelley","(Prefers Democratic Party)","95482","45.5407","COUNTY WIDE"
"Spokane","COUNTY WIDE COMMISSIONER DISTRICT 2","Daryl Romeyn","(Prefers Democratic Party)","94930","45.4371","COUNTY WIDE"
"Spokane","COUNTY WIDE COMMISSIONER DISTRICT 2","Shelly O'Quinn","(Prefers Republican Party)","113996","54.5629","COUNTY WIDE"
"Spokane","COUNTY WIDE DISTRICT COURT JUDGE POS 8","Randy A. Brandt","","144390","100","COUNTY WIDE"
"Spokane","Supreme Court Justice Position 2","Susan Owens","","152362","100","Supreme Court"
"Spokane","Supreme Court Justice Position 8","Steve Gonzalez","","151902","100","Supreme Court"
"Spokane","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","89086","50.3058","Supreme Court"
"Spokane","Supreme Court Justice Position 9","Richard B. Sanders","","88003","49.6942","Supreme Court"
"Spokane","Court of Appeals, Division 3, District 1 Judge Position 1","Laurel Siddoway","","147346","100","Court of Appeals, Division 3, District 1"
"Spokane","CITY OF MEDICAL LAKE Proposition No. 1 City of Medical Lake - Emergency Medical Services Replacement Levy","Yes","","1360","73.1183","CITY OF MEDICAL LAKE"
"Spokane","CITY OF MEDICAL LAKE Proposition No. 1 City of Medical Lake - Emergency Medical Services Replacement Levy","No","","500","26.8817","CITY OF MEDICAL LAKE"
"Spokane","CD-01 SPANGLE Proposition No. 1 Spangle Cemetery District No. 1 - Maintenance and Operation Support Levy","Levy Yes","","364","66.6667","CD-01 SPANGLE"
"Spokane","CD-01 SPANGLE Proposition No. 1 Spangle Cemetery District No. 1 - Maintenance and Operation Support Levy","Levy No","","182","33.3333","CD-01 SPANGLE"
"Spokane","ROSALIA PARK DISTRICT 2 Rosalia Park and Recreation District 5 - Proposition 1 Special Levy ","Yes","","14","58.3333","ROSALIA PARK DISTRICT 2"
"Spokane","ROSALIA PARK DISTRICT 2 Rosalia Park and Recreation District 5 - Proposition 1 Special Levy ","No","","10","41.6667","ROSALIA PARK DISTRICT 2"
"Spokane","PUD 01 Commissioner #3","Dwight M Morgan","","81","69.8276","PUD 01"
"Spokane","PUD 01 Commissioner #3","Emil (Rosey) Rosenberg","","35","30.1724","PUD 01"
"Stevens","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","16505","75.9934","Statewide"
"Stevens","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","5214","24.0066","Statewide"
"Stevens","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","10292","47.1634","Statewide"
"Stevens","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","11530","52.8366","Statewide"
"Stevens","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","6977","31.3587","Statewide"
"Stevens","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","15272","68.6413","Statewide"
"Stevens","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","10384","46.5316","Statewide"
"Stevens","Statewide Initiative Measure No. 502 Concerns marijuana","No","","11932","53.4684","Statewide"
"Stevens","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","11944","58.7969","Statewide"
"Stevens","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","8370","41.2031","Statewide"
"Stevens","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","6135","29.5222","Statewide"
"Stevens","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Rejected","","14646","70.4778","Statewide"
"Stevens","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Repealed","","14275","70.9952","Washington State"
"Stevens","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Maintained","","5832","29.0048","Washington State"
"Stevens","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","13520","68.9444","Washington State"
"Stevens","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","6090","31.0556","Washington State"
"Stevens","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","7762","35.0255","United States"
"Stevens","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","13691","61.7797","United States"
"Stevens","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","329","1.4846","United States"
"Stevens","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","194","0.8754","United States"
"Stevens","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","130","0.5866","United States"
"Stevens","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","11","0.0496","United States"
"Stevens","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","13","0.0587","United States"
"Stevens","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","31","0.1399","United States"
"Stevens","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","8671","39.214","United States"
"Stevens","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","13441","60.786","United States"
"Stevens","Congressional District 5 U.S. Representative","Cathy McMorris Rodgers","(Prefers Republican Party)","15388","69.9041","Congressional District 5"
"Stevens","Congressional District 5 U.S. Representative","Rich Cowan","(Prefers Democratic Party)","6625","30.0959","Congressional District 5"
"Stevens","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","7426","33.7853","Washington State"
"Stevens","Washington State Governor","Rob McKenna","(Prefers Republican Party)","14554","66.2147","Washington State"
"Stevens","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","7854","37.0384","Washington State"
"Stevens","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","13351","62.9616","Washington State"
"Stevens","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","14200","67.5483","Washington State"
"Stevens","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","6822","32.4517","Washington State"
"Stevens","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","7989","38.11","Washington State"
"Stevens","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","12974","61.89","Washington State"
"Stevens","Washington State State Auditor","James Watkins","(Prefers Republican Party)","13628","65.5697","Washington State"
"Stevens","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","7156","34.4303","Washington State"
"Stevens","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","7226","34.2757","Washington State"
"Stevens","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","13856","65.7243","Washington State"
"Stevens","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","8459","39.8033","Washington State"
"Stevens","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","12793","60.1967","Washington State"
"Stevens","Washington State Superintendent of Public Instruction","Randy I. Dorn","","14787","100","Washington State"
"Stevens","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","7570","37.0878","Washington State"
"Stevens","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","12841","62.9122","Washington State"
"Stevens","Legislative District 7 State Representative Pos. 1","Shelly Short","(Prefers Republican Party)","16909","100","Legislative District 7"
"Stevens","Legislative District 7 State Representative Pos. 2","Joel Kretz","(Prefers Republican Party)","12186","65.502","Legislative District 7"
"Stevens","Legislative District 7 State Representative Pos. 2","Robert (Bob) Wilson","(Prefers Republican Party)","6418","34.498","Legislative District 7"
"Stevens","COUNTYWIDE Commissioner #1","Mark Beck","(Prefers Republican Party)","8631","46.8669","COUNTYWIDE"
"Stevens","COUNTYWIDE Commissioner #1","Wes McCart","(Prefers Republican Party)","9785","53.1331","COUNTYWIDE"
"Stevens","COUNTYWIDE Commissioner #3","Malcolm R Friedman","(Prefers  Republican Party)","9251","48.1873","COUNTYWIDE"
"Stevens","COUNTYWIDE Commissioner #3","Steve Parker","(Prefers  Republican Party)","9947","51.8127","COUNTYWIDE"
"Stevens","Supreme Court Justice Position 2","Susan Owens","","14462","100","Supreme Court"
"Stevens","Supreme Court Justice Position 8","Steve Gonzalez","","14192","100","Supreme Court"
"Stevens","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","7549","43.8386","Supreme Court"
"Stevens","Supreme Court Justice Position 9","Richard B. Sanders","","9671","56.1614","Supreme Court"
"Stevens","Court of Appeals, Division 3, District 1 Judge Position 1","Laurel Siddoway","","13888","100","Court of Appeals, Division 3, District 1"
"Stevens","Ferry, Pend Oreille, Stevens Superior Court Judge Position 1","Patrick A. Monasmith","","14495","100","Ferry, Pend Oreille, Stevens Superior Court"
"Stevens","Ferry, Pend Oreille, Stevens Superior Court Judge Position 2","Allen Nielson","","14005","100","Ferry, Pend Oreille, Stevens Superior Court"
"Stevens","MARCUS Town of Marcus-Annex into Stevens County Fire Protection District No. 6 Proposition 1","Yes","","86","87.7551","MARCUS"
"Stevens","MARCUS Town of Marcus-Annex into Stevens County Fire Protection District No. 6 Proposition 1","No","","12","12.2449","MARCUS"
"Stevens","PUBLIC UTILITY DISTRICT - 001 Commissioner #3","Dwight M Morgan","","10229","57.3471","PUBLIC UTILITY DISTRICT - 001"
"Stevens","PUBLIC UTILITY DISTRICT - 001 Commissioner #3","Emil (Rosey) Rosenberg","","7608","42.6529","PUBLIC UTILITY DISTRICT - 001"
"Stevens","FIRE DISTRICT - 004 Stevens County Fire Protection Dist. 4-Restoration of Previous Property Tax Levies Proposition 1","approved","","1028","60.0818","FIRE DISTRICT - 004"
"Stevens","FIRE DISTRICT - 004 Stevens County Fire Protection Dist. 4-Restoration of Previous Property Tax Levies Proposition 1","rejected","","683","39.9182","FIRE DISTRICT - 004"
"Stevens","FIRE DISTRICT - 006 Fire Protection District No. 6-Annex Town of Marcus Proposition 1","Yes","","741","91.8216","FIRE DISTRICT - 006"
"Stevens","FIRE DISTRICT - 006 Fire Protection District No. 6-Annex Town of Marcus Proposition 1","No","","66","8.1784","FIRE DISTRICT - 006"
"Thurston","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","72694","59.7405","Statewide"
"Thurston","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","48989","40.2595","Statewide"
"Thurston","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","61675","50.1863","Statewide"
"Thurston","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","61217","49.8137","Statewide"
"Thurston","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","70285","56.0688","Statewide"
"Thurston","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","55070","43.9312","Statewide"
"Thurston","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","70166","55.6922","Statewide"
"Thurston","Statewide Initiative Measure No. 502 Concerns marijuana","No","","55823","44.3078","Statewide"
"Thurston","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","71793","63.4724","Statewide"
"Thurston","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","41316","36.5276","Statewide"
"Thurston","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","49164","42.7353","Statewide"
"Thurston","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Rejected","","65879","57.2647","Statewide"
"Thurston","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Repealed","","60028","54.3491","Washington State"
"Thurston","Washington State Advisory Vote No. 1 (Engrossed Senate Bill 6635) Concerns a B&O tax deduction for certain financial institutions' interest on residential loans","Maintained","","50421","45.6509","Washington State"
"Thurston","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Repealed","","59017","53.7241","Washington State"
"Thurston","Washington State Advisory Vote No. 2 (Substitute House Bill 2590) Concerns expiration of a tax on possession of petroleum products","Maintained","","50835","46.2759","Washington State"
"Thurston","County Of Thurston Thurston County - Proposition No. 1 ","Yes","","48030","40.6641","County Of Thurston"
"Thurston","County Of Thurston Thurston County - Proposition No. 1 ","No","","70084","59.3359","County Of Thurston"
"Thurston","United States President/Vice President","Barack Obama / Joe Biden","Democratic Party Nominees","74037","58.2679","United States"
"Thurston","United States President/Vice President","Mitt Romney / Paul Ryan","Republican Party Nominees","49287","38.7894","United States"
"Thurston","United States President/Vice President","Gary Johnson / James P. Gray","Libertarian Party Nominees","1737","1.367","United States"
"Thurston","United States President/Vice President","Virgil Goode / James N. Clymer","Constitution Party Nominees","304","0.2393","United States"
"Thurston","United States President/Vice President","Jill Stein / Cheri Honkala","Green Party Nominees","1333","1.0491","United States"
"Thurston","United States President/Vice President","Peta Lindsay / Yari Osorio","Socialism & Liberation Party Nominees","59","0.0464","United States"
"Thurston","United States President/Vice President","James Harris / Alyson Kennedy","Socialist Workers Party Nominees","44","0.0346","United States"
"Thurston","United States President/Vice President","Ross C. (Rocky) Anderson / Luis J. Rodriguez","Justice Party Nominees","262","0.2062","United States"
"Thurston","United States U.S. Senator","Maria Cantwell","(Prefers Democratic Party)","78468","62.8161","United States"
"Thurston","United States U.S. Senator","Michael Baumgartner","(Prefers Republican Party)","46449","37.1839","United States"
"Thurston","Congressional District 3 U.S. Representative","Jaime Herrera Beutler","(Prefers Republican Party)","2914","55.5577","Congressional District 3"
"Thurston","Congressional District 3 U.S. Representative","Jon T. Haugen","(Prefers Democratic Party)","2331","44.4423","Congressional District 3"
"Thurston","Congressional District 10 U.S. Representative","Denny Heck","(Prefers Democratic Party)","73792","62.6716","Congressional District 10"
"Thurston","Congressional District 10 U.S. Representative","Richard (Dick) Muri","(Prefers Republican Party)","43952","37.3284","Congressional District 10"
"Thurston","Washington State Governor","Jay Inslee","(Prefers Democratic Party)","67353","53.753","Washington State"
"Thurston","Washington State Governor","Rob McKenna","(Prefers Republican Party)","57948","46.247","Washington State"
"Thurston","Washington State Lt. Governor","Brad Owen","(Prefers Democrat Party)","70353","58.4177","Washington State"
"Thurston","Washington State Lt. Governor","Bill Finkbeiner","(Prefers Republican Party)","50078","41.5823","Washington State"
"Thurston","Washington State Secretary of State","Kim Wyman","(Prefers Republican Party)","70374","58.3983","Washington State"
"Thurston","Washington State Secretary of State","Kathleen Drew","(Prefers Democratic Party)","50133","41.6017","Washington State"
"Thurston","Washington State State Treasurer","Jim McIntire","(Prefers Democratic Party)","72586","61.7617","Washington State"
"Thurston","Washington State State Treasurer","Sharon Hanek","(Prefers Republican Party)","44940","38.2383","Washington State"
"Thurston","Washington State State Auditor","James Watkins","(Prefers Republican Party)","52515","45.4247","Washington State"
"Thurston","Washington State State Auditor","Troy Kelley","(Prefers Democratic Party)","63094","54.5753","Washington State"
"Thurston","Washington State Attorney General","Bob Ferguson","(Prefers Democratic Party)","66732","56.1325","Washington State"
"Thurston","Washington State Attorney General","Reagan Dunn","(Prefers Republican Party)","52151","43.8675","Washington State"
"Thurston","Washington State Commissioner of Public Lands","Peter J. Goldmark","(Prefers Democratic Party)","71180","60.9794","Washington State"
"Thurston","Washington State Commissioner of Public Lands","Clint Didier","(Prefers Republican Party)","45548","39.0206","Washington State"
"Thurston","Washington State Superintendent of Public Instruction","Randy I. Dorn","","86866","100","Washington State"
"Thurston","Washington State Insurance Commissioner","Mike Kreidler","(Prefers Democratic Party)","74631","63.5975","Washington State"
"Thurston","Washington State Insurance Commissioner","John R. Adams","(Prefers Republican Party)","42718","36.4025","Washington State"
"Thurston","Legislative District 2 State Senator","Randi Becker","(Prefers Republican Party)","11252","52.861","Legislative District 2"
"Thurston","Legislative District 2 State Senator","Bruce L. Lachney","(Prefers Democratic Party)","10034","47.139","Legislative District 2"
"Thurston","Legislative District 2 State Representative Pos. 1","Gary Alexander","(Prefers Republican Party)","11980","56.5228","Legislative District 2"
"Thurston","Legislative District 2 State Representative Pos. 1","Greg Hartman","(Prefers Democratic Party)","9215","43.4772","Legislative District 2"
"Thurston","Legislative District 2 State Representative Pos. 2","J.T. Wilcox","(Prefers Republican Party)","16157","100","Legislative District 2"
"Thurston","Legislative District 20 State Senator","Dan Swecker","(Prefers Republican Party)","5058","53.147","Legislative District 20"
"Thurston","Legislative District 20 State Senator","John E. Braun","(Prefers Republican Party)","4459","46.853","Legislative District 20"
"Thurston","Legislative District 20 State Representative Pos. 1","Richard DeBolt","(Prefers Republican Party)","7958","100","Legislative District 20"
"Thurston","Legislative District 20 State Representative Pos. 2","Ed Orcutt","(Prefers Republican Party)","5313","62.0823","Legislative District 20"
"Thurston","Legislative District 20 State Representative Pos. 2","John Morgan","(Prefers Republican Party)","3245","37.9177","Legislative District 20"
"Thurston","Legislative District 22 State Senator","Karen Fraser","(Prefers Democratic Party)","50389","100","Legislative District 22"
"Thurston","Legislative District 22 State Representative Pos. 1","Chris Reykdal","(Prefers Democratic Party)","49337","100","Legislative District 22"
"Thurston","Legislative District 22 State Representative Pos. 2","Sam Hunt","(Prefers Democratic Party)","49404","100","Legislative District 22"
"Thurston","Legislative District 35 State Representative Pos. 1","Kathy Haigh","(Prefers Democratic Party)","10695","54.0534","Legislative District 35"
"Thurston","Legislative District 35 State Representative Pos. 1","Dan Griffey","(Prefers Republican Party)","9091","45.9466","Legislative District 35"
"Thurston","Legislative District 35 State Representative Pos. 2","Drew C. MacEwen","(Prefers Republican Party)","9028","46.5337","Legislative District 35"
"Thurston","Legislative District 35 State Representative Pos. 2","Lynda Ring-Erickson","(Prefers Democratic Party)","10373","53.4663","Legislative District 35"
"Thurston","County Of Thurston Commissioner, District No. 1","Cathy Wolfe","(Prefers Democratic Party)","59571","57.8253","County Of Thurston"
"Thurston","County Of Thurston Commissioner, District No. 1","Karen Rogers","(Prefers Democratic Party)","43448","42.1747","County Of Thurston"
"Thurston","County Of Thurston Commissioner, District No. 2","Sandra Romero","(Prefers Democratic Party)","65136","56.6543","County Of Thurston"
"Thurston","County Of Thurston Commissioner, District No. 2","Andrew Barkis","(Prefers Republican Party)","49835","43.3457","County Of Thurston"
"Thurston","Supreme Court Justice Position 2","Susan Owens","","83406","100","Supreme Court"
"Thurston","Supreme Court Justice Position 8","Steve Gonzalez","","82685","100","Supreme Court"
"Thurston","Supreme Court Justice Position 9","Sheryl Gordon McCloud","","55041","54.6644","Supreme Court"
"Thurston","Supreme Court Justice Position 9","Richard B. Sanders","","45648","45.3356","Supreme Court"
"Thurston","Court of Appeals, Division 2, District 2 Judge Position 2","Pamela (Pam) Loginsky","","42238","43.2536","Court of Appeals, Division 2, District 2"
"Thurston","Court of Appeals, Division 2, District 2 Judge Position 2","Thomas Bjorgen","","55414","56.7464","Court of Appeals, Division 2, District 2"
"Thurston","Thurston Superior Court Judge Position 2","Christine Schaller","","67281","66.6109","Thurston Superior Court"
"Thurston","Thurston Superior Court Judge Position 2","Jim Johnson","","33725","33.3891","Thurston Superior Court"
"Thurston","Thurston Superior Court Judge Position 4","Erik D. Price","","58313","57.1035","Thurston Superior Court"
"Thurston","Thurston Superior Court Judge Position 4","Indu Thomas","","43805","42.8965","Thurston Superior Court"
"Thurston","Thurston Public Utility District Commissioner, District No. 1","Linda Oosterman","","59808","63.2822","Thurston Public Utility District"
"Thurston","Thurston Public Utility District Commissioner, District No. 1","Steve Fossum","","34702","36.7178","Thurston Public Utility District"
"Thurston","City of Olympia City of Olympia - Proposition No. 1 - Sales and Use Tax Increase of 0.1% for Public Safety and Criminal Justice Purposes ","Approved","","13103","56.7869","City of Olympia"
"Thurston","City of Olympia City of Olympia - Proposition No. 1 - Sales and Use Tax Increase of 0.1% for Public Safety and Criminal Justice Purposes ","Rejected","","9971","43.2131","City of Olympia"
"Thurston","Tanglewilde Park & Recreation District No. 1 Tanglewilde Park & Recreation District No. 1 - Proposition No. 1 - Property Tax Levy ","Yes","","484","53.5398","Tanglewilde Park & Recreation District No. 1"
"Thurston","Tanglewilde Park & Recreation District No. 1 Tanglewilde Park & Recreation District No. 1 - Proposition No. 1 - Property Tax Levy ","No","","420","46.4602","Tanglewilde Park & Recreation District No. 1"
"Wahkiakum","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","Yes","","1438","67.6388","Statewide"
"Wahkiakum","Statewide Initiative Measure No. 1185 Concerns tax and fee increases imposed by state government","No","","688","32.3612","Statewide"
"Wahkiakum","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","Yes","","955","44.1721","Statewide"
"Wahkiakum","Statewide Initiative Measure No. 1240 Concerns creation of a public charter school system","No","","1207","55.8279","Statewide"
"Wahkiakum","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Approved","","946","42.4406","Statewide"
"Wahkiakum","Statewide Referendum Measure No. 74 Concerns marriage for same-sex couples","Rejected","","1283","57.5594","Statewide"
"Wahkiakum","Statewide Initiative Measure No. 502 Concerns marijuana","Yes","","1094","48.5359","Statewide"
"Wahkiakum","Statewide Initiative Measure No. 502 Concerns marijuana","No","","1160","51.4641","Statewide"
"Wahkiakum","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Approved","","1142","58.3248","Statewide"
"Wahkiakum","Statewide Engrossed Senate Joint Resolution No. 8221 Concerns implementing the Commission on State Debt recommendations regarding Washington's debt limit","Rejected","","816","41.6752","Statewide"
"Wahkiakum","Statewide Senate Joint Resolution No. 8223 Concerns investments by the University of Washington and Washington State University","Approved","","723","35.6158","Statewide"
