county,precinct_code,precinct,office,district,party,candidate,votes
King,2700,AUB 47-2700,Republican Party,,,Registered Voters,228
King,2700,AUB 47-2700,Republican Party,,,Ted Cruz,1
King,2700,AUB 47-2700,Republican Party,,,Write-In,1
King,2701,AUB 47-2701,Democratic Party,,,Bernie Sanders,33
King,2701,AUB 47-2701,Democratic Party,,,Hillary Clinton,30
King,2701,AUB 47-2701,Democratic Party,,,Registered Voters,502
King,2701,AUB 47-2701,Democratic Party,,,Write-In,0
King,2701,AUB 47-2701,Republican Party,,,Ben Carson,2
King,2701,AUB 47-2701,Republican Party,,,Donald J. Trump,42
King,2701,AUB 47-2701,Republican Party,,,John R. Kasich,3
King,2701,AUB 47-2701,Republican Party,,,Registered Voters,502
King,2701,AUB 47-2701,Republican Party,,,Ted Cruz,3
King,2701,AUB 47-2701,Republican Party,,,Write-In,1
King,2723,AUB 47-2723,Democratic Party,,,Bernie Sanders,35
King,2723,AUB 47-2723,Democratic Party,,,Hillary Clinton,97
King,2723,AUB 47-2723,Democratic Party,,,Registered Voters,518
King,2723,AUB 47-2723,Democratic Party,,,Write-In,0
King,2723,AUB 47-2723,Republican Party,,,Ben Carson,4
King,2723,AUB 47-2723,Republican Party,,,Donald J. Trump,92
King,2723,AUB 47-2723,Republican Party,,,John R. Kasich,5
King,2723,AUB 47-2723,Republican Party,,,Registered Voters,518
King,2723,AUB 47-2723,Republican Party,,,Ted Cruz,4
King,2723,AUB 47-2723,Republican Party,,,Write-In,3
King,2729,AUB 47-2729,Democratic Party,,,Bernie Sanders,46
King,2729,AUB 47-2729,Democratic Party,,,Hillary Clinton,30
King,2729,AUB 47-2729,Democratic Party,,,Registered Voters,415
King,2729,AUB 47-2729,Democratic Party,,,Write-In,0
King,2729,AUB 47-2729,Republican Party,,,Ben Carson,6
King,2729,AUB 47-2729,Republican Party,,,Donald J. Trump,31
King,2729,AUB 47-2729,Republican Party,,,John R. Kasich,4
King,2729,AUB 47-2729,Republican Party,,,Registered Voters,415
King,2729,AUB 47-2729,Republican Party,,,Ted Cruz,3
King,2729,AUB 47-2729,Republican Party,,,Write-In,1
King,2839,AUB 47-2839,Democratic Party,,,Bernie Sanders,61
King,2839,AUB 47-2839,Democratic Party,,,Hillary Clinton,73
King,2839,AUB 47-2839,Democratic Party,,,Registered Voters,694
King,2839,AUB 47-2839,Democratic Party,,,Write-In,0
King,2839,AUB 47-2839,Republican Party,,,Ben Carson,5
King,2839,AUB 47-2839,Republican Party,,,Donald J. Trump,100
King,2839,AUB 47-2839,Republican Party,,,John R. Kasich,14
King,2839,AUB 47-2839,Republican Party,,,Registered Voters,694
King,2839,AUB 47-2839,Republican Party,,,Ted Cruz,9
King,2839,AUB 47-2839,Republican Party,,,Write-In,7
King,3187,AUB 47-3187,Democratic Party,,,Bernie Sanders,34
King,3187,AUB 47-3187,Democratic Party,,,Hillary Clinton,51
King,3187,AUB 47-3187,Democratic Party,,,Registered Voters,492
King,3187,AUB 47-3187,Democratic Party,,,Write-In,0
King,3187,AUB 47-3187,Republican Party,,,Ben Carson,1
King,3187,AUB 47-3187,Republican Party,,,Donald J. Trump,47
King,3187,AUB 47-3187,Republican Party,,,John R. Kasich,0
King,3187,AUB 47-3187,Republican Party,,,Registered Voters,492
King,3187,AUB 47-3187,Republican Party,,,Ted Cruz,5
King,3187,AUB 47-3187,Republican Party,,,Write-In,0
King,3260,AUB 47-3260,Democratic Party,,,Bernie Sanders,35
King,3260,AUB 47-3260,Democratic Party,,,Hillary Clinton,55
King,3260,AUB 47-3260,Democratic Party,,,Registered Voters,664
King,3260,AUB 47-3260,Democratic Party,,,Write-In,1
King,3260,AUB 47-3260,Republican Party,,,Ben Carson,5
King,3260,AUB 47-3260,Republican Party,,,Donald J. Trump,60
King,3260,AUB 47-3260,Republican Party,,,John R. Kasich,15
King,3260,AUB 47-3260,Republican Party,,,Registered Voters,664
King,3260,AUB 47-3260,Republican Party,,,Ted Cruz,15
King,3260,AUB 47-3260,Republican Party,,,Write-In,4
King,3276,AUB 47-3276,Democratic Party,,,Bernie Sanders,43
King,3276,AUB 47-3276,Democratic Party,,,Hillary Clinton,46
King,3276,AUB 47-3276,Democratic Party,,,Registered Voters,603
King,3276,AUB 47-3276,Democratic Party,,,Write-In,0
King,3276,AUB 47-3276,Republican Party,,,Ben Carson,4
King,3276,AUB 47-3276,Republican Party,,,Donald J. Trump,55
King,3276,AUB 47-3276,Republican Party,,,John R. Kasich,9
King,3276,AUB 47-3276,Republican Party,,,Registered Voters,603
King,3276,AUB 47-3276,Republican Party,,,Ted Cruz,8
King,3276,AUB 47-3276,Republican Party,,,Write-In,1
King,3324,AUB 47-3324,Democratic Party,,,Bernie Sanders,31
King,3324,AUB 47-3324,Democratic Party,,,Hillary Clinton,76
King,3324,AUB 47-3324,Democratic Party,,,Registered Voters,554
King,3324,AUB 47-3324,Democratic Party,,,Write-In,0
King,3324,AUB 47-3324,Republican Party,,,Ben Carson,7
King,3324,AUB 47-3324,Republican Party,,,Donald J. Trump,74
King,3324,AUB 47-3324,Republican Party,,,John R. Kasich,31
King,3324,AUB 47-3324,Republican Party,,,Registered Voters,554
King,3324,AUB 47-3324,Republican Party,,,Ted Cruz,11
King,3324,AUB 47-3324,Republican Party,,,Write-In,1
King,3413,AUB 47-3413,Democratic Party,,,Bernie Sanders,63
King,3413,AUB 47-3413,Democratic Party,,,Hillary Clinton,55
King,3413,AUB 47-3413,Democratic Party,,,Registered Voters,756
King,3413,AUB 47-3413,Democratic Party,,,Write-In,0
King,3413,AUB 47-3413,Republican Party,,,Ben Carson,7
King,3413,AUB 47-3413,Republican Party,,,Donald J. Trump,53
King,3413,AUB 47-3413,Republican Party,,,John R. Kasich,4
King,3413,AUB 47-3413,Republican Party,,,Registered Voters,756
King,3413,AUB 47-3413,Republican Party,,,Ted Cruz,10
King,3413,AUB 47-3413,Republican Party,,,Write-In,0
King,3455,AUB 47-3455,Democratic Party,,,Bernie Sanders,37
King,3455,AUB 47-3455,Democratic Party,,,Hillary Clinton,36
King,3455,AUB 47-3455,Democratic Party,,,Registered Voters,454
King,3455,AUB 47-3455,Democratic Party,,,Write-In,0
King,3455,AUB 47-3455,Republican Party,,,Ben Carson,3
King,3455,AUB 47-3455,Republican Party,,,Donald J. Trump,50
King,3455,AUB 47-3455,Republican Party,,,John R. Kasich,7
King,3455,AUB 47-3455,Republican Party,,,Registered Voters,454
King,3455,AUB 47-3455,Republican Party,,,Ted Cruz,6
King,3455,AUB 47-3455,Republican Party,,,Write-In,1
King,3456,AUB 47-3456,Democratic Party,,,Bernie Sanders,64
King,3456,AUB 47-3456,Democratic Party,,,Hillary Clinton,62
King,3456,AUB 47-3456,Democratic Party,,,Registered Voters,813
King,3456,AUB 47-3456,Democratic Party,,,Write-In,1
King,3456,AUB 47-3456,Republican Party,,,Ben Carson,4
King,3456,AUB 47-3456,Republican Party,,,Donald J. Trump,52
King,3456,AUB 47-3456,Republican Party,,,John R. Kasich,11
King,3456,AUB 47-3456,Republican Party,,,Registered Voters,813
King,3456,AUB 47-3456,Republican Party,,,Ted Cruz,8
King,3456,AUB 47-3456,Republican Party,,,Write-In,2
King,3518,AUB 47-3518,Democratic Party,,,Bernie Sanders,42
King,3518,AUB 47-3518,Democratic Party,,,Hillary Clinton,71
King,3518,AUB 47-3518,Democratic Party,,,Registered Voters,672
King,3518,AUB 47-3518,Democratic Party,,,Write-In,0
King,3518,AUB 47-3518,Republican Party,,,Ben Carson,1
King,3518,AUB 47-3518,Republican Party,,,Donald J. Trump,60
King,3518,AUB 47-3518,Republican Party,,,John R. Kasich,11
King,3518,AUB 47-3518,Republican Party,,,Registered Voters,672
King,3518,AUB 47-3518,Republican Party,,,Ted Cruz,7
King,3518,AUB 47-3518,Republican Party,,,Write-In,1
King,3538,AUB 47-3538,Democratic Party,,,Bernie Sanders,57
King,3538,AUB 47-3538,Democratic Party,,,Hillary Clinton,59
King,3538,AUB 47-3538,Democratic Party,,,Registered Voters,723
King,3538,AUB 47-3538,Democratic Party,,,Write-In,0
King,3538,AUB 47-3538,Republican Party,,,Ben Carson,7
King,3538,AUB 47-3538,Republican Party,,,Donald J. Trump,82
King,3538,AUB 47-3538,Republican Party,,,John R. Kasich,6
King,3538,AUB 47-3538,Republican Party,,,Registered Voters,723
King,3538,AUB 47-3538,Republican Party,,,Ted Cruz,10
King,3538,AUB 47-3538,Republican Party,,,Write-In,2
King,3539,AUB 47-3539,Democratic Party,,,Bernie Sanders,38
King,3539,AUB 47-3539,Democratic Party,,,Hillary Clinton,49
King,3539,AUB 47-3539,Democratic Party,,,Registered Voters,451
King,3539,AUB 47-3539,Democratic Party,,,Write-In,0
King,3539,AUB 47-3539,Republican Party,,,Ben Carson,0
King,3539,AUB 47-3539,Republican Party,,,Donald J. Trump,51
King,3539,AUB 47-3539,Republican Party,,,John R. Kasich,11
King,3539,AUB 47-3539,Republican Party,,,Registered Voters,451
King,3539,AUB 47-3539,Republican Party,,,Ted Cruz,6
King,3539,AUB 47-3539,Republican Party,,,Write-In,2
King,3585,AUB 47-3585,Democratic Party,,,Bernie Sanders,23
King,3585,AUB 47-3585,Democratic Party,,,Hillary Clinton,45
King,3585,AUB 47-3585,Democratic Party,,,Registered Voters,405
King,3585,AUB 47-3585,Democratic Party,,,Write-In,0
King,3585,AUB 47-3585,Republican Party,,,Ben Carson,3
King,3585,AUB 47-3585,Republican Party,,,Donald J. Trump,24
King,3585,AUB 47-3585,Republican Party,,,John R. Kasich,7
King,3585,AUB 47-3585,Republican Party,,,Registered Voters,405
King,3585,AUB 47-3585,Republican Party,,,Ted Cruz,1
King,3585,AUB 47-3585,Republican Party,,,Write-In,0
King,3591,AUB 47-3591,Democratic Party,,,Bernie Sanders,29
King,3591,AUB 47-3591,Democratic Party,,,Hillary Clinton,48
King,3591,AUB 47-3591,Democratic Party,,,Registered Voters,454
King,3591,AUB 47-3591,Democratic Party,,,Write-In,1
King,3591,AUB 47-3591,Republican Party,,,Ben Carson,4
King,3591,AUB 47-3591,Republican Party,,,Donald J. Trump,47
King,3591,AUB 47-3591,Republican Party,,,John R. Kasich,3
King,3591,AUB 47-3591,Republican Party,,,Registered Voters,454
King,3591,AUB 47-3591,Republican Party,,,Ted Cruz,9
King,3591,AUB 47-3591,Republican Party,,,Write-In,0
King,3635,AUB 47-3635,Democratic Party,,,Bernie Sanders,49
King,3635,AUB 47-3635,Democratic Party,,,Hillary Clinton,50
King,3635,AUB 47-3635,Democratic Party,,,Registered Voters,749
King,3635,AUB 47-3635,Democratic Party,,,Write-In,1
King,3635,AUB 47-3635,Republican Party,,,Ben Carson,1
King,3635,AUB 47-3635,Republican Party,,,Donald J. Trump,74
King,3635,AUB 47-3635,Republican Party,,,John R. Kasich,11
King,3635,AUB 47-3635,Republican Party,,,Registered Voters,749
King,3635,AUB 47-3635,Republican Party,,,Ted Cruz,16
King,3635,AUB 47-3635,Republican Party,,,Write-In,0
King,3718,AUB 47-3718,Democratic Party,,,Bernie Sanders,19
King,3718,AUB 47-3718,Democratic Party,,,Hillary Clinton,41
King,3718,AUB 47-3718,Democratic Party,,,Registered Voters,259
King,3718,AUB 47-3718,Democratic Party,,,Write-In,0
King,3718,AUB 47-3718,Republican Party,,,Ben Carson,4
King,3718,AUB 47-3718,Republican Party,,,Donald J. Trump,32
King,3718,AUB 47-3718,Republican Party,,,John R. Kasich,7
King,3718,AUB 47-3718,Republican Party,,,Registered Voters,259
King,3718,AUB 47-3718,Republican Party,,,Ted Cruz,1
King,3718,AUB 47-3718,Republican Party,,,Write-In,4
King,89,AVALON,Democratic Party,,,Bernie Sanders,25
King,89,AVALON,Democratic Party,,,Hillary Clinton,42
King,89,AVALON,Democratic Party,,,Registered Voters,394
King,89,AVALON,Democratic Party,,,Write-In,1
King,89,AVALON,Republican Party,,,Ben Carson,5
King,89,AVALON,Republican Party,,,Donald J. Trump,45
King,89,AVALON,Republican Party,,,John R. Kasich,4
King,89,AVALON,Republican Party,,,Registered Voters,394
King,89,AVALON,Republican Party,,,Ted Cruz,6
King,89,AVALON,Republican Party,,,Write-In,0
King,91,AVONDALE,Democratic Party,,,Bernie Sanders,29
King,91,AVONDALE,Democratic Party,,,Hillary Clinton,27
King,91,AVONDALE,Democratic Party,,,Registered Voters,294
King,91,AVONDALE,Democratic Party,,,Write-In,0
King,91,AVONDALE,Republican Party,,,Ben Carson,1
King,91,AVONDALE,Republican Party,,,Donald J. Trump,36
King,91,AVONDALE,Republican Party,,,John R. Kasich,10
King,91,AVONDALE,Republican Party,,,Registered Voters,294
King,91,AVONDALE,Republican Party,,,Ted Cruz,5
King,91,AVONDALE,Republican Party,,,Write-In,3
King,3334,BACUS,Democratic Party,,,Bernie Sanders,66
King,3334,BACUS,Democratic Party,,,Hillary Clinton,50
King,3334,BACUS,Democratic Party,,,Registered Voters,471
King,3334,BACUS,Democratic Party,,,Write-In,0
King,3334,BACUS,Republican Party,,,Ben Carson,0
King,3334,BACUS,Republican Party,,,Donald J. Trump,33
King,3334,BACUS,Republican Party,,,John R. Kasich,4
King,3334,BACUS,Republican Party,,,Registered Voters,471
King,3334,BACUS,Republican Party,,,Ted Cruz,14
King,3334,BACUS,Republican Party,,,Write-In,2
King,93,BAKER,Democratic Party,,,Bernie Sanders,153
King,93,BAKER,Democratic Party,,,Hillary Clinton,104
King,93,BAKER,Democratic Party,,,Registered Voters,630
King,93,BAKER,Democratic Party,,,Write-In,0
King,93,BAKER,Republican Party,,,Ben Carson,3
King,93,BAKER,Republican Party,,,Donald J. Trump,27
King,93,BAKER,Republican Party,,,John R. Kasich,6
King,93,BAKER,Republican Party,,,Registered Voters,630
King,93,BAKER,Republican Party,,,Ted Cruz,3
King,93,BAKER,Republican Party,,,Write-In,1
King,239,B-D 05-0239,Democratic Party,,,Bernie Sanders,22
King,239,B-D 05-0239,Democratic Party,,,Hillary Clinton,27
King,239,B-D 05-0239,Democratic Party,,,Registered Voters,587
King,239,B-D 05-0239,Democratic Party,,,Write-In,0
King,239,B-D 05-0239,Republican Party,,,Ben Carson,5
King,239,B-D 05-0239,Republican Party,,,Donald J. Trump,75
King,239,B-D 05-0239,Republican Party,,,John R. Kasich,7
King,239,B-D 05-0239,Republican Party,,,Registered Voters,587
King,239,B-D 05-0239,Republican Party,,,Ted Cruz,4
King,239,B-D 05-0239,Republican Party,,,Write-In,5
King,240,B-D 05-0240,Democratic Party,,,Bernie Sanders,25
King,240,B-D 05-0240,Democratic Party,,,Hillary Clinton,26
King,240,B-D 05-0240,Democratic Party,,,Registered Voters,444
King,240,B-D 05-0240,Democratic Party,,,Write-In,0
King,240,B-D 05-0240,Republican Party,,,Ben Carson,6
King,240,B-D 05-0240,Republican Party,,,Donald J. Trump,58
King,240,B-D 05-0240,Republican Party,,,John R. Kasich,4
