county,precinct_code,precinct,office,district,party,candidate,votes
King,3290,CAR 05-3290,Republican Party,,,Write-In,3
King,292,CARPENTER,Democratic Party,,,Bernie Sanders,101
King,292,CARPENTER,Democratic Party,,,Hillary Clinton,57
King,292,CARPENTER,Democratic Party,,,Registered Voters,451
King,292,CARPENTER,Democratic Party,,,Write-In,0
King,292,CARPENTER,Republican Party,,,Ben Carson,1
King,292,CARPENTER,Republican Party,,,Donald J. Trump,12
King,292,CARPENTER,Republican Party,,,John R. Kasich,5
King,292,CARPENTER,Republican Party,,,Registered Voters,451
King,292,CARPENTER,Republican Party,,,Ted Cruz,3
King,292,CARPENTER,Republican Party,,,Write-In,0
King,2705,CARRIAGE,Democratic Party,,,Bernie Sanders,28
King,2705,CARRIAGE,Democratic Party,,,Hillary Clinton,59
King,2705,CARRIAGE,Democratic Party,,,Registered Voters,390
King,2705,CARRIAGE,Democratic Party,,,Write-In,0
King,2705,CARRIAGE,Republican Party,,,Ben Carson,3
King,2705,CARRIAGE,Republican Party,,,Donald J. Trump,35
King,2705,CARRIAGE,Republican Party,,,John R. Kasich,3
King,2705,CARRIAGE,Republican Party,,,Registered Voters,390
King,2705,CARRIAGE,Republican Party,,,Ted Cruz,12
King,2705,CARRIAGE,Republican Party,,,Write-In,2
King,293,CARRIAGE LANE,Democratic Party,,,Bernie Sanders,40
King,293,CARRIAGE LANE,Democratic Party,,,Hillary Clinton,90
King,293,CARRIAGE LANE,Democratic Party,,,Registered Voters,634
King,293,CARRIAGE LANE,Democratic Party,,,Write-In,0
King,293,CARRIAGE LANE,Republican Party,,,Ben Carson,0
King,293,CARRIAGE LANE,Republican Party,,,Donald J. Trump,53
King,293,CARRIAGE LANE,Republican Party,,,John R. Kasich,14
King,293,CARRIAGE LANE,Republican Party,,,Registered Voters,634
King,293,CARRIAGE LANE,Republican Party,,,Ted Cruz,10
King,293,CARRIAGE LANE,Republican Party,,,Write-In,0
King,300,CEDAR PARK,Democratic Party,,,Bernie Sanders,14
King,300,CEDAR PARK,Democratic Party,,,Hillary Clinton,15
King,300,CEDAR PARK,Democratic Party,,,Registered Voters,214
King,300,CEDAR PARK,Democratic Party,,,Write-In,0
King,300,CEDAR PARK,Republican Party,,,Ben Carson,1
King,300,CEDAR PARK,Republican Party,,,Donald J. Trump,27
King,300,CEDAR PARK,Republican Party,,,John R. Kasich,1
King,300,CEDAR PARK,Republican Party,,,Registered Voters,214
King,300,CEDAR PARK,Republican Party,,,Ted Cruz,3
King,300,CEDAR PARK,Republican Party,,,Write-In,0
King,301,CEDAR RIVER,Democratic Party,,,Bernie Sanders,39
King,301,CEDAR RIVER,Democratic Party,,,Hillary Clinton,44
King,301,CEDAR RIVER,Democratic Party,,,Registered Voters,481
King,301,CEDAR RIVER,Democratic Party,,,Write-In,0
King,301,CEDAR RIVER,Republican Party,,,Ben Carson,1
King,301,CEDAR RIVER,Republican Party,,,Donald J. Trump,57
King,301,CEDAR RIVER,Republican Party,,,John R. Kasich,6
King,301,CEDAR RIVER,Republican Party,,,Registered Voters,481
King,301,CEDAR RIVER,Republican Party,,,Ted Cruz,14
King,301,CEDAR RIVER,Republican Party,,,Write-In,3
King,321,C-H 48-0321,Democratic Party,,,Bernie Sanders,5
King,321,C-H 48-0321,Democratic Party,,,Hillary Clinton,38
King,321,C-H 48-0321,Democratic Party,,,Registered Voters,328
King,321,C-H 48-0321,Democratic Party,,,Write-In,2
King,321,C-H 48-0321,Republican Party,,,Ben Carson,0
King,321,C-H 48-0321,Republican Party,,,Donald J. Trump,44
King,321,C-H 48-0321,Republican Party,,,John R. Kasich,17
King,321,C-H 48-0321,Republican Party,,,Registered Voters,328
King,321,C-H 48-0321,Republican Party,,,Ted Cruz,4
King,321,C-H 48-0321,Republican Party,,,Write-In,0
King,322,C-H 48-0322,Democratic Party,,,Bernie Sanders,10
King,322,C-H 48-0322,Democratic Party,,,Hillary Clinton,19
King,322,C-H 48-0322,Democratic Party,,,Registered Voters,256
King,322,C-H 48-0322,Democratic Party,,,Write-In,0
King,322,C-H 48-0322,Republican Party,,,Ben Carson,1
King,322,C-H 48-0322,Republican Party,,,Donald J. Trump,30
King,322,C-H 48-0322,Republican Party,,,John R. Kasich,10
King,322,C-H 48-0322,Republican Party,,,Registered Voters,256
King,322,C-H 48-0322,Republican Party,,,Ted Cruz,0
King,322,C-H 48-0322,Republican Party,,,Write-In,0
King,323,C-H 48-0323,Democratic Party,,,Bernie Sanders,16
King,323,C-H 48-0323,Democratic Party,,,Hillary Clinton,48
King,323,C-H 48-0323,Democratic Party,,,Registered Voters,418
King,323,C-H 48-0323,Democratic Party,,,Write-In,0
King,323,C-H 48-0323,Republican Party,,,Ben Carson,2
King,323,C-H 48-0323,Republican Party,,,Donald J. Trump,54
King,323,C-H 48-0323,Republican Party,,,John R. Kasich,28
King,323,C-H 48-0323,Republican Party,,,Registered Voters,418
King,323,C-H 48-0323,Republican Party,,,Ted Cruz,2
King,323,C-H 48-0323,Republican Party,,,Write-In,1
King,324,C-H 48-0324,Democratic Party,,,Bernie Sanders,25
King,324,C-H 48-0324,Democratic Party,,,Hillary Clinton,50
King,324,C-H 48-0324,Democratic Party,,,Registered Voters,432
King,324,C-H 48-0324,Democratic Party,,,Write-In,1
King,324,C-H 48-0324,Republican Party,,,Ben Carson,1
King,324,C-H 48-0324,Republican Party,,,Donald J. Trump,35
King,324,C-H 48-0324,Republican Party,,,John R. Kasich,18
King,324,C-H 48-0324,Republican Party,,,Registered Voters,432
King,324,C-H 48-0324,Republican Party,,,Ted Cruz,4
King,324,C-H 48-0324,Republican Party,,,Write-In,0
King,325,C-H 48-0325,Democratic Party,,,Bernie Sanders,16
King,325,C-H 48-0325,Democratic Party,,,Hillary Clinton,61
King,325,C-H 48-0325,Democratic Party,,,Registered Voters,468
King,325,C-H 48-0325,Democratic Party,,,Write-In,0
King,325,C-H 48-0325,Republican Party,,,Ben Carson,1
King,325,C-H 48-0325,Republican Party,,,Donald J. Trump,51
King,325,C-H 48-0325,Republican Party,,,John R. Kasich,22
King,325,C-H 48-0325,Republican Party,,,Registered Voters,468
King,325,C-H 48-0325,Republican Party,,,Ted Cruz,1
King,325,C-H 48-0325,Republican Party,,,Write-In,0
King,326,C-H 48-0326,Democratic Party,,,Bernie Sanders,11
King,326,C-H 48-0326,Democratic Party,,,Hillary Clinton,36
King,326,C-H 48-0326,Democratic Party,,,Registered Voters,273
King,326,C-H 48-0326,Democratic Party,,,Write-In,0
King,326,C-H 48-0326,Republican Party,,,Ben Carson,2
King,326,C-H 48-0326,Republican Party,,,Donald J. Trump,24
King,326,C-H 48-0326,Republican Party,,,John R. Kasich,9
King,326,C-H 48-0326,Republican Party,,,Registered Voters,273
King,326,C-H 48-0326,Republican Party,,,Ted Cruz,3
King,326,C-H 48-0326,Republican Party,,,Write-In,0
King,310,CHAUTAUQUA,Democratic Party,,,Bernie Sanders,80
King,310,CHAUTAUQUA,Democratic Party,,,Hillary Clinton,77
King,310,CHAUTAUQUA,Democratic Party,,,Registered Voters,422
King,310,CHAUTAUQUA,Democratic Party,,,Write-In,1
King,310,CHAUTAUQUA,Republican Party,,,Ben Carson,1
King,310,CHAUTAUQUA,Republican Party,,,Donald J. Trump,18
King,310,CHAUTAUQUA,Republican Party,,,John R. Kasich,6
King,310,CHAUTAUQUA,Republican Party,,,Registered Voters,422
King,310,CHAUTAUQUA,Republican Party,,,Ted Cruz,1
King,310,CHAUTAUQUA,Republican Party,,,Write-In,0
King,314,CHERRY VALLEY,Democratic Party,,,Bernie Sanders,70
King,314,CHERRY VALLEY,Democratic Party,,,Hillary Clinton,38
King,314,CHERRY VALLEY,Democratic Party,,,Registered Voters,551
King,314,CHERRY VALLEY,Democratic Party,,,Write-In,0
King,314,CHERRY VALLEY,Republican Party,,,Ben Carson,2
King,314,CHERRY VALLEY,Republican Party,,,Donald J. Trump,70
King,314,CHERRY VALLEY,Republican Party,,,John R. Kasich,4
King,314,CHERRY VALLEY,Republican Party,,,Registered Voters,551
King,314,CHERRY VALLEY,Republican Party,,,Ted Cruz,10
King,314,CHERRY VALLEY,Republican Party,,,Write-In,2
King,315,CHINOOK,Democratic Party,,,Bernie Sanders,44
King,315,CHINOOK,Democratic Party,,,Hillary Clinton,55
King,315,CHINOOK,Democratic Party,,,Registered Voters,701
King,315,CHINOOK,Democratic Party,,,Write-In,0
King,315,CHINOOK,Republican Party,,,Ben Carson,1
King,315,CHINOOK,Republican Party,,,Donald J. Trump,101
King,315,CHINOOK,Republican Party,,,John R. Kasich,4
King,315,CHINOOK,Republican Party,,,Registered Voters,701
King,315,CHINOOK,Republican Party,,,Ted Cruz,18
King,315,CHINOOK,Republican Party,,,Write-In,1
King,2480,CHURCHILL,Democratic Party,,,Bernie Sanders,42
King,2480,CHURCHILL,Democratic Party,,,Hillary Clinton,56
King,2480,CHURCHILL,Democratic Party,,,Registered Voters,438
King,2480,CHURCHILL,Democratic Party,,,Write-In,0
King,2480,CHURCHILL,Republican Party,,,Ben Carson,2
King,2480,CHURCHILL,Republican Party,,,Donald J. Trump,29
King,2480,CHURCHILL,Republican Party,,,John R. Kasich,7
King,2480,CHURCHILL,Republican Party,,,Registered Voters,438
King,2480,CHURCHILL,Republican Party,,,Ted Cruz,6
King,2480,CHURCHILL,Republican Party,,,Write-In,1
King,2391,CLAY,Democratic Party,,,Bernie Sanders,28
King,2391,CLAY,Democratic Party,,,Hillary Clinton,33
King,2391,CLAY,Democratic Party,,,Registered Voters,437
King,2391,CLAY,Democratic Party,,,Write-In,0
King,2391,CLAY,Republican Party,,,Ben Carson,1
King,2391,CLAY,Republican Party,,,Donald J. Trump,64
King,2391,CLAY,Republican Party,,,John R. Kasich,11
King,2391,CLAY,Republican Party,,,Registered Voters,437
King,2391,CLAY,Republican Party,,,Ted Cruz,5
King,2391,CLAY,Republican Party,,,Write-In,1
King,318,CLEVELAND,Democratic Party,,,Bernie Sanders,17
King,318,CLEVELAND,Democratic Party,,,Hillary Clinton,47
King,318,CLEVELAND,Democratic Party,,,Registered Voters,341
King,318,CLEVELAND,Democratic Party,,,Write-In,0
King,318,CLEVELAND,Republican Party,,,Ben Carson,0
King,318,CLEVELAND,Republican Party,,,Donald J. Trump,34
King,318,CLEVELAND,Republican Party,,,John R. Kasich,5
King,318,CLEVELAND,Republican Party,,,Registered Voters,341
King,318,CLEVELAND,Republican Party,,,Ted Cruz,8
King,318,CLEVELAND,Republican Party,,,Write-In,1
King,320,CLOVER,Democratic Party,,,Bernie Sanders,34
King,320,CLOVER,Democratic Party,,,Hillary Clinton,35
King,320,CLOVER,Democratic Party,,,Registered Voters,585
King,320,CLOVER,Democratic Party,,,Write-In,1
King,320,CLOVER,Republican Party,,,Ben Carson,0
King,320,CLOVER,Republican Party,,,Donald J. Trump,66
King,320,CLOVER,Republican Party,,,John R. Kasich,4
King,320,CLOVER,Republican Party,,,Registered Voters,585
King,320,CLOVER,Republican Party,,,Ted Cruz,8
King,320,CLOVER,Republican Party,,,Write-In,1
King,327,COALFIELD,Democratic Party,,,Bernie Sanders,63
King,327,COALFIELD,Democratic Party,,,Hillary Clinton,72
King,327,COALFIELD,Democratic Party,,,Registered Voters,749
King,327,COALFIELD,Democratic Party,,,Write-In,3
King,327,COALFIELD,Republican Party,,,Ben Carson,1
King,327,COALFIELD,Republican Party,,,Donald J. Trump,66
King,327,COALFIELD,Republican Party,,,John R. Kasich,15
King,327,COALFIELD,Republican Party,,,Registered Voters,749
King,327,COALFIELD,Republican Party,,,Ted Cruz,9
King,327,COALFIELD,Republican Party,,,Write-In,0
King,2803,COLLEEN,Democratic Party,,,Bernie Sanders,49
King,2803,COLLEEN,Democratic Party,,,Hillary Clinton,54
King,2803,COLLEEN,Democratic Party,,,Registered Voters,500
King,2803,COLLEEN,Democratic Party,,,Write-In,0
King,2803,COLLEEN,Republican Party,,,Ben Carson,1
King,2803,COLLEEN,Republican Party,,,Donald J. Trump,31
King,2803,COLLEEN,Republican Party,,,John R. Kasich,14
King,2803,COLLEEN,Republican Party,,,Registered Voters,500
King,2803,COLLEEN,Republican Party,,,Ted Cruz,3
King,2803,COLLEEN,Republican Party,,,Write-In,0
King,330,COLVOS,Democratic Party,,,Bernie Sanders,52
King,330,COLVOS,Democratic Party,,,Hillary Clinton,46
King,330,COLVOS,Democratic Party,,,Registered Voters,267
King,330,COLVOS,Democratic Party,,,Write-In,0
King,330,COLVOS,Republican Party,,,Ben Carson,1
King,330,COLVOS,Republican Party,,,Donald J. Trump,15
King,330,COLVOS,Republican Party,,,John R. Kasich,8
King,330,COLVOS,Republican Party,,,Registered Voters,267
King,330,COLVOS,Republican Party,,,Ted Cruz,3
King,330,COLVOS,Republican Party,,,Write-In,0
King,331,CONNAUGHT,Democratic Party,,,Bernie Sanders,67
King,331,CONNAUGHT,Democratic Party,,,Hillary Clinton,101
King,331,CONNAUGHT,Democratic Party,,,Registered Voters,631
King,331,CONNAUGHT,Democratic Party,,,Write-In,0
King,331,CONNAUGHT,Republican Party,,,Ben Carson,5
King,331,CONNAUGHT,Republican Party,,,Donald J. Trump,66
King,331,CONNAUGHT,Republican Party,,,John R. Kasich,10
King,331,CONNAUGHT,Republican Party,,,Registered Voters,631
King,331,CONNAUGHT,Republican Party,,,Ted Cruz,6
King,331,CONNAUGHT,Republican Party,,,Write-In,4
King,3333,COOPER,Democratic Party,,,Bernie Sanders,41
King,3333,COOPER,Democratic Party,,,Hillary Clinton,44
King,3333,COOPER,Democratic Party,,,Registered Voters,474
King,3333,COOPER,Democratic Party,,,Write-In,1
King,3333,COOPER,Republican Party,,,Ben Carson,1
King,3333,COOPER,Republican Party,,,Donald J. Trump,55
King,3333,COOPER,Republican Party,,,John R. Kasich,9
King,3333,COOPER,Republican Party,,,Registered Voters,474
King,3333,COOPER,Republican Party,,,Ted Cruz,3
King,3333,COOPER,Republican Party,,,Write-In,3
King,336,CORNELL,Democratic Party,,,Bernie Sanders,64
King,336,CORNELL,Democratic Party,,,Hillary Clinton,113
King,336,CORNELL,Democratic Party,,,Registered Voters,592
King,336,CORNELL,Democratic Party,,,Write-In,1
King,336,CORNELL,Republican Party,,,Ben Carson,1
King,336,CORNELL,Republican Party,,,Donald J. Trump,14
King,336,CORNELL,Republican Party,,,John R. Kasich,4
King,336,CORNELL,Republican Party,,,Registered Voters,592
King,336,CORNELL,Republican Party,,,Ted Cruz,6
King,336,CORNELL,Republican Party,,,Write-In,1
King,2725,CORWIN,Democratic Party,,,Bernie Sanders,68
King,2725,CORWIN,Democratic Party,,,Hillary Clinton,77
King,2725,CORWIN,Democratic Party,,,Registered Voters,821
King,2725,CORWIN,Democratic Party,,,Write-In,1
King,2725,CORWIN,Republican Party,,,Ben Carson,3
King,2725,CORWIN,Republican Party,,,Donald J. Trump,60
King,2725,CORWIN,Republican Party,,,John R. Kasich,9
King,2725,CORWIN,Republican Party,,,Registered Voters,821
King,2725,CORWIN,Republican Party,,,Ted Cruz,20
King,2725,CORWIN,Republican Party,,,Write-In,5
King,338,COTTAGE LAKE,Democratic Party,,,Bernie Sanders,48
King,338,COTTAGE LAKE,Democratic Party,,,Hillary Clinton,54
King,338,COTTAGE LAKE,Democratic Party,,,Registered Voters,451
King,338,COTTAGE LAKE,Democratic Party,,,Write-In,2
King,338,COTTAGE LAKE,Republican Party,,,Ben Carson,2
King,338,COTTAGE LAKE,Republican Party,,,Donald J. Trump,56
King,338,COTTAGE LAKE,Republican Party,,,John R. Kasich,5
King,338,COTTAGE LAKE,Republican Party,,,Registered Voters,451
King,338,COTTAGE LAKE,Republican Party,,,Ted Cruz,7
King,338,COTTAGE LAKE,Republican Party,,,Write-In,0
King,339,COUGAR MTN,Democratic Party,,,Bernie Sanders,0
King,339,COUGAR MTN,Democratic Party,,,Hillary Clinton,0
King,339,COUGAR MTN,Democratic Party,,,Registered Voters,7
King,339,COUGAR MTN,Democratic Party,,,Write-In,0
King,339,COUGAR MTN,Republican Party,,,Ben Carson,0
King,339,COUGAR MTN,Republican Party,,,Donald J. Trump,0
King,339,COUGAR MTN,Republican Party,,,John R. Kasich,1
King,339,COUGAR MTN,Republican Party,,,Registered Voters,7
King,339,COUGAR MTN,Republican Party,,,Ted Cruz,1
King,339,COUGAR MTN,Republican Party,,,Write-In,0
King,279,COV 47-0279,Democratic Party,,,Bernie Sanders,47
King,279,COV 47-0279,Democratic Party,,,Hillary Clinton,74
King,279,COV 47-0279,Democratic Party,,,Registered Voters,848
King,279,COV 47-0279,Democratic Party,,,Write-In,0
King,279,COV 47-0279,Republican Party,,,Ben Carson,4
King,279,COV 47-0279,Republican Party,,,Donald J. Trump,93
King,279,COV 47-0279,Republican Party,,,John R. Kasich,9
King,279,COV 47-0279,Republican Party,,,Registered Voters,848
King,279,COV 47-0279,Republican Party,,,Ted Cruz,9
King,279,COV 47-0279,Republican Party,,,Write-In,0
King,313,COV 47-0313,Democratic Party,,,Bernie Sanders,43
King,313,COV 47-0313,Democratic Party,,,Hillary Clinton,27
King,313,COV 47-0313,Democratic Party,,,Registered Voters,427
King,313,COV 47-0313,Democratic Party,,,Write-In,0
King,313,COV 47-0313,Republican Party,,,Ben Carson,2
King,313,COV 47-0313,Republican Party,,,Donald J. Trump,59
King,313,COV 47-0313,Republican Party,,,John R. Kasich,8
King,313,COV 47-0313,Republican Party,,,Registered Voters,427
King,313,COV 47-0313,Republican Party,,,Ted Cruz,3
King,313,COV 47-0313,Republican Party,,,Write-In,3
King,566,COV 47-0566,Democratic Party,,,Bernie Sanders,42
King,566,COV 47-0566,Democratic Party,,,Hillary Clinton,56
King,566,COV 47-0566,Democratic Party,,,Registered Voters,761
King,566,COV 47-0566,Democratic Party,,,Write-In,0
King,566,COV 47-0566,Republican Party,,,Ben Carson,5
King,566,COV 47-0566,Republican Party,,,Donald J. Trump,73
King,566,COV 47-0566,Republican Party,,,John R. Kasich,9
King,566,COV 47-0566,Republican Party,,,Registered Voters,761
King,566,COV 47-0566,Republican Party,,,Ted Cruz,11
King,566,COV 47-0566,Republican Party,,,Write-In,1
King,1127,COV 47-1127,Democratic Party,,,Bernie Sanders,46
King,1127,COV 47-1127,Democratic Party,,,Hillary Clinton,41
King,1127,COV 47-1127,Democratic Party,,,Registered Voters,636
King,1127,COV 47-1127,Democratic Party,,,Write-In,0
King,1127,COV 47-1127,Republican Party,,,Ben Carson,2
King,1127,COV 47-1127,Republican Party,,,Donald J. Trump,44
King,1127,COV 47-1127,Republican Party,,,John R. Kasich,9
King,1127,COV 47-1127,Republican Party,,,Registered Voters,636
King,1127,COV 47-1127,Republican Party,,,Ted Cruz,12
King,1127,COV 47-1127,Republican Party,,,Write-In,4
King,1145,COV 47-1145,Democratic Party,,,Bernie Sanders,46
King,1145,COV 47-1145,Democratic Party,,,Hillary Clinton,87
King,1145,COV 47-1145,Democratic Party,,,Registered Voters,703
King,1145,COV 47-1145,Democratic Party,,,Write-In,0
King,1145,COV 47-1145,Republican Party,,,Ben Carson,5
King,1145,COV 47-1145,Republican Party,,,Donald J. Trump,58
King,1145,COV 47-1145,Republican Party,,,John R. Kasich,13
King,1145,COV 47-1145,Republican Party,,,Registered Voters,703
King,1145,COV 47-1145,Republican Party,,,Ted Cruz,9
King,1145,COV 47-1145,Republican Party,,,Write-In,2
King,1153,COV 47-1153,Democratic Party,,,Bernie Sanders,37
King,1153,COV 47-1153,Democratic Party,,,Hillary Clinton,62
King,1153,COV 47-1153,Democratic Party,,,Registered Voters,661
King,1153,COV 47-1153,Democratic Party,,,Write-In,0
King,1153,COV 47-1153,Republican Party,,,Ben Carson,4
King,1153,COV 47-1153,Republican Party,,,Donald J. Trump,66
King,1153,COV 47-1153,Republican Party,,,John R. Kasich,4
King,1153,COV 47-1153,Republican Party,,,Registered Voters,661
King,1153,COV 47-1153,Republican Party,,,Ted Cruz,9
King,1153,COV 47-1153,Republican Party,,,Write-In,0
King,1203,COV 47-1203,Democratic Party,,,Bernie Sanders,43
King,1203,COV 47-1203,Democratic Party,,,Hillary Clinton,49
King,1203,COV 47-1203,Democratic Party,,,Registered Voters,691
King,1203,COV 47-1203,Democratic Party,,,Write-In,0
King,1203,COV 47-1203,Republican Party,,,Ben Carson,4
King,1203,COV 47-1203,Republican Party,,,Donald J. Trump,62
King,1203,COV 47-1203,Republican Party,,,John R. Kasich,12
King,1203,COV 47-1203,Republican Party,,,Registered Voters,691
King,1203,COV 47-1203,Republican Party,,,Ted Cruz,14
King,1203,COV 47-1203,Republican Party,,,Write-In,3
King,2390,COV 47-2390,Democratic Party,,,Bernie Sanders,50
King,2390,COV 47-2390,Democratic Party,,,Hillary Clinton,32
King,2390,COV 47-2390,Democratic Party,,,Registered Voters,537
King,2390,COV 47-2390,Democratic Party,,,Write-In,0
King,2390,COV 47-2390,Republican Party,,,Ben Carson,5
King,2390,COV 47-2390,Republican Party,,,Donald J. Trump,39
King,2390,COV 47-2390,Republican Party,,,John R. Kasich,5
King,2390,COV 47-2390,Republican Party,,,Registered Voters,537
King,2390,COV 47-2390,Republican Party,,,Ted Cruz,4
King,2390,COV 47-2390,Republican Party,,,Write-In,0
King,2586,COV 47-2586,Democratic Party,,,Bernie Sanders,44
King,2586,COV 47-2586,Democratic Party,,,Hillary Clinton,41
King,2586,COV 47-2586,Democratic Party,,,Registered Voters,601
King,2586,COV 47-2586,Democratic Party,,,Write-In,0
King,2586,COV 47-2586,Republican Party,,,Ben Carson,2
King,2586,COV 47-2586,Republican Party,,,Donald J. Trump,49
King,2586,COV 47-2586,Republican Party,,,John R. Kasich,2
King,2586,COV 47-2586,Republican Party,,,Registered Voters,601
King,2586,COV 47-2586,Republican Party,,,Ted Cruz,14
King,2586,COV 47-2586,Republican Party,,,Write-In,4
King,2711,COV 47-2711,Democratic Party,,,Bernie Sanders,54
King,2711,COV 47-2711,Democratic Party,,,Hillary Clinton,46
King,2711,COV 47-2711,Democratic Party,,,Registered Voters,555
King,2711,COV 47-2711,Democratic Party,,,Write-In,0
King,2711,COV 47-2711,Republican Party,,,Ben Carson,6
King,2711,COV 47-2711,Republican Party,,,Donald J. Trump,48
King,2711,COV 47-2711,Republican Party,,,John R. Kasich,7
King,2711,COV 47-2711,Republican Party,,,Registered Voters,555
King,2711,COV 47-2711,Republican Party,,,Ted Cruz,3
King,2711,COV 47-2711,Republican Party,,,Write-In,0
King,2843,COV 47-2843,Democratic Party,,,Bernie Sanders,70
King,2843,COV 47-2843,Democratic Party,,,Hillary Clinton,64
King,2843,COV 47-2843,Democratic Party,,,Registered Voters,866
King,2843,COV 47-2843,Democratic Party,,,Write-In,1
King,2843,COV 47-2843,Republican Party,,,Ben Carson,11
King,2843,COV 47-2843,Republican Party,,,Donald J. Trump,49
King,2843,COV 47-2843,Republican Party,,,John R. Kasich,8
King,2843,COV 47-2843,Republican Party,,,Registered Voters,866
King,2843,COV 47-2843,Republican Party,,,Ted Cruz,19
King,2843,COV 47-2843,Republican Party,,,Write-In,3
King,2982,COV 47-2982,Democratic Party,,,Bernie Sanders,48
King,2982,COV 47-2982,Democratic Party,,,Hillary Clinton,31
King,2982,COV 47-2982,Democratic Party,,,Registered Voters,581
King,2982,COV 47-2982,Democratic Party,,,Write-In,0
King,2982,COV 47-2982,Republican Party,,,Ben Carson,5
King,2982,COV 47-2982,Republican Party,,,Donald J. Trump,43
King,2982,COV 47-2982,Republican Party,,,John R. Kasich,5
King,2982,COV 47-2982,Republican Party,,,Registered Voters,581
King,2982,COV 47-2982,Republican Party,,,Ted Cruz,13
King,2982,COV 47-2982,Republican Party,,,Write-In,0
King,3244,COV 47-3244,Democratic Party,,,Bernie Sanders,34
King,3244,COV 47-3244,Democratic Party,,,Hillary Clinton,25
King,3244,COV 47-3244,Democratic Party,,,Registered Voters,516
King,3244,COV 47-3244,Democratic Party,,,Write-In,0
King,3244,COV 47-3244,Republican Party,,,Ben Carson,1
King,3244,COV 47-3244,Republican Party,,,Donald J. Trump,41
King,3244,COV 47-3244,Republican Party,,,John R. Kasich,0
King,3244,COV 47-3244,Republican Party,,,Registered Voters,516
King,3244,COV 47-3244,Republican Party,,,Ted Cruz,5
King,3244,COV 47-3244,Republican Party,,,Write-In,0
King,3279,COV 47-3279,Democratic Party,,,Bernie Sanders,50
King,3279,COV 47-3279,Democratic Party,,,Hillary Clinton,84
King,3279,COV 47-3279,Democratic Party,,,Registered Voters,766
King,3279,COV 47-3279,Democratic Party,,,Write-In,0
King,3279,COV 47-3279,Republican Party,,,Ben Carson,3
King,3279,COV 47-3279,Republican Party,,,Donald J. Trump,59
King,3279,COV 47-3279,Republican Party,,,John R. Kasich,6
King,3279,COV 47-3279,Republican Party,,,Registered Voters,766
King,3279,COV 47-3279,Republican Party,,,Ted Cruz,6
King,3279,COV 47-3279,Republican Party,,,Write-In,0
King,3365,COV 47-3365,Democratic Party,,,Bernie Sanders,21
King,3365,COV 47-3365,Democratic Party,,,Hillary Clinton,22
King,3365,COV 47-3365,Democratic Party,,,Registered Voters,297
King,3365,COV 47-3365,Democratic Party,,,Write-In,0
King,3365,COV 47-3365,Republican Party,,,Ben Carson,0
King,3365,COV 47-3365,Republican Party,,,Donald J. Trump,49
King,3365,COV 47-3365,Republican Party,,,John R. Kasich,3
King,3365,COV 47-3365,Republican Party,,,Registered Voters,297
King,3365,COV 47-3365,Republican Party,,,Ted Cruz,3
King,3365,COV 47-3365,Republican Party,,,Write-In,0
King,3517,COV 47-3517,Democratic Party,,,Bernie Sanders,11
King,3517,COV 47-3517,Democratic Party,,,Hillary Clinton,30
King,3517,COV 47-3517,Democratic Party,,,Registered Voters,261
King,3517,COV 47-3517,Democratic Party,,,Write-In,0
King,3517,COV 47-3517,Republican Party,,,Ben Carson,5
King,3517,COV 47-3517,Republican Party,,,Donald J. Trump,47
King,3517,COV 47-3517,Republican Party,,,John R. Kasich,3
King,3517,COV 47-3517,Republican Party,,,Registered Voters,261
King,3517,COV 47-3517,Republican Party,,,Ted Cruz,6
King,3517,COV 47-3517,Republican Party,,,Write-In,1
King,3551,COV 47-3551,Democratic Party,,,Bernie Sanders,22
King,3551,COV 47-3551,Democratic Party,,,Hillary Clinton,22
King,3551,COV 47-3551,Democratic Party,,,Registered Voters,379
King,3551,COV 47-3551,Democratic Party,,,Write-In,0
King,3551,COV 47-3551,Republican Party,,,Ben Carson,0
King,3551,COV 47-3551,Republican Party,,,Donald J. Trump,55
King,3551,COV 47-3551,Republican Party,,,John R. Kasich,11
King,3551,COV 47-3551,Republican Party,,,Registered Voters,379
King,3551,COV 47-3551,Republican Party,,,Ted Cruz,8
King,3551,COV 47-3551,Republican Party,,,Write-In,0
King,3581,COV 47-3581,Democratic Party,,,Bernie Sanders,39
King,3581,COV 47-3581,Democratic Party,,,Hillary Clinton,43
King,3581,COV 47-3581,Democratic Party,,,Registered Voters,383
King,3581,COV 47-3581,Democratic Party,,,Write-In,0
King,3581,COV 47-3581,Republican Party,,,Ben Carson,2
King,3581,COV 47-3581,Republican Party,,,Donald J. Trump,36
King,3581,COV 47-3581,Republican Party,,,John R. Kasich,3
King,3581,COV 47-3581,Republican Party,,,Registered Voters,383
King,3581,COV 47-3581,Republican Party,,,Ted Cruz,6
King,3581,COV 47-3581,Republican Party,,,Write-In,0
King,3597,COV 47-3597,Democratic Party,,,Bernie Sanders,21
King,3597,COV 47-3597,Democratic Party,,,Hillary Clinton,19
King,3597,COV 47-3597,Democratic Party,,,Registered Voters,303
King,3597,COV 47-3597,Democratic Party,,,Write-In,0
King,3597,COV 47-3597,Republican Party,,,Ben Carson,1
King,3597,COV 47-3597,Republican Party,,,Donald J. Trump,26
King,3597,COV 47-3597,Republican Party,,,John R. Kasich,9
King,3597,COV 47-3597,Republican Party,,,Registered Voters,303
