county,precinct_code,precinct,office,district,party,candidate,votes
King,2328,SEA 46-2328,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,330
King,2328,SEA 46-2328,Seattle School District No. 1 Proposition No. 1,,,Yes,42
King,2328,SEA 46-2328,Seattle School District No. 1 Proposition No. 2,,,No,28
King,2328,SEA 46-2328,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,330
King,2328,SEA 46-2328,Seattle School District No. 1 Proposition No. 2,,,Yes,41
King,2330,SEA 46-2330,Seattle School District No. 1 Proposition No. 1,,,No,19
King,2330,SEA 46-2330,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,412
King,2330,SEA 46-2330,Seattle School District No. 1 Proposition No. 1,,,Yes,105
King,2330,SEA 46-2330,Seattle School District No. 1 Proposition No. 2,,,No,23
King,2330,SEA 46-2330,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,412
King,2330,SEA 46-2330,Seattle School District No. 1 Proposition No. 2,,,Yes,101
King,2332,SEA 46-2332,Seattle School District No. 1 Proposition No. 1,,,No,26
King,2332,SEA 46-2332,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,256
King,2332,SEA 46-2332,Seattle School District No. 1 Proposition No. 1,,,Yes,37
King,2332,SEA 46-2332,Seattle School District No. 1 Proposition No. 2,,,No,28
King,2332,SEA 46-2332,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,256
King,2332,SEA 46-2332,Seattle School District No. 1 Proposition No. 2,,,Yes,36
King,2333,SEA 46-2333,Seattle School District No. 1 Proposition No. 1,,,No,33
King,2333,SEA 46-2333,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,361
King,2333,SEA 46-2333,Seattle School District No. 1 Proposition No. 1,,,Yes,67
King,2333,SEA 46-2333,Seattle School District No. 1 Proposition No. 2,,,No,33
King,2333,SEA 46-2333,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,361
King,2333,SEA 46-2333,Seattle School District No. 1 Proposition No. 2,,,Yes,67
King,2334,SEA 46-2334,Seattle School District No. 1 Proposition No. 1,,,No,55
King,2334,SEA 46-2334,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,580
King,2334,SEA 46-2334,Seattle School District No. 1 Proposition No. 1,,,Yes,131
King,2334,SEA 46-2334,Seattle School District No. 1 Proposition No. 2,,,No,51
King,2334,SEA 46-2334,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,580
King,2334,SEA 46-2334,Seattle School District No. 1 Proposition No. 2,,,Yes,133
King,2335,SEA 46-2335,Seattle School District No. 1 Proposition No. 1,,,No,28
King,2335,SEA 46-2335,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,585
King,2335,SEA 46-2335,Seattle School District No. 1 Proposition No. 1,,,Yes,93
King,2335,SEA 46-2335,Seattle School District No. 1 Proposition No. 2,,,No,29
King,2335,SEA 46-2335,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,585
King,2335,SEA 46-2335,Seattle School District No. 1 Proposition No. 2,,,Yes,92
King,2336,SEA 46-2336,Seattle School District No. 1 Proposition No. 1,,,No,47
King,2336,SEA 46-2336,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,685
King,2336,SEA 46-2336,Seattle School District No. 1 Proposition No. 1,,,Yes,105
King,2336,SEA 46-2336,Seattle School District No. 1 Proposition No. 2,,,No,49
King,2336,SEA 46-2336,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,685
King,2336,SEA 46-2336,Seattle School District No. 1 Proposition No. 2,,,Yes,104
King,2337,SEA 46-2337,Seattle School District No. 1 Proposition No. 1,,,No,27
King,2337,SEA 46-2337,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,341
King,2337,SEA 46-2337,Seattle School District No. 1 Proposition No. 1,,,Yes,63
King,2337,SEA 46-2337,Seattle School District No. 1 Proposition No. 2,,,No,27
King,2337,SEA 46-2337,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,341
King,2337,SEA 46-2337,Seattle School District No. 1 Proposition No. 2,,,Yes,63
King,2338,SEA 46-2338,Seattle School District No. 1 Proposition No. 1,,,No,27
King,2338,SEA 46-2338,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,545
King,2338,SEA 46-2338,Seattle School District No. 1 Proposition No. 1,,,Yes,86
King,2338,SEA 46-2338,Seattle School District No. 1 Proposition No. 2,,,No,29
King,2338,SEA 46-2338,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,545
King,2338,SEA 46-2338,Seattle School District No. 1 Proposition No. 2,,,Yes,84
King,2339,SEA 46-2339,Seattle School District No. 1 Proposition No. 1,,,No,30
King,2339,SEA 46-2339,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,312
King,2339,SEA 46-2339,Seattle School District No. 1 Proposition No. 1,,,Yes,57
King,2339,SEA 46-2339,Seattle School District No. 1 Proposition No. 2,,,No,36
King,2339,SEA 46-2339,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,312
King,2339,SEA 46-2339,Seattle School District No. 1 Proposition No. 2,,,Yes,52
King,2340,SEA 46-2340,Seattle School District No. 1 Proposition No. 1,,,No,48
King,2340,SEA 46-2340,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,661
King,2340,SEA 46-2340,Seattle School District No. 1 Proposition No. 1,,,Yes,120
King,2340,SEA 46-2340,Seattle School District No. 1 Proposition No. 2,,,No,43
King,2340,SEA 46-2340,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,661
King,2340,SEA 46-2340,Seattle School District No. 1 Proposition No. 2,,,Yes,124
King,2341,SEA 46-2341,Seattle School District No. 1 Proposition No. 1,,,No,57
King,2341,SEA 46-2341,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,573
King,2341,SEA 46-2341,Seattle School District No. 1 Proposition No. 1,,,Yes,112
King,2341,SEA 46-2341,Seattle School District No. 1 Proposition No. 2,,,No,65
King,2341,SEA 46-2341,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,573
King,2341,SEA 46-2341,Seattle School District No. 1 Proposition No. 2,,,Yes,106
King,2342,SEA 46-2342,Seattle School District No. 1 Proposition No. 1,,,No,44
King,2342,SEA 46-2342,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,382
King,2342,SEA 46-2342,Seattle School District No. 1 Proposition No. 1,,,Yes,58
King,2342,SEA 46-2342,Seattle School District No. 1 Proposition No. 2,,,No,44
King,2342,SEA 46-2342,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,382
King,2342,SEA 46-2342,Seattle School District No. 1 Proposition No. 2,,,Yes,58
King,2343,SEA 46-2343,Seattle School District No. 1 Proposition No. 1,,,No,39
King,2343,SEA 46-2343,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,349
King,2343,SEA 46-2343,Seattle School District No. 1 Proposition No. 1,,,Yes,53
King,2343,SEA 46-2343,Seattle School District No. 1 Proposition No. 2,,,No,43
King,2343,SEA 46-2343,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,349
King,2343,SEA 46-2343,Seattle School District No. 1 Proposition No. 2,,,Yes,50
King,2344,SEA 46-2344,Seattle School District No. 1 Proposition No. 1,,,No,57
King,2344,SEA 46-2344,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,776
King,2344,SEA 46-2344,Seattle School District No. 1 Proposition No. 1,,,Yes,114
King,2344,SEA 46-2344,Seattle School District No. 1 Proposition No. 2,,,No,62
King,2344,SEA 46-2344,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,776
King,2344,SEA 46-2344,Seattle School District No. 1 Proposition No. 2,,,Yes,110
King,2345,SEA 46-2345,Seattle School District No. 1 Proposition No. 1,,,No,46
King,2345,SEA 46-2345,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,304
King,2345,SEA 46-2345,Seattle School District No. 1 Proposition No. 1,,,Yes,72
King,2345,SEA 46-2345,Seattle School District No. 1 Proposition No. 2,,,No,47
King,2345,SEA 46-2345,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,304
King,2345,SEA 46-2345,Seattle School District No. 1 Proposition No. 2,,,Yes,72
King,2346,SEA 46-2346,Seattle School District No. 1 Proposition No. 1,,,No,31
King,2346,SEA 46-2346,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,378
King,2346,SEA 46-2346,Seattle School District No. 1 Proposition No. 1,,,Yes,79
King,2346,SEA 46-2346,Seattle School District No. 1 Proposition No. 2,,,No,32
King,2346,SEA 46-2346,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,378
King,2346,SEA 46-2346,Seattle School District No. 1 Proposition No. 2,,,Yes,78
King,2347,SEA 46-2347,Seattle School District No. 1 Proposition No. 1,,,No,51
King,2347,SEA 46-2347,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,521
King,2347,SEA 46-2347,Seattle School District No. 1 Proposition No. 1,,,Yes,76
King,2347,SEA 46-2347,Seattle School District No. 1 Proposition No. 2,,,No,50
King,2347,SEA 46-2347,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,521
King,2347,SEA 46-2347,Seattle School District No. 1 Proposition No. 2,,,Yes,78
King,2348,SEA 46-2348,Seattle School District No. 1 Proposition No. 1,,,No,36
King,2348,SEA 46-2348,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,273
King,2348,SEA 46-2348,Seattle School District No. 1 Proposition No. 1,,,Yes,61
King,2348,SEA 46-2348,Seattle School District No. 1 Proposition No. 2,,,No,37
King,2348,SEA 46-2348,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,273
King,2348,SEA 46-2348,Seattle School District No. 1 Proposition No. 2,,,Yes,59
King,2349,SEA 46-2349,Seattle School District No. 1 Proposition No. 1,,,No,39
King,2349,SEA 46-2349,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,377
King,2349,SEA 46-2349,Seattle School District No. 1 Proposition No. 1,,,Yes,79
King,2349,SEA 46-2349,Seattle School District No. 1 Proposition No. 2,,,No,42
King,2349,SEA 46-2349,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,377
King,2349,SEA 46-2349,Seattle School District No. 1 Proposition No. 2,,,Yes,76
King,2350,SEA 46-2350,Seattle School District No. 1 Proposition No. 1,,,No,45
King,2350,SEA 46-2350,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,413
King,2350,SEA 46-2350,Seattle School District No. 1 Proposition No. 1,,,Yes,73
King,2350,SEA 46-2350,Seattle School District No. 1 Proposition No. 2,,,No,48
King,2350,SEA 46-2350,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,413
King,2350,SEA 46-2350,Seattle School District No. 1 Proposition No. 2,,,Yes,71
King,2351,SEA 46-2351,Seattle School District No. 1 Proposition No. 1,,,No,29
King,2351,SEA 46-2351,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,309
King,2351,SEA 46-2351,Seattle School District No. 1 Proposition No. 1,,,Yes,69
King,2351,SEA 46-2351,Seattle School District No. 1 Proposition No. 2,,,No,31
King,2351,SEA 46-2351,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,309
King,2351,SEA 46-2351,Seattle School District No. 1 Proposition No. 2,,,Yes,67
King,2352,SEA 46-2352,Seattle School District No. 1 Proposition No. 1,,,No,29
King,2352,SEA 46-2352,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,327
King,2352,SEA 46-2352,Seattle School District No. 1 Proposition No. 1,,,Yes,61
King,2352,SEA 46-2352,Seattle School District No. 1 Proposition No. 2,,,No,30
King,2352,SEA 46-2352,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,327
King,2352,SEA 46-2352,Seattle School District No. 1 Proposition No. 2,,,Yes,62
King,2353,SEA 46-2353,Seattle School District No. 1 Proposition No. 1,,,No,17
King,2353,SEA 46-2353,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,550
King,2353,SEA 46-2353,Seattle School District No. 1 Proposition No. 1,,,Yes,62
King,2353,SEA 46-2353,Seattle School District No. 1 Proposition No. 2,,,No,18
King,2353,SEA 46-2353,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,550
King,2353,SEA 46-2353,Seattle School District No. 1 Proposition No. 2,,,Yes,61
King,2355,SEA 46-2355,Seattle School District No. 1 Proposition No. 1,,,No,50
King,2355,SEA 46-2355,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,366
King,2355,SEA 46-2355,Seattle School District No. 1 Proposition No. 1,,,Yes,60
King,2355,SEA 46-2355,Seattle School District No. 1 Proposition No. 2,,,No,52
King,2355,SEA 46-2355,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,366
King,2355,SEA 46-2355,Seattle School District No. 1 Proposition No. 2,,,Yes,59
King,2357,SEA 46-2357,Seattle School District No. 1 Proposition No. 1,,,No,51
King,2357,SEA 46-2357,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,493
King,2357,SEA 46-2357,Seattle School District No. 1 Proposition No. 1,,,Yes,139
King,2357,SEA 46-2357,Seattle School District No. 1 Proposition No. 2,,,No,51
King,2357,SEA 46-2357,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,493
King,2357,SEA 46-2357,Seattle School District No. 1 Proposition No. 2,,,Yes,138
King,2358,SEA 46-2358,Seattle School District No. 1 Proposition No. 1,,,No,56
King,2358,SEA 46-2358,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,881
King,2358,SEA 46-2358,Seattle School District No. 1 Proposition No. 1,,,Yes,215
King,2358,SEA 46-2358,Seattle School District No. 1 Proposition No. 2,,,No,60
King,2358,SEA 46-2358,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,881
King,2358,SEA 46-2358,Seattle School District No. 1 Proposition No. 2,,,Yes,212
King,2359,SEA 46-2359,Seattle School District No. 1 Proposition No. 1,,,No,41
King,2359,SEA 46-2359,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,339
King,2359,SEA 46-2359,Seattle School District No. 1 Proposition No. 1,,,Yes,60
King,2359,SEA 46-2359,Seattle School District No. 1 Proposition No. 2,,,No,39
King,2359,SEA 46-2359,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,339
King,2359,SEA 46-2359,Seattle School District No. 1 Proposition No. 2,,,Yes,62
King,2360,SEA 46-2360,Seattle School District No. 1 Proposition No. 1,,,No,23
King,2360,SEA 46-2360,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,504
King,2360,SEA 46-2360,Seattle School District No. 1 Proposition No. 1,,,Yes,68
King,2360,SEA 46-2360,Seattle School District No. 1 Proposition No. 2,,,No,25
King,2360,SEA 46-2360,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,504
King,2360,SEA 46-2360,Seattle School District No. 1 Proposition No. 2,,,Yes,66
King,2361,SEA 46-2361,Seattle School District No. 1 Proposition No. 1,,,No,40
King,2361,SEA 46-2361,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,366
King,2361,SEA 46-2361,Seattle School District No. 1 Proposition No. 1,,,Yes,51
King,2361,SEA 46-2361,Seattle School District No. 1 Proposition No. 2,,,No,38
King,2361,SEA 46-2361,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,366
King,2361,SEA 46-2361,Seattle School District No. 1 Proposition No. 2,,,Yes,53
King,2363,SEA 46-2363,Seattle School District No. 1 Proposition No. 1,,,No,29
King,2363,SEA 46-2363,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,374
King,2363,SEA 46-2363,Seattle School District No. 1 Proposition No. 1,,,Yes,73
King,2363,SEA 46-2363,Seattle School District No. 1 Proposition No. 2,,,No,26
King,2363,SEA 46-2363,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,374
King,2363,SEA 46-2363,Seattle School District No. 1 Proposition No. 2,,,Yes,76
King,2364,SEA 46-2364,Seattle School District No. 1 Proposition No. 1,,,No,32
King,2364,SEA 46-2364,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,352
King,2364,SEA 46-2364,Seattle School District No. 1 Proposition No. 1,,,Yes,55
King,2364,SEA 46-2364,Seattle School District No. 1 Proposition No. 2,,,No,32
King,2364,SEA 46-2364,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,352
King,2364,SEA 46-2364,Seattle School District No. 1 Proposition No. 2,,,Yes,56
King,2366,SEA 46-2366,Seattle School District No. 1 Proposition No. 1,,,No,58
King,2366,SEA 46-2366,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,448
King,2366,SEA 46-2366,Seattle School District No. 1 Proposition No. 1,,,Yes,80
King,2366,SEA 46-2366,Seattle School District No. 1 Proposition No. 2,,,No,61
King,2366,SEA 46-2366,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,448
King,2366,SEA 46-2366,Seattle School District No. 1 Proposition No. 2,,,Yes,77
King,2367,SEA 46-2367,Seattle School District No. 1 Proposition No. 1,,,No,28
King,2367,SEA 46-2367,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,457
King,2367,SEA 46-2367,Seattle School District No. 1 Proposition No. 1,,,Yes,72
King,2367,SEA 46-2367,Seattle School District No. 1 Proposition No. 2,,,No,32
King,2367,SEA 46-2367,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,457
King,2367,SEA 46-2367,Seattle School District No. 1 Proposition No. 2,,,Yes,68
King,2369,SEA 46-2369,Seattle School District No. 1 Proposition No. 1,,,No,34
King,2369,SEA 46-2369,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,425
King,2369,SEA 46-2369,Seattle School District No. 1 Proposition No. 1,,,Yes,100
King,2369,SEA 46-2369,Seattle School District No. 1 Proposition No. 2,,,No,39
King,2369,SEA 46-2369,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,425
King,2369,SEA 46-2369,Seattle School District No. 1 Proposition No. 2,,,Yes,99
King,2370,SEA 46-2370,Seattle School District No. 1 Proposition No. 1,,,No,12
King,2370,SEA 46-2370,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,437
King,2370,SEA 46-2370,Seattle School District No. 1 Proposition No. 1,,,Yes,51
King,2370,SEA 46-2370,Seattle School District No. 1 Proposition No. 2,,,No,12
King,2370,SEA 46-2370,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,437
King,2370,SEA 46-2370,Seattle School District No. 1 Proposition No. 2,,,Yes,51
King,2371,SEA 46-2371,Seattle School District No. 1 Proposition No. 1,,,No,61
King,2371,SEA 46-2371,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,661
King,2371,SEA 46-2371,Seattle School District No. 1 Proposition No. 1,,,Yes,127
King,2371,SEA 46-2371,Seattle School District No. 1 Proposition No. 2,,,No,60
King,2371,SEA 46-2371,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,661
King,2371,SEA 46-2371,Seattle School District No. 1 Proposition No. 2,,,Yes,130
King,2373,SEA 46-2373,Seattle School District No. 1 Proposition No. 1,,,No,36
King,2373,SEA 46-2373,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,795
King,2373,SEA 46-2373,Seattle School District No. 1 Proposition No. 1,,,Yes,124
King,2373,SEA 46-2373,Seattle School District No. 1 Proposition No. 2,,,No,42
King,2373,SEA 46-2373,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,795
King,2373,SEA 46-2373,Seattle School District No. 1 Proposition No. 2,,,Yes,118
King,2375,SEA 46-2375,Seattle School District No. 1 Proposition No. 1,,,No,34
King,2375,SEA 46-2375,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,315
King,2375,SEA 46-2375,Seattle School District No. 1 Proposition No. 1,,,Yes,78
King,2375,SEA 46-2375,Seattle School District No. 1 Proposition No. 2,,,No,37
King,2375,SEA 46-2375,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,315
King,2375,SEA 46-2375,Seattle School District No. 1 Proposition No. 2,,,Yes,77
King,2377,SEA 46-2377,Seattle School District No. 1 Proposition No. 1,,,No,64
King,2377,SEA 46-2377,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,564
King,2377,SEA 46-2377,Seattle School District No. 1 Proposition No. 1,,,Yes,201
King,2377,SEA 46-2377,Seattle School District No. 1 Proposition No. 2,,,No,67
King,2377,SEA 46-2377,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,564
King,2377,SEA 46-2377,Seattle School District No. 1 Proposition No. 2,,,Yes,198
King,2378,SEA 46-2378,Seattle School District No. 1 Proposition No. 1,,,No,33
King,2378,SEA 46-2378,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,319
King,2378,SEA 46-2378,Seattle School District No. 1 Proposition No. 1,,,Yes,77
King,2378,SEA 46-2378,Seattle School District No. 1 Proposition No. 2,,,No,32
King,2378,SEA 46-2378,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,319
King,2378,SEA 46-2378,Seattle School District No. 1 Proposition No. 2,,,Yes,78
King,2379,SEA 46-2379,Seattle School District No. 1 Proposition No. 1,,,No,63
King,2379,SEA 46-2379,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,560
King,2379,SEA 46-2379,Seattle School District No. 1 Proposition No. 1,,,Yes,132
King,2379,SEA 46-2379,Seattle School District No. 1 Proposition No. 2,,,No,64
King,2379,SEA 46-2379,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,560
King,2379,SEA 46-2379,Seattle School District No. 1 Proposition No. 2,,,Yes,132
King,2500,SEA 46-2500,Seattle School District No. 1 Proposition No. 1,,,No,28
King,2500,SEA 46-2500,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,346
King,2500,SEA 46-2500,Seattle School District No. 1 Proposition No. 1,,,Yes,86
King,2500,SEA 46-2500,Seattle School District No. 1 Proposition No. 2,,,No,28
King,2500,SEA 46-2500,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,346
King,2500,SEA 46-2500,Seattle School District No. 1 Proposition No. 2,,,Yes,86
King,2619,SEA 46-2619,Seattle School District No. 1 Proposition No. 1,,,No,39
King,2619,SEA 46-2619,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,542
King,2619,SEA 46-2619,Seattle School District No. 1 Proposition No. 1,,,Yes,77
King,2619,SEA 46-2619,Seattle School District No. 1 Proposition No. 2,,,No,39
King,2619,SEA 46-2619,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,542
King,2619,SEA 46-2619,Seattle School District No. 1 Proposition No. 2,,,Yes,77
King,2796,SEA 46-2796,Seattle School District No. 1 Proposition No. 1,,,No,44
King,2796,SEA 46-2796,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,456
King,2796,SEA 46-2796,Seattle School District No. 1 Proposition No. 1,,,Yes,57
King,2796,SEA 46-2796,Seattle School District No. 1 Proposition No. 2,,,No,45
King,2796,SEA 46-2796,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,456
King,2796,SEA 46-2796,Seattle School District No. 1 Proposition No. 2,,,Yes,55
King,3677,SEA 46-3677,Seattle School District No. 1 Proposition No. 1,,,No,37
King,3677,SEA 46-3677,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,334
King,3677,SEA 46-3677,Seattle School District No. 1 Proposition No. 1,,,Yes,75
King,3677,SEA 46-3677,Seattle School District No. 1 Proposition No. 2,,,No,41
King,3677,SEA 46-3677,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,334
King,3677,SEA 46-3677,Seattle School District No. 1 Proposition No. 2,,,Yes,72
King,3687,SEA 46-3687,Seattle School District No. 1 Proposition No. 1,,,No,41
King,3687,SEA 46-3687,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,225
King,3687,SEA 46-3687,Seattle School District No. 1 Proposition No. 1,,,Yes,47
King,3687,SEA 46-3687,Seattle School District No. 1 Proposition No. 2,,,No,42
King,3687,SEA 46-3687,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,225
King,3687,SEA 46-3687,Seattle School District No. 1 Proposition No. 2,,,Yes,46
King,3688,SEA 46-3688,Seattle School District No. 1 Proposition No. 1,,,No,1
King,3688,SEA 46-3688,Seattle School District No. 1 Proposition No. 1,,,Registered Voters,23
King,3688,SEA 46-3688,Seattle School District No. 1 Proposition No. 1,,,Yes,8
King,3688,SEA 46-3688,Seattle School District No. 1 Proposition No. 2,,,No,1
King,3688,SEA 46-3688,Seattle School District No. 1 Proposition No. 2,,,Registered Voters,23
King,3688,SEA 46-3688,Seattle School District No. 1 Proposition No. 2,,,Yes,8
King,3410,SEALTH,Vashon Island School District No. 402 Proposition No. 1,,,Approved,86
King,3410,SEALTH,Vashon Island School District No. 402 Proposition No. 1,,,Registered Voters,394
King,3410,SEALTH,Vashon Island School District No. 402 Proposition No. 1,,,Rejected,91
King,2831,SERENIDAD,Federal Way School District No. 210 Proposition No. 1,,,No,71
King,2831,SERENIDAD,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,726
King,2831,SERENIDAD,Federal Way School District No. 210 Proposition No. 1,,,Yes,82
King,3068,SET 33-3068,Renton School District No. 403 Proposition No. 1,,,No,0
King,3068,SET 33-3068,Renton School District No. 403 Proposition No. 1,,,Registered Voters,3
King,3068,SET 33-3068,Renton School District No. 403 Proposition No. 1,,,Yes,0
King,3068,SET 33-3068,Renton School District No. 403 Proposition No. 2,,,No,0
King,3068,SET 33-3068,Renton School District No. 403 Proposition No. 2,,,Registered Voters,3
King,3068,SET 33-3068,Renton School District No. 403 Proposition No. 2,,,Yes,0
King,1069,SHAMROCK,Renton School District No. 403 Proposition No. 1,,,No,76
King,1069,SHAMROCK,Renton School District No. 403 Proposition No. 1,,,Registered Voters,690
King,1069,SHAMROCK,Renton School District No. 403 Proposition No. 1,,,Yes,91
King,1069,SHAMROCK,Renton School District No. 403 Proposition No. 2,,,No,82
King,1069,SHAMROCK,Renton School District No. 403 Proposition No. 2,,,Registered Voters,690
King,1069,SHAMROCK,Renton School District No. 403 Proposition No. 2,,,Yes,84
King,1073,SHAWNEE,Vashon Island School District No. 402 Proposition No. 1,,,Approved,123
King,1073,SHAWNEE,Vashon Island School District No. 402 Proposition No. 1,,,Registered Voters,419
King,1073,SHAWNEE,Vashon Island School District No. 402 Proposition No. 1,,,Rejected,116
King,1107,SPIDER LAKE,Federal Way School District No. 210 Proposition No. 1,,,No,126
King,1107,SPIDER LAKE,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,774
King,1107,SPIDER LAKE,Federal Way School District No. 210 Proposition No. 1,,,Yes,86
King,1117,STAR LAKE,Federal Way School District No. 210 Proposition No. 1,,,No,31
King,1117,STAR LAKE,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,317
King,1117,STAR LAKE,Federal Way School District No. 210 Proposition No. 1,,,Yes,55
King,1138,TAHLEQUAH,Vashon Island School District No. 402 Proposition No. 1,,,Approved,155
King,1138,TAHLEQUAH,Vashon Island School District No. 402 Proposition No. 1,,,Registered Voters,556
King,1138,TAHLEQUAH,Vashon Island School District No. 402 Proposition No. 1,,,Rejected,141
King,3329,THISTLE,Federal Way School District No. 210 Proposition No. 1,,,No,28
King,3329,THISTLE,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,341
King,3329,THISTLE,Federal Way School District No. 210 Proposition No. 1,,,Yes,39
King,2746,THOMAS,Federal Way School District No. 210 Proposition No. 1,,,No,58
King,2746,THOMAS,Federal Way School District No. 210 Proposition No. 1,,,Registered Voters,456
King,2746,THOMAS,Federal Way School District No. 210 Proposition No. 1,,,Yes,77
King,2417,TOTEM,Auburn School District No. 408 Proposition No. 1,,,No,6
King,2417,TOTEM,Auburn School District No. 408 Proposition No. 1,,,Registered Voters,66
King,2417,TOTEM,Auburn School District No. 408 Proposition No. 1,,,Yes,7
King,1159,TROUT LAKE,Fife School District No. 417 Proposition No. 1,,,No,81
King,1159,TROUT LAKE,Fife School District No. 417 Proposition No. 1,,,Registered Voters,736
King,1159,TROUT LAKE,Fife School District No. 417 Proposition No. 1,,,Yes,93
King,1164,TUK 11-1164,Tukwila School District No. 406 Proposition No. 1,,,No,61
