county,precinct,office,district,party,candidate,votes,early,poll
Clallam,Port Angeles No. 10,,,,Ballots Cast,324,,
Clallam,Port Angeles No. 11,,,,Ballots Cast,252,,
Clallam,Port Angeles No. 12,,,,Ballots Cast,195,,
Clallam,Port Angeles No. 13,,,,Ballots Cast,483,,
Clallam,Port Angeles No. 14,,,,Ballots Cast,356,,
Clallam,Port Angeles No. 15,,,,Ballots Cast,338,,
Clallam,Port Angeles No. 16,,,,Ballots Cast,336,,
Clallam,Port Angeles No. 17,,,,Ballots Cast,461,,
Clallam,Port Angeles No. 18,,,,Ballots Cast,314,,
Clallam,Port Angeles No. 19,,,,Ballots Cast,450,,
Clallam,Port Angeles No. 20,,,,Ballots Cast,441,,
Clallam,Port Angeles No. 21,,,,Ballots Cast,471,,
Clallam,Port Angeles No. 22,,,,Ballots Cast,656,,
Clallam,Port Angeles No. 23,,,,Ballots Cast,316,,
Clallam,Port Angeles No. 24,,,,Ballots Cast,336,,
Clallam,Forks No. 1,,,,Ballots Cast,419,,
Clallam,Forks No. 2,,,,Ballots Cast,162,,
Clallam,Forks No. 3,,,,Ballots Cast,180,,
Clallam,Forks No. 4,,,,Ballots Cast,328,,
Clallam,Sequim No. 1,,,,Ballots Cast,742,,
Clallam,Sequim No. 2,,,,Ballots Cast,288,,
Clallam,Sequim No. 3,,,,Ballots Cast,797,,
Clallam,Sequim No. 4,,,,Ballots Cast,595,,
Clallam,Agnew,,,,Ballots Cast,405,,
Clallam,Beaver,,,,Ballots Cast,494,,
Clallam,Black Diamond,,,,Ballots Cast,641,,
Clallam,Blue Mountain,,,,Ballots Cast,264,,
Clallam,Blyn,,,,Ballots Cast,625,,
Clallam,Bogachiel,,,,Ballots Cast,282,,
Clallam,Carlsborg,,,,Ballots Cast,504,,
Clallam,Clallam Bay,,,,Ballots Cast,187,,
Clallam,Clark,,,,Ballots Cast,662,,
Clallam,Cline,,,,Ballots Cast,541,,
Clallam,Diamond Point,,,,Ballots Cast,473,,
Clallam,Eagle,,,,Ballots Cast,396,,
Clallam,East Dungeness,,,,Ballots Cast,628,,
Clallam,East Fairview,,,,Ballots Cast,731,,
Clallam,Eden,,,,Ballots Cast,738,,
Clallam,Edgewood,,,,Ballots Cast,562,,
Clallam,Elwha,,,,Ballots Cast,178,,
Clallam,Greywolf,,,,Ballots Cast,421,,
Clallam,Happy Valley,,,,Ballots Cast,782,,
Clallam,Hoko,,,,Ballots Cast,61,,
Clallam,Jamestown,,,,Ballots Cast,389,,
Clallam,Joyce,,,,Ballots Cast,713,,
Clallam,Klahhane,,,,Ballots Cast,374,,
Clallam,Lost Mountain,,,,Ballots Cast,329,,
Clallam,Macleay,,,,Ballots Cast,532,,
Clallam,Monterra,,,,Ballots Cast,603,,
Clallam,Mount Angeles,,,,Ballots Cast,342,,
Clallam,Mount Pleasant,,,,Ballots Cast,502,,
Clallam,Neah Bay,,,,Ballots Cast,376,,
Clallam,North Belleview,,,,Ballots Cast,303,,
Clallam,North Prairie,,,,Ballots Cast,766,,
Clallam,Olympic,,,,Ballots Cast,432,,
Clallam,Parkwood,,,,Ballots Cast,331,,
Clallam,Piedmont vbm,,,,Ballots Cast,66,,
Clallam,Port Williams,,,,Ballots Cast,412,,
Clallam,Quileute,,,,Ballots Cast,255,,
Clallam,Riverside,,,,Ballots Cast,302,,
Clallam,Sekiu,,,,Ballots Cast,209,,
Clallam,South Belleview,,,,Ballots Cast,408,,
Clallam,South Prairie,,,,Ballots Cast,691,,
Clallam,Sun,,,,Ballots Cast,272,,
Clallam,Sunland North,,,,Ballots Cast,517,,
Clallam,Sunland South,,,,Ballots Cast,446,,
Clallam,West Dungeness,,,,Ballots Cast,977,,
Clallam,West Fairview,,,,Ballots Cast,864,,
Clallam,,,,,Ballots Cast,33013,,
Clallam,Port Angeles No. 1,President,,D,Al Gore,193,,
Clallam,Port Angeles No. 2,President,,D,Al Gore,117,,
Clallam,Port Angeles No. 3,President,,D,Al Gore,167,,
Clallam,Port Angeles No. 4,President,,D,Al Gore,144,,
Clallam,Port Angeles No. 5,President,,D,Al Gore,132,,
Clallam,Port Angeles No. 6,President,,D,Al Gore,129,,
Clallam,Port Angeles No. 7,President,,D,Al Gore,135,,
Clallam,Port Angeles No. 8,President,,D,Al Gore,108,,
Clallam,Port Angeles No. 9,President,,D,Al Gore,172,,
Clallam,Port Angeles No. 10,President,,D,Al Gore,150,,
Clallam,Port Angeles No. 11,President,,D,Al Gore,127,,
Clallam,Port Angeles No. 12,President,,D,Al Gore,94,,
Clallam,Port Angeles No. 13,President,,D,Al Gore,226,,
Clallam,Port Angeles No. 14,President,,D,Al Gore,167,,
Clallam,Port Angeles No. 15,President,,D,Al Gore,165,,
Clallam,Port Angeles No. 16,President,,D,Al Gore,169,,
Clallam,Port Angeles No. 17,President,,D,Al Gore,230,,
Clallam,Port Angeles No. 18,President,,D,Al Gore,152,,
Clallam,Port Angeles No. 19,President,,D,Al Gore,210,,
Clallam,Port Angeles No. 20,President,,D,Al Gore,185,,
Clallam,Port Angeles No. 21,President,,D,Al Gore,229,,
Clallam,Port Angeles No. 22,President,,D,Al Gore,284,,
Clallam,Port Angeles No. 23,President,,D,Al Gore,161,,
Clallam,Port Angeles No. 24,President,,D,Al Gore,123,,
Clallam,Forks No. 1,President,,D,Al Gore,132,,
Clallam,Forks No. 2,President,,D,Al Gore,57,,
Clallam,Forks No. 3,President,,D,Al Gore,33,,
Clallam,Forks No. 4,President,,D,Al Gore,96,,
Clallam,Sequim No. 1,President,,D,Al Gore,311,,
Clallam,Sequim No. 2,President,,D,Al Gore,132,,
Clallam,Sequim No. 3,President,,D,Al Gore,374,,
Clallam,Sequim No. 4,President,,D,Al Gore,300,,
Clallam,Agnew,President,,D,Al Gore,155,,
Clallam,Beaver,President,,D,Al Gore,100,,
Clallam,Black Diamond,President,,D,Al Gore,231,,
Clallam,Blue Mountain,President,,D,Al Gore,98,,
Clallam,Blyn,President,,D,Al Gore,275,,
Clallam,Bogachiel,President,,D,Al Gore,59,,
Clallam,Carlsborg,President,,D,Al Gore,206,,
Clallam,Clallam Bay,President,,D,Al Gore,74,,
Clallam,Clark,President,,D,Al Gore,311,,
Clallam,Cline,President,,D,Al Gore,210,,
Clallam,Diamond Point,President,,D,Al Gore,216,,
Clallam,Eagle,President,,D,Al Gore,163,,
Clallam,East Dungeness,President,,D,Al Gore,232,,
Clallam,East Fairview,President,,D,Al Gore,288,,
Clallam,Eden,President,,D,Al Gore,295,,
Clallam,Edgewood,President,,D,Al Gore,247,,
Clallam,Elwha,President,,D,Al Gore,60,,
Clallam,Greywolf,President,,D,Al Gore,181,,
Clallam,Happy Valley,President,,D,Al Gore,261,,
Clallam,Hoko,President,,D,Al Gore,22,,
Clallam,Jamestown,President,,D,Al Gore,196,,
Clallam,Joyce,President,,D,Al Gore,269,,
Clallam,Klahhane,President,,D,Al Gore,143,,
Clallam,Lost Mountain,President,,D,Al Gore,119,,
Clallam,Macleay,President,,D,Al Gore,214,,
Clallam,Monterra,President,,D,Al Gore,267,,
Clallam,Mount Angeles,President,,D,Al Gore,142,,
Clallam,Mount Pleasant,President,,D,Al Gore,197,,
Clallam,Neah Bay,President,,D,Al Gore,292,,
Clallam,North Belleview,President,,D,Al Gore,161,,
Clallam,North Prairie,President,,D,Al Gore,299,,
Clallam,Olympic,President,,D,Al Gore,196,,
Clallam,Parkwood,President,,D,Al Gore,157,,
Clallam,Piedmont vbm,President,,D,Al Gore,26,,
Clallam,Port Williams,President,,D,Al Gore,184,,
Clallam,Quileute,President,,D,Al Gore,98,,
Clallam,Riverside,President,,D,Al Gore,124,,
Clallam,Sekiu,President,,D,Al Gore,88,,
Clallam,South Belleview,President,,D,Al Gore,161,,
Clallam,South Prairie,President,,D,Al Gore,246,,
Clallam,Sun,President,,D,Al Gore,83,,
Clallam,Sunland North,President,,D,Al Gore,162,,
Clallam,Sunland South,President,,D,Al Gore,147,,
Clallam,West Dungeness,President,,D,Al Gore,392,,
Clallam,West Fairview,President,,D,Al Gore,328,,
Clallam,,President,,D,Al Gore,13779,,
Clallam,Port Angeles No. 1,President,,R,George Bush,236,,
Clallam,Port Angeles No. 2,President,,R,George Bush,132,,
Clallam,Port Angeles No. 3,President,,R,George Bush,154,,
Clallam,Port Angeles No. 4,President,,R,George Bush,152,,
Clallam,Port Angeles No. 5,President,,R,George Bush,96,,
Clallam,Port Angeles No. 6,President,,R,George Bush,106,,
Clallam,Port Angeles No. 7,President,,R,George Bush,117,,
Clallam,Port Angeles No. 8,President,,R,George Bush,80,,
Clallam,Port Angeles No. 9,President,,R,George Bush,162,,
Clallam,Port Angeles No. 10,President,,R,George Bush,144,,
Clallam,Port Angeles No. 11,President,,R,George Bush,103,,
Clallam,Port Angeles No. 12,President,,R,George Bush,84,,
Clallam,Port Angeles No. 13,President,,R,George Bush,215,,
Clallam,Port Angeles No. 14,President,,R,George Bush,165,,
Clallam,Port Angeles No. 15,President,,R,George Bush,124,,
Clallam,Port Angeles No. 16,President,,R,George Bush,148,,
Clallam,Port Angeles No. 17,President,,R,George Bush,172,,
Clallam,Port Angeles No. 18,President,,R,George Bush,134,,
Clallam,Port Angeles No. 19,President,,R,George Bush,192,,
Clallam,Port Angeles No. 20,President,,R,George Bush,211,,
Clallam,Port Angeles No. 21,President,,R,George Bush,197,,
Clallam,Port Angeles No. 22,President,,R,George Bush,314,,
Clallam,Port Angeles No. 23,President,,R,George Bush,125,,
Clallam,Port Angeles No. 24,President,,R,George Bush,173,,
Clallam,Forks No. 1,President,,R,George Bush,251,,
Clallam,Forks No. 2,President,,R,George Bush,94,,
Clallam,Forks No. 3,President,,R,George Bush,133,,
Clallam,Forks No. 4,President,,R,George Bush,217,,
Clallam,Sequim No. 1,President,,R,George Bush,354,,
Clallam,Sequim No. 2,President,,R,George Bush,118,,
Clallam,Sequim No. 3,President,,R,George Bush,345,,
Clallam,Sequim No. 4,President,,R,George Bush,248,,
Clallam,Agnew,President,,R,George Bush,222,,
Clallam,Beaver,President,,R,George Bush,352,,
Clallam,Black Diamond,President,,R,George Bush,344,,
Clallam,Blue Mountain,President,,R,George Bush,141,,
Clallam,Blyn,President,,R,George Bush,260,,
Clallam,Bogachiel,President,,R,George Bush,208,,
Clallam,Carlsborg,President,,R,George Bush,249,,
Clallam,Clallam Bay,President,,R,George Bush,90,,
Clallam,Clark,President,,R,George Bush,283,,
Clallam,Cline,President,,R,George Bush,279,,
Clallam,Diamond Point,President,,R,George Bush,227,,
Clallam,Eagle,President,,R,George Bush,208,,
Clallam,East Dungeness,President,,R,George Bush,347,,
Clallam,East Fairview,President,,R,George Bush,359,,
Clallam,Eden,President,,R,George Bush,371,,
Clallam,Edgewood,President,,R,George Bush,263,,
Clallam,Elwha,President,,R,George Bush,106,,
Clallam,Greywolf,President,,R,George Bush,192,,
Clallam,Happy Valley,President,,R,George Bush,467,,
Clallam,Hoko,President,,R,George Bush,26,,
Clallam,Jamestown,President,,R,George Bush,165,,
Clallam,Joyce,President,,R,George Bush,371,,
Clallam,Klahhane,President,,R,George Bush,175,,
Clallam,Lost Mountain,President,,R,George Bush,171,,
Clallam,Macleay,President,,R,George Bush,282,,
Clallam,Monterra,President,,R,George Bush,297,,
Clallam,Mount Angeles,President,,R,George Bush,168,,
Clallam,Mount Pleasant,President,,R,George Bush,254,,
Clallam,Neah Bay,President,,R,George Bush,52,,
Clallam,North Belleview,President,,R,George Bush,107,,
Clallam,North Prairie,President,,R,George Bush,410,,
Clallam,Olympic,President,,R,George Bush,209,,
Clallam,Parkwood,President,,R,George Bush,146,,
Clallam,Piedmont vbm,President,,R,George Bush,29,,
Clallam,Port Williams,President,,R,George Bush,195,,
Clallam,Quileute,President,,R,George Bush,132,,
Clallam,Riverside,President,,R,George Bush,161,,
Clallam,Sekiu,President,,R,George Bush,99,,
Clallam,South Belleview,President,,R,George Bush,214,,
Clallam,South Prairie,President,,R,George Bush,377,,
Clallam,Sun,President,,R,George Bush,178,,
Clallam,Sunland North,President,,R,George Bush,326,,
Clallam,Sunland South,President,,R,George Bush,279,,
Clallam,West Dungeness,President,,R,George Bush,505,,
Clallam,West Fairview,President,,R,George Bush,459,,
Clallam,,President,,R,George Bush,16251,,
Clallam,Port Angeles No. 1,President,,L,Harry Browne,3,,
Clallam,Port Angeles No. 2,President,,L,Harry Browne,2,,
Clallam,Port Angeles No. 3,President,,L,Harry Browne,5,,
Clallam,Port Angeles No. 4,President,,L,Harry Browne,4,,
Clallam,Port Angeles No. 5,President,,L,Harry Browne,3,,
Clallam,Port Angeles No. 6,President,,L,Harry Browne,0,,
Clallam,Port Angeles No. 7,President,,L,Harry Browne,4,,
Clallam,Port Angeles No. 8,President,,L,Harry Browne,4,,
Clallam,Port Angeles No. 9,President,,L,Harry Browne,1,,
Clallam,Port Angeles No. 10,President,,L,Harry Browne,2,,
Clallam,Port Angeles No. 11,President,,L,Harry Browne,2,,
Clallam,Port Angeles No. 12,President,,L,Harry Browne,0,,
Clallam,Port Angeles No. 13,President,,L,Harry Browne,7,,
Clallam,Port Angeles No. 14,President,,L,Harry Browne,1,,
Clallam,Port Angeles No. 15,President,,L,Harry Browne,4,,
Clallam,Port Angeles No. 16,President,,L,Harry Browne,0,,
Clallam,Port Angeles No. 17,President,,L,Harry Browne,4,,
Clallam,Port Angeles No. 18,President,,L,Harry Browne,2,,
Clallam,Port Angeles No. 19,President,,L,Harry Browne,5,,
Clallam,Port Angeles No. 20,President,,L,Harry Browne,9,,
Clallam,Port Angeles No. 21,President,,L,Harry Browne,5,,
Clallam,Port Angeles No. 22,President,,L,Harry Browne,0,,
Clallam,Port Angeles No. 23,President,,L,Harry Browne,2,,
Clallam,Port Angeles No. 24,President,,L,Harry Browne,2,,
Clallam,Forks No. 1,President,,L,Harry Browne,1,,
Clallam,Forks No. 2,President,,L,Harry Browne,0,,
Clallam,Forks No. 3,President,,L,Harry Browne,2,,
Clallam,Forks No. 4,President,,L,Harry Browne,0,,
Clallam,Sequim No. 1,President,,L,Harry Browne,10,,
Clallam,Sequim No. 2,President,,L,Harry Browne,6,,
Clallam,Sequim No. 3,President,,L,Harry Browne,10,,
Clallam,Sequim No. 4,President,,L,Harry Browne,4,,
Clallam,Agnew,President,,L,Harry Browne,7,,
Clallam,Beaver,President,,L,Harry Browne,2,,
Clallam,Black Diamond,President,,L,Harry Browne,5,,
Clallam,Blue Mountain,President,,L,Harry Browne,2,,
Clallam,Blyn,President,,L,Harry Browne,8,,
Clallam,Bogachiel,President,,L,Harry Browne,2,,
Clallam,Carlsborg,President,,L,Harry Browne,2,,
Clallam,Clallam Bay,President,,L,Harry Browne,2,,
Clallam,Clark,President,,L,Harry Browne,12,,
Clallam,Cline,President,,L,Harry Browne,3,,
Clallam,Diamond Point,President,,L,Harry Browne,3,,
Clallam,Eagle,President,,L,Harry Browne,1,,
Clallam,East Dungeness,President,,L,Harry Browne,9,,
Clallam,East Fairview,President,,L,Harry Browne,9,,
Clallam,Eden,President,,L,Harry Browne,6,,
Clallam,Edgewood,President,,L,Harry Browne,2,,
Clallam,Elwha,President,,L,Harry Browne,1,,
Clallam,Greywolf,President,,L,Harry Browne,7,,
Clallam,Happy Valley,President,,L,Harry Browne,10,,
Clallam,Hoko,President,,L,Harry Browne,2,,
Clallam,Jamestown,President,,L,Harry Browne,1,,
Clallam,Joyce,President,,L,Harry Browne,6,,
Clallam,Klahhane,President,,L,Harry Browne,3,,
Clallam,Lost Mountain,President,,L,Harry Browne,7,,
Clallam,Macleay,President,,L,Harry Browne,4,,
Clallam,Monterra,President,,L,Harry Browne,3,,
Clallam,Mount Angeles,President,,L,Harry Browne,3,,
Clallam,Mount Pleasant,President,,L,Harry Browne,3,,
Clallam,Neah Bay,President,,L,Harry Browne,1,,
Clallam,North Belleview,President,,L,Harry Browne,4,,
Clallam,North Prairie,President,,L,Harry Browne,11,,
Clallam,Olympic,President,,L,Harry Browne,0,,
Clallam,Parkwood,President,,L,Harry Browne,3,,
Clallam,Piedmont vbm,President,,L,Harry Browne,0,,
Clallam,Port Williams,President,,L,Harry Browne,6,,
Clallam,Quileute,President,,L,Harry Browne,1,,
Clallam,Riverside,President,,L,Harry Browne,2,,
Clallam,Sekiu,President,,L,Harry Browne,3,,
Clallam,South Belleview,President,,L,Harry Browne,6,,
Clallam,South Prairie,President,,L,Harry Browne,7,,
Clallam,Sun,President,,L,Harry Browne,0,,
Clallam,Sunland North,President,,L,Harry Browne,1,,
Clallam,Sunland South,President,,L,Harry Browne,1,,
Clallam,West Dungeness,President,,L,Harry Browne,10,,
Clallam,West Fairview,President,,L,Harry Browne,10,,
Clallam,,President,,L,Harry Browne,295,,
Clallam,Port Angeles No. 1,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 2,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 3,President,,S,David McReynolds,1,,
Clallam,Port Angeles No. 4,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 5,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 6,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 7,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 8,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 9,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 10,President,,S,David McReynolds,1,,
Clallam,Port Angeles No. 11,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 12,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 13,President,,S,David McReynolds,1,,
Clallam,Port Angeles No. 14,President,,S,David McReynolds,1,,
Clallam,Port Angeles No. 15,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 16,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 17,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 18,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 19,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 20,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 21,President,,S,David McReynolds,1,,
Clallam,Port Angeles No. 22,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 23,President,,S,David McReynolds,0,,
Clallam,Port Angeles No. 24,President,,S,David McReynolds,0,,
Clallam,Forks No. 1,President,,S,David McReynolds,0,,
Clallam,Forks No. 2,President,,S,David McReynolds,0,,
Clallam,Forks No. 3,President,,S,David McReynolds,1,,
Clallam,Forks No. 4,President,,S,David McReynolds,0,,
Clallam,Sequim No. 1,President,,S,David McReynolds,0,,
Clallam,Sequim No. 2,President,,S,David McReynolds,0,,
Clallam,Sequim No. 3,President,,S,David McReynolds,0,,
Clallam,Sequim No. 4,President,,S,David McReynolds,0,,
Clallam,Agnew,President,,S,David McReynolds,0,,
Clallam,Beaver,President,,S,David McReynolds,0,,
Clallam,Black Diamond,President,,S,David McReynolds,0,,
Clallam,Blue Mountain,President,,S,David McReynolds,0,,
Clallam,Blyn,President,,S,David McReynolds,0,,
Clallam,Bogachiel,President,,S,David McReynolds,1,,
Clallam,Carlsborg,President,,S,David McReynolds,0,,
Clallam,Clallam Bay,President,,S,David McReynolds,1,,
Clallam,Clark,President,,S,David McReynolds,0,,
Clallam,Cline,President,,S,David McReynolds,1,,
Clallam,Diamond Point,President,,S,David McReynolds,0,,
Clallam,Eagle,President,,S,David McReynolds,0,,
Clallam,East Dungeness,President,,S,David McReynolds,0,,
Clallam,East Fairview,President,,S,David McReynolds,0,,
Clallam,Eden,President,,S,David McReynolds,2,,
Clallam,Edgewood,President,,S,David McReynolds,0,,
Clallam,Elwha,President,,S,David McReynolds,0,,
Clallam,Greywolf,President,,S,David McReynolds,1,,
Clallam,Happy Valley,President,,S,David McReynolds,1,,
Clallam,Hoko,President,,S,David McReynolds,0,,
Clallam,Jamestown,President,,S,David McReynolds,0,,
Clallam,Joyce,President,,S,David McReynolds,0,,
Clallam,Klahhane,President,,S,David McReynolds,0,,
Clallam,Lost Mountain,President,,S,David McReynolds,0,,
Clallam,Macleay,President,,S,David McReynolds,0,,
Clallam,Monterra,President,,S,David McReynolds,0,,
Clallam,Mount Angeles,President,,S,David McReynolds,0,,
Clallam,Mount Pleasant,President,,S,David McReynolds,0,,
Clallam,Neah Bay,President,,S,David McReynolds,1,,
Clallam,North Belleview,President,,S,David McReynolds,0,,
Clallam,North Prairie,President,,S,David McReynolds,0,,
Clallam,Olympic,President,,S,David McReynolds,0,,
Clallam,Parkwood,President,,S,David McReynolds,1,,
Clallam,Piedmont vbm,President,,S,David McReynolds,0,,
Clallam,Port Williams,President,,S,David McReynolds,0,,
Clallam,Quileute,President,,S,David McReynolds,0,,
Clallam,Riverside,President,,S,David McReynolds,0,,
Clallam,Sekiu,President,,S,David McReynolds,0,,
Clallam,South Belleview,President,,S,David McReynolds,0,,
Clallam,South Prairie,President,,S,David McReynolds,0,,
Clallam,Sun,President,,S,David McReynolds,0,,
Clallam,Sunland North,President,,S,David McReynolds,1,,
Clallam,Sunland South,President,,S,David McReynolds,0,,
Clallam,West Dungeness,President,,S,David McReynolds,1,,
Clallam,West Fairview,President,,S,David McReynolds,0,,
Clallam,,President,,S,David McReynolds,17,,
Clallam,Port Angeles No. 1,President,,G,Ralph Nader,9,,
Clallam,Port Angeles No. 2,President,,G,Ralph Nader,14,,
Clallam,Port Angeles No. 3,President,,G,Ralph Nader,12,,
Clallam,Port Angeles No. 4,President,,G,Ralph Nader,14,,
Clallam,Port Angeles No. 5,President,,G,Ralph Nader,15,,
Clallam,Port Angeles No. 6,President,,G,Ralph Nader,18,,
Clallam,Port Angeles No. 7,President,,G,Ralph Nader,6,,
Clallam,Port Angeles No. 8,President,,G,Ralph Nader,10,,
Clallam,Port Angeles No. 9,President,,G,Ralph Nader,22,,
Clallam,Port Angeles No. 10,President,,G,Ralph Nader,15,,
Clallam,Port Angeles No. 11,President,,G,Ralph Nader,12,,
Clallam,Port Angeles No. 12,President,,G,Ralph Nader,5,,
Clallam,Port Angeles No. 13,President,,G,Ralph Nader,21,,
Clallam,Port Angeles No. 14,President,,G,Ralph Nader,12,,
Clallam,Port Angeles No. 15,President,,G,Ralph Nader,35,,
Clallam,Port Angeles No. 16,President,,G,Ralph Nader,9,,
Clallam,Port Angeles No. 17,President,,G,Ralph Nader,36,,
Clallam,Port Angeles No. 18,President,,G,Ralph Nader,18,,
Clallam,Port Angeles No. 19,President,,G,Ralph Nader,27,,
Clallam,Port Angeles No. 20,President,,G,Ralph Nader,19,,
Clallam,Port Angeles No. 21,President,,G,Ralph Nader,19,,
Clallam,Port Angeles No. 22,President,,G,Ralph Nader,47,,
Clallam,Port Angeles No. 23,President,,G,Ralph Nader,18,,
Clallam,Port Angeles No. 24,President,,G,Ralph Nader,22,,
Clallam,Forks No. 1,President,,G,Ralph Nader,21,,
Clallam,Forks No. 2,President,,G,Ralph Nader,2,,
Clallam,Forks No. 3,President,,G,Ralph Nader,4,,
Clallam,Forks No. 4,President,,G,Ralph Nader,4,,
Clallam,Sequim No. 1,President,,G,Ralph Nader,48,,
Clallam,Sequim No. 2,President,,G,Ralph Nader,20,,
Clallam,Sequim No. 3,President,,G,Ralph Nader,34,,
Clallam,Sequim No. 4,President,,G,Ralph Nader,26,,
Clallam,Agnew,President,,G,Ralph Nader,14,,
Clallam,Beaver,President,,G,Ralph Nader,22,,
Clallam,Black Diamond,President,,G,Ralph Nader,47,,
Clallam,Blue Mountain,President,,G,Ralph Nader,14,,
Clallam,Blyn,President,,G,Ralph Nader,58,,
Clallam,Bogachiel,President,,G,Ralph Nader,6,,
Clallam,Carlsborg,President,,G,Ralph Nader,31,,
Clallam,Clallam Bay,President,,G,Ralph Nader,9,,
