county,precinct,office,district,party,candidate,votes,early,poll
Clallam,Sequim No. 4,U.S. Senate,,D,Maria Cantwell,288,,
Clallam,Agnew,U.S. Senate,,D,Maria Cantwell,153,,
Clallam,Beaver,U.S. Senate,,D,Maria Cantwell,92,,
Clallam,Black Diamond,U.S. Senate,,D,Maria Cantwell,239,,
Clallam,Blue Mountain,U.S. Senate,,D,Maria Cantwell,95,,
Clallam,Blyn,U.S. Senate,,D,Maria Cantwell,291,,
Clallam,Bogachiel,U.S. Senate,,D,Maria Cantwell,41,,
Clallam,Carlsborg,U.S. Senate,,D,Maria Cantwell,210,,
Clallam,Clallam Bay,U.S. Senate,,D,Maria Cantwell,73,,
Clallam,Clark,U.S. Senate,,D,Maria Cantwell,268,,
Clallam,Cline,U.S. Senate,,D,Maria Cantwell,208,,
Clallam,Diamond Point,U.S. Senate,,D,Maria Cantwell,191,,
Clallam,Eagle,U.S. Senate,,D,Maria Cantwell,156,,
Clallam,East Dungeness,U.S. Senate,,D,Maria Cantwell,252,,
Clallam,East Fairview,U.S. Senate,,D,Maria Cantwell,266,,
Clallam,Eden,U.S. Senate,,D,Maria Cantwell,279,,
Clallam,Edgewood,U.S. Senate,,D,Maria Cantwell,252,,
Clallam,Elwha vbm,U.S. Senate,,D,Maria Cantwell,61,,
Clallam,Greywolf,U.S. Senate,,D,Maria Cantwell,154,,
Clallam,Happy Valley,U.S. Senate,,D,Maria Cantwell,280,,
Clallam,Hoko vbm,U.S. Senate,,D,Maria Cantwell,26,,
Clallam,Jamestown,U.S. Senate,,D,Maria Cantwell,185,,
Clallam,Joyce,U.S. Senate,,D,Maria Cantwell,254,,
Clallam,Klahhane,U.S. Senate,,D,Maria Cantwell,137,,
Clallam,Lost Mountain,U.S. Senate,,D,Maria Cantwell,127,,
Clallam,Macleay,U.S. Senate,,D,Maria Cantwell,187,,
Clallam,Monterra,U.S. Senate,,D,Maria Cantwell,233,,
Clallam,Mount Angeles,U.S. Senate,,D,Maria Cantwell,138,,
Clallam,Mount Pleasant,U.S. Senate,,D,Maria Cantwell,202,,
Clallam,Neah Bay,U.S. Senate,,D,Maria Cantwell,321,,
Clallam,North Belleview,U.S. Senate,,D,Maria Cantwell,143,,
Clallam,North Prairie,U.S. Senate,,D,Maria Cantwell,289,,
Clallam,Olympic,U.S. Senate,,D,Maria Cantwell,199,,
Clallam,Parkwood,U.S. Senate,,D,Maria Cantwell,140,,
Clallam,Piedmont vbm,U.S. Senate,,D,Maria Cantwell,22,,
Clallam,Port Williams,U.S. Senate,,D,Maria Cantwell,173,,
Clallam,Quileute,U.S. Senate,,D,Maria Cantwell,92,,
Clallam,Riverside,U.S. Senate,,D,Maria Cantwell,95,,
Clallam,Sekiu,U.S. Senate,,D,Maria Cantwell,88,,
Clallam,South Belleview,U.S. Senate,,D,Maria Cantwell,166,,
Clallam,South Prairie,U.S. Senate,,D,Maria Cantwell,256,,
Clallam,Sun,U.S. Senate,,D,Maria Cantwell,57,,
Clallam,Sunland North,U.S. Senate,,D,Maria Cantwell,176,,
Clallam,Sunland South,U.S. Senate,,D,Maria Cantwell,152,,
Clallam,West Dungeness,U.S. Senate,,D,Maria Cantwell,405,,
Clallam,West Fairview,U.S. Senate,,D,Maria Cantwell,308,,
Clallam,,U.S. Senate,,D,Maria Cantwell,13202,,
Clallam,Port Angeles No. 1,U.S. Senate,,R,Slade Gorton,258,,
Clallam,Port Angeles No. 2,U.S. Senate,,R,Slade Gorton,158,,
Clallam,Port Angeles No. 3,U.S. Senate,,R,Slade Gorton,153,,
Clallam,Port Angeles No. 4,U.S. Senate,,R,Slade Gorton,168,,
Clallam,Port Angeles No. 5,U.S. Senate,,R,Slade Gorton,121,,
Clallam,Port Angeles No. 6,U.S. Senate,,R,Slade Gorton,114,,
Clallam,Port Angeles No. 7,U.S. Senate,,R,Slade Gorton,138,,
Clallam,Port Angeles No. 8,U.S. Senate,,R,Slade Gorton,90,,
Clallam,Port Angeles No. 9,U.S. Senate,,R,Slade Gorton,185,,
Clallam,Port Angeles No. 10,U.S. Senate,,R,Slade Gorton,160,,
Clallam,Port Angeles No. 11,U.S. Senate,,R,Slade Gorton,117,,
Clallam,Port Angeles No. 12,U.S. Senate,,R,Slade Gorton,89,,
Clallam,Port Angeles No. 13,U.S. Senate,,R,Slade Gorton,228,,
Clallam,Port Angeles No. 14,U.S. Senate,,R,Slade Gorton,175,,
Clallam,Port Angeles No. 15,U.S. Senate,,R,Slade Gorton,159,,
Clallam,Port Angeles No. 16,U.S. Senate,,R,Slade Gorton,155,,
Clallam,Port Angeles No. 17,U.S. Senate,,R,Slade Gorton,197,,
Clallam,Port Angeles No. 18,U.S. Senate,,R,Slade Gorton,146,,
Clallam,Port Angeles No. 19,U.S. Senate,,R,Slade Gorton,221,,
Clallam,Port Angeles No. 20,U.S. Senate,,R,Slade Gorton,241,,
Clallam,Port Angeles No. 21,U.S. Senate,,R,Slade Gorton,233,,
Clallam,Port Angeles No. 22,U.S. Senate,,R,Slade Gorton,332,,
Clallam,Port Angeles No. 23,U.S. Senate,,R,Slade Gorton,136,,
Clallam,Port Angeles No. 24,U.S. Senate,,R,Slade Gorton,198,,
Clallam,Forks No. 1,U.S. Senate,,R,Slade Gorton,282,,
Clallam,Forks No. 2,U.S. Senate,,R,Slade Gorton,111,,
Clallam,Forks No. 3,U.S. Senate,,R,Slade Gorton,132,,
Clallam,Forks No. 4,U.S. Senate,,R,Slade Gorton,239,,
Clallam,Sequim No. 1,U.S. Senate,,R,Slade Gorton,375,,
Clallam,Sequim No. 2,U.S. Senate,,R,Slade Gorton,128,,
Clallam,Sequim No. 3,U.S. Senate,,R,Slade Gorton,385,,
Clallam,Sequim No. 4,U.S. Senate,,R,Slade Gorton,268,,
Clallam,Agnew,U.S. Senate,,R,Slade Gorton,227,,
Clallam,Beaver,U.S. Senate,,R,Slade Gorton,384,,
Clallam,Black Diamond,U.S. Senate,,R,Slade Gorton,362,,
Clallam,Blue Mountain,U.S. Senate,,R,Slade Gorton,149,,
Clallam,Blyn,U.S. Senate,,R,Slade Gorton,289,,
Clallam,Bogachiel,U.S. Senate,,R,Slade Gorton,228,,
Clallam,Carlsborg,U.S. Senate,,R,Slade Gorton,262,,
Clallam,Clallam Bay,U.S. Senate,,R,Slade Gorton,102,,
Clallam,Clark,U.S. Senate,,R,Slade Gorton,340,,
Clallam,Cline,U.S. Senate,,R,Slade Gorton,302,,
Clallam,Diamond Point,U.S. Senate,,R,Slade Gorton,248,,
Clallam,Eagle,U.S. Senate,,R,Slade Gorton,208,,
Clallam,East Dungeness,U.S. Senate,,R,Slade Gorton,340,,
Clallam,East Fairview,U.S. Senate,,R,Slade Gorton,410,,
Clallam,Eden,U.S. Senate,,R,Slade Gorton,395,,
Clallam,Edgewood,U.S. Senate,,R,Slade Gorton,283,,
Clallam,Elwha vbm,U.S. Senate,,R,Slade Gorton,106,,
Clallam,Greywolf,U.S. Senate,,R,Slade Gorton,231,,
Clallam,Happy Valley,U.S. Senate,,R,Slade Gorton,451,,
Clallam,Hoko vbm,U.S. Senate,,R,Slade Gorton,26,,
Clallam,Jamestown,U.S. Senate,,R,Slade Gorton,175,,
Clallam,Joyce,U.S. Senate,,R,Slade Gorton,392,,
Clallam,Klahhane,U.S. Senate,,R,Slade Gorton,186,,
Clallam,Lost Mountain,U.S. Senate,,R,Slade Gorton,173,,
Clallam,Macleay,U.S. Senate,,R,Slade Gorton,308,,
Clallam,Monterra,U.S. Senate,,R,Slade Gorton,329,,
Clallam,Mount Angeles,U.S. Senate,,R,Slade Gorton,178,,
Clallam,Mount Pleasant,U.S. Senate,,R,Slade Gorton,258,,
Clallam,Neah Bay,U.S. Senate,,R,Slade Gorton,31,,
Clallam,North Belleview,U.S. Senate,,R,Slade Gorton,131,,
Clallam,North Prairie,U.S. Senate,,R,Slade Gorton,417,,
Clallam,Olympic,U.S. Senate,,R,Slade Gorton,199,,
Clallam,Parkwood,U.S. Senate,,R,Slade Gorton,163,,
Clallam,Piedmont vbm,U.S. Senate,,R,Slade Gorton,35,,
Clallam,Port Williams,U.S. Senate,,R,Slade Gorton,215,,
Clallam,Quileute,U.S. Senate,,R,Slade Gorton,142,,
Clallam,Riverside,U.S. Senate,,R,Slade Gorton,191,,
Clallam,Sekiu,U.S. Senate,,R,Slade Gorton,111,,
Clallam,South Belleview,U.S. Senate,,R,Slade Gorton,219,,
Clallam,South Prairie,U.S. Senate,,R,Slade Gorton,392,,
Clallam,Sun,U.S. Senate,,R,Slade Gorton,205,,
Clallam,Sunland North,U.S. Senate,,R,Slade Gorton,313,,
Clallam,Sunland South,U.S. Senate,,R,Slade Gorton,264,,
Clallam,West Dungeness,U.S. Senate,,R,Slade Gorton,509,,
Clallam,West Fairview,U.S. Senate,,R,Slade Gorton,502,,
Clallam,,U.S. Senate,,R,Slade Gorton,17473,,
Clallam,Port Angeles No. 1,U.S. Senate,,L,Jeff Jared,13,,
Clallam,Port Angeles No. 2,U.S. Senate,,L,Jeff Jared,6,,
Clallam,Port Angeles No. 3,U.S. Senate,,L,Jeff Jared,17,,
Clallam,Port Angeles No. 4,U.S. Senate,,L,Jeff Jared,11,,
Clallam,Port Angeles No. 5,U.S. Senate,,L,Jeff Jared,10,,
Clallam,Port Angeles No. 6,U.S. Senate,,L,Jeff Jared,9,,
Clallam,Port Angeles No. 7,U.S. Senate,,L,Jeff Jared,8,,
Clallam,Port Angeles No. 8,U.S. Senate,,L,Jeff Jared,11,,
Clallam,Port Angeles No. 9,U.S. Senate,,L,Jeff Jared,12,,
Clallam,Port Angeles No. 10,U.S. Senate,,L,Jeff Jared,8,,
Clallam,Port Angeles No. 11,U.S. Senate,,L,Jeff Jared,10,,
Clallam,Port Angeles No. 12,U.S. Senate,,L,Jeff Jared,3,,
Clallam,Port Angeles No. 13,U.S. Senate,,L,Jeff Jared,18,,
Clallam,Port Angeles No. 14,U.S. Senate,,L,Jeff Jared,10,,
Clallam,Port Angeles No. 15,U.S. Senate,,L,Jeff Jared,15,,
Clallam,Port Angeles No. 16,U.S. Senate,,L,Jeff Jared,8,,
Clallam,Port Angeles No. 17,U.S. Senate,,L,Jeff Jared,22,,
Clallam,Port Angeles No. 18,U.S. Senate,,L,Jeff Jared,10,,
Clallam,Port Angeles No. 19,U.S. Senate,,L,Jeff Jared,21,,
Clallam,Port Angeles No. 20,U.S. Senate,,L,Jeff Jared,29,,
Clallam,Port Angeles No. 21,U.S. Senate,,L,Jeff Jared,15,,
Clallam,Port Angeles No. 22,U.S. Senate,,L,Jeff Jared,17,,
Clallam,Port Angeles No. 23,U.S. Senate,,L,Jeff Jared,11,,
Clallam,Port Angeles No. 24,U.S. Senate,,L,Jeff Jared,10,,
Clallam,Forks No. 1,U.S. Senate,,L,Jeff Jared,9,,
Clallam,Forks No. 2,U.S. Senate,,L,Jeff Jared,5,,
Clallam,Forks No. 3,U.S. Senate,,L,Jeff Jared,5,,
Clallam,Forks No. 4,U.S. Senate,,L,Jeff Jared,8,,
Clallam,Sequim No. 1,U.S. Senate,,L,Jeff Jared,32,,
Clallam,Sequim No. 2,U.S. Senate,,L,Jeff Jared,17,,
Clallam,Sequim No. 3,U.S. Senate,,L,Jeff Jared,23,,
Clallam,Sequim No. 4,U.S. Senate,,L,Jeff Jared,14,,
Clallam,Agnew,U.S. Senate,,L,Jeff Jared,17,,
Clallam,Beaver,U.S. Senate,,L,Jeff Jared,8,,
Clallam,Black Diamond,U.S. Senate,,L,Jeff Jared,21,,
Clallam,Blue Mountain,U.S. Senate,,L,Jeff Jared,11,,
Clallam,Blyn,U.S. Senate,,L,Jeff Jared,31,,
Clallam,Bogachiel,U.S. Senate,,L,Jeff Jared,9,,
Clallam,Carlsborg,U.S. Senate,,L,Jeff Jared,21,,
Clallam,Clallam Bay,U.S. Senate,,L,Jeff Jared,4,,
Clallam,Clark,U.S. Senate,,L,Jeff Jared,31,,
Clallam,Cline,U.S. Senate,,L,Jeff Jared,16,,
Clallam,Diamond Point,U.S. Senate,,L,Jeff Jared,19,,
Clallam,Eagle,U.S. Senate,,L,Jeff Jared,18,,
Clallam,East Dungeness,U.S. Senate,,L,Jeff Jared,17,,
Clallam,East Fairview,U.S. Senate,,L,Jeff Jared,32,,
Clallam,Eden,U.S. Senate,,L,Jeff Jared,33,,
Clallam,Edgewood,U.S. Senate,,L,Jeff Jared,16,,
Clallam,Elwha vbm,U.S. Senate,,L,Jeff Jared,2,,
Clallam,Greywolf,U.S. Senate,,L,Jeff Jared,19,,
Clallam,Happy Valley,U.S. Senate,,L,Jeff Jared,19,,
Clallam,Hoko vbm,U.S. Senate,,L,Jeff Jared,2,,
Clallam,Jamestown,U.S. Senate,,L,Jeff Jared,13,,
Clallam,Joyce,U.S. Senate,,L,Jeff Jared,30,,
Clallam,Klahhane,U.S. Senate,,L,Jeff Jared,33,,
Clallam,Lost Mountain,U.S. Senate,,L,Jeff Jared,16,,
Clallam,Macleay,U.S. Senate,,L,Jeff Jared,25,,
Clallam,Monterra,U.S. Senate,,L,Jeff Jared,20,,
Clallam,Mount Angeles,U.S. Senate,,L,Jeff Jared,12,,
Clallam,Mount Pleasant,U.S. Senate,,L,Jeff Jared,22,,
Clallam,Neah Bay,U.S. Senate,,L,Jeff Jared,13,,
Clallam,North Belleview,U.S. Senate,,L,Jeff Jared,20,,
Clallam,North Prairie,U.S. Senate,,L,Jeff Jared,25,,
Clallam,Olympic,U.S. Senate,,L,Jeff Jared,13,,
Clallam,Parkwood,U.S. Senate,,L,Jeff Jared,15,,
Clallam,Piedmont vbm,U.S. Senate,,L,Jeff Jared,2,,
Clallam,Port Williams,U.S. Senate,,L,Jeff Jared,13,,
Clallam,Quileute,U.S. Senate,,L,Jeff Jared,9,,
Clallam,Riverside,U.S. Senate,,L,Jeff Jared,7,,
Clallam,Sekiu,U.S. Senate,,L,Jeff Jared,8,,
Clallam,South Belleview,U.S. Senate,,L,Jeff Jared,16,,
Clallam,South Prairie,U.S. Senate,,L,Jeff Jared,24,,
Clallam,Sun,U.S. Senate,,L,Jeff Jared,4,,
Clallam,Sunland North,U.S. Senate,,L,Jeff Jared,12,,
Clallam,Sunland South,U.S. Senate,,L,Jeff Jared,13,,
Clallam,West Dungeness,U.S. Senate,,L,Jeff Jared,30,,
Clallam,West Fairview,U.S. Senate,,L,Jeff Jared,22,,
Clallam,,U.S. Senate,,L,Jeff Jared,1180,,
Clallam,Port Angeles No. 1,USS Recount,,D,Maria Cantwell,174,,
Clallam,Port Angeles No. 2,USS Recount,,D,Maria Cantwell,97,,
Clallam,Port Angeles No. 3,USS Recount,,D,Maria Cantwell,164,,
Clallam,Port Angeles No. 4,USS Recount,,D,Maria Cantwell,136,,
Clallam,Port Angeles No. 5,USS Recount,,D,Maria Cantwell,110,,
Clallam,Port Angeles No. 6,USS Recount,,D,Maria Cantwell,136,,
Clallam,Port Angeles No. 7,USS Recount,,D,Maria Cantwell,119,,
Clallam,Port Angeles No. 8,USS Recount,,D,Maria Cantwell,100,,
Clallam,Port Angeles No. 9,USS Recount,,D,Maria Cantwell,168,,
Clallam,Port Angeles No. 10,USS Recount,,D,Maria Cantwell,145,,
Clallam,Port Angeles No. 11,USS Recount,,D,Maria Cantwell,117,,
Clallam,Port Angeles No. 12,USS Recount,,D,Maria Cantwell,93,,
Clallam,Port Angeles No. 13,USS Recount,,D,Maria Cantwell,228,,
Clallam,Port Angeles No. 14,USS Recount,,D,Maria Cantwell,159,,
Clallam,Port Angeles No. 15,USS Recount,,D,Maria Cantwell,152,,
Clallam,Port Angeles No. 16,USS Recount,,D,Maria Cantwell,163,,
Clallam,Port Angeles No. 17,USS Recount,,D,Maria Cantwell,227,,
Clallam,Port Angeles No. 18,USS Recount,,D,Maria Cantwell,148,,
Clallam,Port Angeles No. 19,USS Recount,,D,Maria Cantwell,190,,
Clallam,Port Angeles No. 20,USS Recount,,D,Maria Cantwell,160,,
Clallam,Port Angeles No. 21,USS Recount,,D,Maria Cantwell,200,,
Clallam,Port Angeles No. 22,USS Recount,,D,Maria Cantwell,281,,
Clallam,Port Angeles No. 23,USS Recount,,D,Maria Cantwell,149,,
Clallam,Port Angeles No. 24,USS Recount,,D,Maria Cantwell,115,,
Clallam,Forks No. 1,USS Recount,,D,Maria Cantwell,111,,
Clallam,Forks No. 2,USS Recount,,D,Maria Cantwell,40,,
Clallam,Forks No. 3,USS Recount,,D,Maria Cantwell,38,,
Clallam,Forks No. 4,USS Recount,,D,Maria Cantwell,69,,
Clallam,Sequim No. 1,USS Recount,,D,Maria Cantwell,309,,
Clallam,Sequim No. 2,USS Recount,,D,Maria Cantwell,131,,
Clallam,Sequim No. 3,USS Recount,,D,Maria Cantwell,354,,
Clallam,Sequim No. 4,USS Recount,,D,Maria Cantwell,288,,
Clallam,Agnew,USS Recount,,D,Maria Cantwell,153,,
Clallam,Beaver,USS Recount,,D,Maria Cantwell,92,,
Clallam,Black Diamond,USS Recount,,D,Maria Cantwell,239,,
Clallam,Blue Mountain,USS Recount,,D,Maria Cantwell,95,,
Clallam,Blyn,USS Recount,,D,Maria Cantwell,291,,
Clallam,Bogachiel,USS Recount,,D,Maria Cantwell,40,,
Clallam,Carlsborg,USS Recount,,D,Maria Cantwell,210,,
Clallam,Clallam Bay,USS Recount,,D,Maria Cantwell,73,,
Clallam,Clark,USS Recount,,D,Maria Cantwell,268,,
Clallam,Cline,USS Recount,,D,Maria Cantwell,208,,
Clallam,Diamond Point,USS Recount,,D,Maria Cantwell,191,,
Clallam,Eagle,USS Recount,,D,Maria Cantwell,156,,
Clallam,East Dungeness,USS Recount,,D,Maria Cantwell,252,,
Clallam,East Fairview,USS Recount,,D,Maria Cantwell,266,,
Clallam,Eden,USS Recount,,D,Maria Cantwell,279,,
Clallam,Edgewood,USS Recount,,D,Maria Cantwell,252,,
Clallam,Elwha vbm,USS Recount,,D,Maria Cantwell,61,,
Clallam,Greywolf,USS Recount,,D,Maria Cantwell,154,,
Clallam,Happy Valley,USS Recount,,D,Maria Cantwell,280,,
Clallam,Hoko vbm,USS Recount,,D,Maria Cantwell,25,,
Clallam,Jamestown,USS Recount,,D,Maria Cantwell,185,,
Clallam,Joyce,USS Recount,,D,Maria Cantwell,254,,
Clallam,Klahhane,USS Recount,,D,Maria Cantwell,137,,
Clallam,Lost Mountain,USS Recount,,D,Maria Cantwell,127,,
Clallam,Macleay,USS Recount,,D,Maria Cantwell,187,,
Clallam,Monterra,USS Recount,,D,Maria Cantwell,233,,
Clallam,Mount Angeles,USS Recount,,D,Maria Cantwell,138,,
Clallam,Mount Pleasant,USS Recount,,D,Maria Cantwell,202,,
Clallam,Neah Bay,USS Recount,,D,Maria Cantwell,321,,
Clallam,North Belleview,USS Recount,,D,Maria Cantwell,143,,
Clallam,North Prairie,USS Recount,,D,Maria Cantwell,289,,
Clallam,Olympic,USS Recount,,D,Maria Cantwell,199,,
Clallam,Parkwood,USS Recount,,D,Maria Cantwell,140,,
Clallam,Piedmont vbm,USS Recount,,D,Maria Cantwell,22,,
Clallam,Port Williams,USS Recount,,D,Maria Cantwell,173,,
Clallam,Quileute,USS Recount,,D,Maria Cantwell,92,,
Clallam,Riverside,USS Recount,,D,Maria Cantwell,95,,
Clallam,Sekiu,USS Recount,,D,Maria Cantwell,88,,
Clallam,South Belleview,USS Recount,,D,Maria Cantwell,166,,
Clallam,South Prairie,USS Recount,,D,Maria Cantwell,257,,
Clallam,Sun,USS Recount,,D,Maria Cantwell,57,,
Clallam,Sunland North,USS Recount,,D,Maria Cantwell,176,,
Clallam,Sunland South,USS Recount,,D,Maria Cantwell,152,,
Clallam,West Dungeness,USS Recount,,D,Maria Cantwell,405,,
Clallam,West Fairview,USS Recount,,D,Maria Cantwell,308,,
Clallam,,USS Recount,,D,Maria Cantwell,13202,,
Clallam,Port Angeles No. 1,USS Recount,,R,Slade Gorton,258,,
Clallam,Port Angeles No. 2,USS Recount,,R,Slade Gorton,158,,
Clallam,Port Angeles No. 3,USS Recount,,R,Slade Gorton,153,,
Clallam,Port Angeles No. 4,USS Recount,,R,Slade Gorton,168,,
Clallam,Port Angeles No. 5,USS Recount,,R,Slade Gorton,121,,
Clallam,Port Angeles No. 6,USS Recount,,R,Slade Gorton,114,,
Clallam,Port Angeles No. 7,USS Recount,,R,Slade Gorton,139,,
Clallam,Port Angeles No. 8,USS Recount,,R,Slade Gorton,90,,
Clallam,Port Angeles No. 9,USS Recount,,R,Slade Gorton,185,,
Clallam,Port Angeles No. 10,USS Recount,,R,Slade Gorton,160,,
Clallam,Port Angeles No. 11,USS Recount,,R,Slade Gorton,117,,
Clallam,Port Angeles No. 12,USS Recount,,R,Slade Gorton,89,,
Clallam,Port Angeles No. 13,USS Recount,,R,Slade Gorton,227,,
Clallam,Port Angeles No. 14,USS Recount,,R,Slade Gorton,175,,
Clallam,Port Angeles No. 15,USS Recount,,R,Slade Gorton,159,,
Clallam,Port Angeles No. 16,USS Recount,,R,Slade Gorton,155,,
Clallam,Port Angeles No. 17,USS Recount,,R,Slade Gorton,197,,
Clallam,Port Angeles No. 18,USS Recount,,R,Slade Gorton,146,,
Clallam,Port Angeles No. 19,USS Recount,,R,Slade Gorton,221,,
Clallam,Port Angeles No. 20,USS Recount,,R,Slade Gorton,241,,
Clallam,Port Angeles No. 21,USS Recount,,R,Slade Gorton,233,,
Clallam,Port Angeles No. 22,USS Recount,,R,Slade Gorton,332,,
Clallam,Port Angeles No. 23,USS Recount,,R,Slade Gorton,137,,
Clallam,Port Angeles No. 24,USS Recount,,R,Slade Gorton,198,,
Clallam,Forks No. 1,USS Recount,,R,Slade Gorton,282,,
Clallam,Forks No. 2,USS Recount,,R,Slade Gorton,111,,
Clallam,Forks No. 3,USS Recount,,R,Slade Gorton,132,,
Clallam,Forks No. 4,USS Recount,,R,Slade Gorton,239,,
Clallam,Sequim No. 1,USS Recount,,R,Slade Gorton,375,,
Clallam,Sequim No. 2,USS Recount,,R,Slade Gorton,127,,
Clallam,Sequim No. 3,USS Recount,,R,Slade Gorton,385,,
Clallam,Sequim No. 4,USS Recount,,R,Slade Gorton,268,,
Clallam,Agnew,USS Recount,,R,Slade Gorton,227,,
Clallam,Beaver,USS Recount,,R,Slade Gorton,384,,
Clallam,Black Diamond,USS Recount,,R,Slade Gorton,362,,
Clallam,Blue Mountain,USS Recount,,R,Slade Gorton,149,,
Clallam,Blyn,USS Recount,,R,Slade Gorton,289,,
Clallam,Bogachiel,USS Recount,,R,Slade Gorton,228,,
Clallam,Carlsborg,USS Recount,,R,Slade Gorton,261,,
Clallam,Clallam Bay,USS Recount,,R,Slade Gorton,102,,
Clallam,Clark,USS Recount,,R,Slade Gorton,340,,
Clallam,Cline,USS Recount,,R,Slade Gorton,302,,
Clallam,Diamond Point,USS Recount,,R,Slade Gorton,248,,
Clallam,Eagle,USS Recount,,R,Slade Gorton,208,,
Clallam,East Dungeness,USS Recount,,R,Slade Gorton,340,,
Clallam,East Fairview,USS Recount,,R,Slade Gorton,410,,
Clallam,Eden,USS Recount,,R,Slade Gorton,395,,
Clallam,Edgewood,USS Recount,,R,Slade Gorton,283,,
Clallam,Elwha vbm,USS Recount,,R,Slade Gorton,106,,
Clallam,Greywolf,USS Recount,,R,Slade Gorton,231,,
Clallam,Happy Valley,USS Recount,,R,Slade Gorton,450,,
Clallam,Hoko vbm,USS Recount,,R,Slade Gorton,26,,
Clallam,Jamestown,USS Recount,,R,Slade Gorton,175,,
Clallam,Joyce,USS Recount,,R,Slade Gorton,392,,
Clallam,Klahhane,USS Recount,,R,Slade Gorton,186,,
Clallam,Lost Mountain,USS Recount,,R,Slade Gorton,173,,
Clallam,Macleay,USS Recount,,R,Slade Gorton,308,,
Clallam,Monterra,USS Recount,,R,Slade Gorton,329,,
Clallam,Mount Angeles,USS Recount,,R,Slade Gorton,178,,
Clallam,Mount Pleasant,USS Recount,,R,Slade Gorton,258,,
Clallam,Neah Bay,USS Recount,,R,Slade Gorton,31,,
Clallam,North Belleview,USS Recount,,R,Slade Gorton,132,,
Clallam,North Prairie,USS Recount,,R,Slade Gorton,416,,
Clallam,Olympic,USS Recount,,R,Slade Gorton,199,,
Clallam,Parkwood,USS Recount,,R,Slade Gorton,162,,
Clallam,Piedmont vbm,USS Recount,,R,Slade Gorton,35,,
Clallam,Port Williams,USS Recount,,R,Slade Gorton,215,,
Clallam,Quileute,USS Recount,,R,Slade Gorton,142,,
Clallam,Riverside,USS Recount,,R,Slade Gorton,191,,
Clallam,Sekiu,USS Recount,,R,Slade Gorton,111,,
Clallam,South Belleview,USS Recount,,R,Slade Gorton,219,,
Clallam,South Prairie,USS Recount,,R,Slade Gorton,392,,
Clallam,Sun,USS Recount,,R,Slade Gorton,205,,
Clallam,Sunland North,USS Recount,,R,Slade Gorton,313,,
Clallam,Sunland South,USS Recount,,R,Slade Gorton,264,,
Clallam,West Dungeness,USS Recount,,R,Slade Gorton,509,,
Clallam,West Fairview,USS Recount,,R,Slade Gorton,502,,
Clallam,,USS Recount,,R,Slade Gorton,17470,,
Clallam,Port Angeles No. 1,U.S. House,6,D,Norm Dicks,238,,
Clallam,Port Angeles No. 2,U.S. House,6,D,Norm Dicks,150,,
Clallam,Port Angeles No. 3,U.S. House,6,D,Norm Dicks,191,,
Clallam,Port Angeles No. 4,U.S. House,6,D,Norm Dicks,190,,
Clallam,Port Angeles No. 5,U.S. House,6,D,Norm Dicks,130,,
Clallam,Port Angeles No. 6,U.S. House,6,D,Norm Dicks,168,,
Clallam,Port Angeles No. 7,U.S. House,6,D,Norm Dicks,148,,
Clallam,Port Angeles No. 8,U.S. House,6,D,Norm Dicks,102,,
Clallam,Port Angeles No. 9,U.S. House,6,D,Norm Dicks,215,,
Clallam,Port Angeles No. 10,U.S. House,6,D,Norm Dicks,186,,
Clallam,Port Angeles No. 11,U.S. House,6,D,Norm Dicks,136,,
Clallam,Port Angeles No. 12,U.S. House,6,D,Norm Dicks,105,,
Clallam,Port Angeles No. 13,U.S. House,6,D,Norm Dicks,278,,
Clallam,Port Angeles No. 14,U.S. House,6,D,Norm Dicks,210,,
Clallam,Port Angeles No. 15,U.S. House,6,D,Norm Dicks,180,,
Clallam,Port Angeles No. 16,U.S. House,6,D,Norm Dicks,192,,
Clallam,Port Angeles No. 17,U.S. House,6,D,Norm Dicks,266,,
Clallam,Port Angeles No. 18,U.S. House,6,D,Norm Dicks,174,,
Clallam,Port Angeles No. 19,U.S. House,6,D,Norm Dicks,247,,
Clallam,Port Angeles No. 20,U.S. House,6,D,Norm Dicks,231,,
Clallam,Port Angeles No. 21,U.S. House,6,D,Norm Dicks,265,,
Clallam,Port Angeles No. 22,U.S. House,6,D,Norm Dicks,345,,
Clallam,Port Angeles No. 23,U.S. House,6,D,Norm Dicks,199,,
Clallam,Port Angeles No. 24,U.S. House,6,D,Norm Dicks,167,,
Clallam,Forks No. 1,U.S. House,6,D,Norm Dicks,207,,
Clallam,Forks No. 2,U.S. House,6,D,Norm Dicks,83,,
Clallam,Forks No. 3,U.S. House,6,D,Norm Dicks,73,,
Clallam,Forks No. 4,U.S. House,6,D,Norm Dicks,146,,
Clallam,Sequim No. 1,U.S. House,6,D,Norm Dicks,365,,
Clallam,Sequim No. 2,U.S. House,6,D,Norm Dicks,140,,
Clallam,Sequim No. 3,U.S. House,6,D,Norm Dicks,425,,
Clallam,Sequim No. 4,U.S. House,6,D,Norm Dicks,313,,
Clallam,Agnew,U.S. House,6,D,Norm Dicks,179,,
Clallam,Beaver,U.S. House,6,D,Norm Dicks,212,,
Clallam,Black Diamond,U.S. House,6,D,Norm Dicks,309,,
Clallam,Blue Mountain,U.S. House,6,D,Norm Dicks,120,,
Clallam,Blyn,U.S. House,6,D,Norm Dicks,313,,
